NCTId,ConditionAncestorId,ConditionAncestorTerm,ConditionBrowseBranchAbbrev,ConditionBrowseBranchName,ConditionBrowseLeafAsFound,ConditionBrowseLeafId,ConditionBrowseLeafName,ConditionBrowseLeafRelevance,ConditionMeshId,ConditionMeshTerm
NCT04604704,"['D000004194', 'D000010335']","['Disease', 'Pathologic Processes']","['BC23', 'All']","['Symptoms and General Pathology', 'All Conditions']",Syndrome,M14938,Syndrome,high,D000013577,Syndrome
NCT04349371,0,0,"['BC02', 'All']","['Viral Diseases', 'All Conditions']",0,M19074,Coronavirus Infections,low,0,0
NCT04342663,"['D000003333', 'D000030341', 'D000012327', 'D000014777']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC02', 'All', 'BC01', 'BC08', 'Rare']","['Viral Diseases', 'All Conditions', 'Bacterial and Fungal Diseases', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Rare Diseases']","['Coronavirus', 'Infection']","['M19074', 'M8866', 'M4951', 'M24032', 'M5138', 'M22269', 'M16105', 'M13732', 'T5197']","['Coronavirus Infections', 'Infection', 'Communicable Diseases', 'Severe Acute Respiratory Syndrome', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000007239', 'D000018352']","['Infection', 'Coronavirus Infections']"
NCT04537299,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC01', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['SARS-CoV Infection', 'SARS-CoV Infection', 'SARS-CoV Infection']","['M19074', 'M24032', 'M8866', 'M4951', 'M14938', 'M5138', 'M22269', 'M16105', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Syndrome', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000018352', 'D000045169']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04345653,0,0,"['BC02', 'All']","['Viral Diseases', 'All Conditions']",0,"['M19074', 'M16105']","['Coronavirus Infections', 'Virus Diseases']","['low', 'low']",0,0
NCT04606069,"['D000010335', 'D000008171', 'D000012140', 'D000012141']","['Pathologic Processes', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections']","['BC08', 'All', 'BC23', 'BC01']","['Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases']","['Lung Inflammation', 'Inflammation']","['M12487', 'M8876', 'M9751', 'M13560', 'M8866', 'M4951', 'M13561']","['Pneumonia', 'Inflammation', 'Lung Diseases', 'Respiratory Tract Diseases', 'Infection', 'Communicable Diseases', 'Respiratory Tract Infections']","['high', 'high', 'low', 'low', 'low', 'low', 'low']","['D000011014', 'D000007249']","['Pneumonia', 'Inflammation']"
NCT04344600,0,0,"['BC01', 'All']","['Bacterial and Fungal Diseases', 'All Conditions']",Infection,"['M8866', 'M4951']","['Infection', 'Communicable Diseases']","['high', 'low']",D000007239,Infection
NCT04344457,0,0,0,0,0,0,0,0,0,0
NCT04399889,"['D000014777', 'D000012140', 'D000003333', 'D000030341', 'D000012327', 'D000012141']","['Virus Diseases', 'Respiratory Tract Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'BC16', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Diseases and Abnormalities at or Before Birth', 'Rare Diseases']","['Corona Virus Infection', 'Corona Virus Infection', 'Corona Virus Infection', 'Acute Respiratory Distress Syndrome']","['M19074', 'M24032', 'M14938', 'M8866', 'M13548', 'M4951', 'M16105', 'M13547', 'M26731', 'M13560', 'M5138', 'M22269', 'M13732', 'M13561', 'T5197', 'T4937', 'T192']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Infection', 'Respiratory Distress Syndrome, Adult', 'Communicable Diseases', 'Virus Diseases', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Respiratory Tract Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'low', 'high']","['D000018352', 'D000045169']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04318444,"['D000014777', 'D000003333', 'D000030341', 'D000012327', 'D000012141', 'D000012140']","['Virus Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC01', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Corona Virus Infection', 'Corona Virus Infection', 'Corona Virus Infection']","['M19074', 'M24032', 'M8866', 'M4951', 'M16105', 'M14938', 'M5138', 'M22269', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Virus Diseases', 'Syndrome', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000018352', 'D000045169']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04389671,"['D000014947', 'D000008171', 'D000012140', 'D000012120', 'D000007235', 'D000007232', 'D000013898']","['Wounds and Injuries', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Thoracic Injuries']","['BC23', 'All', 'BC08', 'BC16', 'BC26', 'BXS', 'Rare']","['Symptoms and General Pathology', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Diseases and Abnormalities at or Before Birth', 'Wounds and Injuries', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Rare Diseases']","['Acute Lung Injury', 'Respiratory Distress Syndrome', 'Acute Lung Injury', 'Lung Injury', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome']","['M14938', 'M13548', 'M13547', 'M26731', 'M26730', 'M16268', 'M9751', 'M13560', 'M13540', 'M24456', 'M8862', 'M8859', 'M15240', 'T4937', 'T192']","['Syndrome', 'Respiratory Distress Syndrome, Adult', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Lung Injury', 'Wounds and Injuries', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Premature Birth', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Thoracic Injuries', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['low', 'high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high']","['D000012127', 'D000012128', 'D000055371', 'D000055370']","['Respiratory Distress Syndrome, Newborn', 'Respiratory Distress Syndrome, Adult', 'Acute Lung Injury', 'Lung Injury']"
NCT04402944,0,0,"['BC08', 'All']","['Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions']",0,M12487,Pneumonia,low,0,0
NCT04374149,"['D000004194', 'D000010335']","['Disease', 'Pathologic Processes']","['BC23', 'All']","['Symptoms and General Pathology', 'All Conditions']",Syndrome,M14938,Syndrome,high,D000013577,Syndrome
NCT04359329,0,0,"['BC01', 'All']","['Bacterial and Fungal Diseases', 'All Conditions']",0,"['M8866', 'M4951']","['Infection', 'Communicable Diseases']","['low', 'low']",0,0
NCT03376854,"['D000008171', 'D000012140', 'D000012120', 'D000007235', 'D000007232', 'D000001832', 'D000055370']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Body Temperature Changes', 'Lung Injury']","['BC23', 'All', 'BC08', 'BC16', 'BC26', 'BXS', 'Rare']","['Symptoms and General Pathology', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Diseases and Abnormalities at or Before Birth', 'Wounds and Injuries', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Rare Diseases']","['Respiratory Distress Syndrome, Adult', 'Hypothermia', 'Respiratory Distress Syndrome', 'Respiratory Distress Syndrome, Adult', 'Respiratory Distress Syndrome', 'Respiratory Distress Syndrome, Adult']","['M14938', 'M13548', 'M8668', 'M13547', 'M26731', 'M26730', 'M9751', 'M13560', 'M13540', 'M24456', 'M8862', 'M8859', 'M3693', 'T4937', 'T192']","['Syndrome', 'Respiratory Distress Syndrome, Adult', 'Hypothermia', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Lung Injury', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Premature Birth', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Body Temperature Changes', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['low', 'high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high']","['D000012127', 'D000012128', 'D000055371', 'D000007035']","['Respiratory Distress Syndrome, Newborn', 'Respiratory Distress Syndrome, Adult', 'Acute Lung Injury', 'Hypothermia']"
NCT04388709,0,0,0,0,0,0,0,0,0,0
NCT04374019,0,0,0,0,0,0,0,0,0,0
NCT04424901,"['D000008171', 'D000012140', 'D000012141']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections']","['BC08', 'All', 'BC01']","['Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Bacterial and Fungal Diseases']",Pneumonia,"['M12487', 'M9751', 'M13560', 'M8866', 'M4951', 'M13561']","['Pneumonia', 'Lung Diseases', 'Respiratory Tract Diseases', 'Infection', 'Communicable Diseases', 'Respiratory Tract Infections']","['high', 'low', 'low', 'low', 'low', 'low']",D000011014,Pneumonia
NCT04374552,0,0,"['BC01', 'All']","['Bacterial and Fungal Diseases', 'All Conditions']",0,"['M8866', 'M4951']","['Infection', 'Communicable Diseases']","['low', 'low']",0,0
NCT04408040,0,0,"['BC02', 'All']","['Viral Diseases', 'All Conditions']",0,M16105,Virus Diseases,low,0,0
NCT04373044,"['D000007239', 'D000009784']","['Infection', 'Occupational Diseases']","['BC01', 'All', 'BC24']","['Bacterial and Fungal Diseases', 'All Conditions', 'Occupational Diseases']",Infection Laboratory-,"['M8866', 'M4951', 'M9360', 'M11302']","['Infection', 'Communicable Diseases', 'Laboratory Infection', 'Occupational Diseases']","['low', 'low', 'high', 'low']",D000007757,Laboratory Infection
NCT04584684,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC01', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Coronavirus Infection', 'Coronavirus Infection', 'Infection', 'Infection', 'Coronavirus Infection']","['M19074', 'M24032', 'M8866', 'M4951', 'M16105', 'M14938', 'M5138', 'M22269', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Virus Diseases', 'Syndrome', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000007239', 'D000003141', 'D000018352', 'D000045169']","['Infection', 'Communicable Diseases', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04344535,0,0,"['BC01', 'All']","['Bacterial and Fungal Diseases', 'All Conditions']",0,"['M8866', 'M4951']","['Infection', 'Communicable Diseases']","['low', 'low']",0,0
NCT04398290,"['D000012120', 'D000012140', 'D000012818']","['Respiration Disorders', 'Respiratory Tract Diseases', 'Signs and Symptoms, Respiratory']","['BC08', 'All', 'BC23', 'BC14']","['Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Symptoms and General Pathology', 'Heart and Blood Diseases']","['Respiratory Failure', 'Hypoxemia']","['M13551', 'M25724', 'M13102', 'M2766', 'M13540', 'M13560', 'M14206']","['Respiratory Insufficiency', 'Respiratory Aspiration', 'Pulmonary Valve Insufficiency', 'Hypoxia', 'Respiration Disorders', 'Respiratory Tract Diseases', 'Signs and Symptoms, Respiratory']","['high', 'low', 'low', 'high', 'low', 'low', 'low']","['D000012131', 'D000000860']","['Respiratory Insufficiency', 'Hypoxia']"
NCT04408183,0,0,"['BC01', 'All']","['Bacterial and Fungal Diseases', 'All Conditions']","['Infection', 'Infection']","['M8866', 'M4951']","['Infection', 'Communicable Diseases']","['high', 'high']","['D000007239', 'D000003141']","['Infection', 'Communicable Diseases']"
NCT04328012,0,0,"['BC02', 'All', 'BC01']","['Viral Diseases', 'All Conditions', 'Bacterial and Fungal Diseases']",0,"['M19074', 'M8866', 'M4951']","['Coronavirus Infections', 'Infection', 'Communicable Diseases']","['low', 'low', 'low']",0,0
NCT04343261,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Rare Diseases']","['Coronavirus', 'Severe Acute Respiratory Syndrome', 'Severe Acute Respiratory Syndrome']","['M19074', 'M24032', 'M14938', 'M8866', 'M4951', 'M5138', 'M22269', 'M16105', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Infection', 'Communicable Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000018352', 'D000045169']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04522830,0,0,"['BC01', 'All']","['Bacterial and Fungal Diseases', 'All Conditions']",Infection,"['M8866', 'M4951']","['Infection', 'Communicable Diseases']","['high', 'low']",D000007239,Infection
NCT04603742,0,0,"['BC23', 'All', 'Rare']","['Symptoms and General Pathology', 'All Conditions', 'Rare Diseases']",0,"['M14938', 'T5499']","['Syndrome', 'Storm Syndrome']","['low', 'low']",0,0
NCT04505592,"['D000012120', 'D000012140']","['Respiration Disorders', 'Respiratory Tract Diseases']","['BC08', 'All', 'BC14']","['Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Heart and Blood Diseases']",Respiratory Failure,"['M13551', 'M13102', 'M13540', 'M13560']","['Respiratory Insufficiency', 'Pulmonary Valve Insufficiency', 'Respiration Disorders', 'Respiratory Tract Diseases']","['high', 'low', 'low', 'low']",D000012131,Respiratory Insufficiency
NCT04385199,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC01', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Coronavirus', 'Coronavirus Infection', 'Coronavirus Infection']","['M19074', 'M24032', 'M8866', 'M4951', 'M14938', 'M5138', 'M22269', 'M16105', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Syndrome', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000018352', 'D000045169']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04319731,"['D000012120', 'D000012140']","['Respiration Disorders', 'Respiratory Tract Diseases']","['BC08', 'All', 'BC01', 'BC23', 'BC14']","['Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Bacterial and Fungal Diseases', 'Symptoms and General Pathology', 'Heart and Blood Diseases']",Respiratory Failure,"['M13551', 'M8866', 'M17593', 'M4951', 'M13102', 'M13540', 'M13560']","['Respiratory Insufficiency', 'Infection', 'Critical Illness', 'Communicable Diseases', 'Pulmonary Valve Insufficiency', 'Respiration Disorders', 'Respiratory Tract Diseases']","['high', 'low', 'low', 'low', 'low', 'low', 'low']",D000012131,Respiratory Insufficiency
NCT04492514,"['D000008171', 'D000012140', 'D000012141', 'D000012120']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Respiration Disorders']","['BC08', 'All', 'BC23', 'BC14', 'BC01']","['Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Symptoms and General Pathology', 'Heart and Blood Diseases', 'Bacterial and Fungal Diseases']","['Respiratory Failure', 'Pneumonia']","['M13551', 'M12487', 'M19143', 'M8876', 'M13102', 'M9751', 'M13560', 'M8866', 'M4951', 'M13561', 'M13540']","['Respiratory Insufficiency', 'Pneumonia', 'Disease Progression', 'Inflammation', 'Pulmonary Valve Insufficiency', 'Lung Diseases', 'Respiratory Tract Diseases', 'Infection', 'Communicable Diseases', 'Respiratory Tract Infections', 'Respiration Disorders']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000011014', 'D000012131']","['Pneumonia', 'Respiratory Insufficiency']"
NCT04463004,"['D000010335', 'D000008171', 'D000012140', 'D000012141', 'D000012120']","['Pathologic Processes', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Respiration Disorders']","['BC08', 'All', 'BC23', 'BC14', 'BC01']","['Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Symptoms and General Pathology', 'Heart and Blood Diseases', 'Bacterial and Fungal Diseases']","['Respiratory Failure', 'Pneumonia', 'Inflammation']","['M13551', 'M12487', 'M19143', 'M8876', 'M13102', 'M9751', 'M13560', 'M8866', 'M4951', 'M13561', 'M13540']","['Respiratory Insufficiency', 'Pneumonia', 'Disease Progression', 'Inflammation', 'Pulmonary Valve Insufficiency', 'Lung Diseases', 'Respiratory Tract Diseases', 'Infection', 'Communicable Diseases', 'Respiratory Tract Infections', 'Respiration Disorders']","['high', 'high', 'low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000011014', 'D000012131', 'D000007249']","['Pneumonia', 'Respiratory Insufficiency', 'Inflammation']"
