NCTId,ConditionAncestorId,ConditionAncestorTerm,ConditionBrowseBranchAbbrev,ConditionBrowseBranchName,ConditionBrowseLeafAsFound,ConditionBrowseLeafId,ConditionBrowseLeafName,ConditionBrowseLeafRelevance,ConditionMeshId,ConditionMeshTerm
NCT02787538,"['D000007592', 'D000009140', 'D000012216', 'D000003240', 'D000001327', 'D000007154']","['Joint Diseases', 'Musculoskeletal Diseases', 'Rheumatic Diseases', 'Connective Tissue Diseases', 'Autoimmune Diseases', 'Immune System Diseases']","['BC05', 'All', 'BC17', 'BC20']","['Muscle, Bone, and Cartilage Diseases', 'All Conditions', 'Skin and Connective Tissue Diseases', 'Immune System Diseases']","['Arthritis', 'Rheumatoid Arthritis']","['M3057', 'M3061', 'M9204', 'M10680', 'M13628', 'M4906', 'M5047', 'M3210', 'M8783']","['Arthritis', 'Arthritis, Rheumatoid', 'Joint Diseases', 'Musculoskeletal Diseases', 'Rheumatic Diseases', 'Collagen Diseases', 'Connective Tissue Diseases', 'Autoimmune Diseases', 'Immune System Diseases']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000001168', 'D000001172']","['Arthritis', 'Arthritis, Rheumatoid']"
NCT01290393,D000011248,Pregnancy Complications,"['BC01', 'All', 'BXS']","['Bacterial and Fungal Diseases', 'All Conditions', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions']",Spontaneous Abortion,"['M8866', 'M4951', 'M21', 'M12710']","['Infection', 'Communicable Diseases', 'Abortion, Spontaneous', 'Pregnancy Complications']","['low', 'low', 'high', 'low']",D000000022,"Abortion, Spontaneous"
NCT04263311,"['D000014652', 'D000002318']","['Vascular Diseases', 'Cardiovascular Diseases']","['BC18', 'BC19', 'All', 'BC14']","['Nutritional and Metabolic Diseases', 'Gland and Hormone Related Diseases', 'All Conditions', 'Heart and Blood Diseases']",Hypertension,"['M5698', 'M8607', 'M15983']","['Diabetes Mellitus', 'Hypertension', 'Vascular Diseases']","['low', 'high', 'low']",D000006973,Hypertension
NCT00875641,"['D000012088', 'D000012327', 'D000014777']","['Reoviridae Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC01', 'All', 'BC02']","['Bacterial and Fungal Diseases', 'All Conditions', 'Viral Diseases']","Infections, Rotavirus","['M8866', 'M4951', 'M13803', 'M16105', 'M13732']","['Infection', 'Communicable Diseases', 'Rotavirus Infections', 'Virus Diseases', 'RNA Virus Infections']","['low', 'low', 'high', 'low', 'low']",D000012400,Rotavirus Infections
NCT03199846,"['D000018358', 'D000017599', 'D000009373', 'D000009370', 'D000009369', 'D000009380', 'D000018326']","['Neuroendocrine Tumors', 'Neuroectodermal Tumors', 'Neoplasms, Germ Cell and Embryonal', 'Neoplasms by Histologic Type', 'Neoplasms', 'Neoplasms, Nerve Tissue', 'Nevi and Melanomas']","['BC04', 'All', 'Rare']","['Cancers and Other Neoplasms', 'All Conditions', 'Rare Diseases']",Melanoma,"['M10111', 'M19079', 'M18428', 'M18971', 'M10901', 'M10898', 'M10908', 'M11031', 'M11029', 'M19054', 'T4102', 'T4103']","['Melanoma', 'Neuroendocrine Tumors', 'Neuroectodermal Tumors', 'Neuroectodermal Tumors, Primitive', 'Neoplasms, Germ Cell and Embryonal', 'Neoplasms by Histologic Type', 'Neoplasms, Nerve Tissue', 'Nevus, Pigmented', 'Nevus', 'Nevi and Melanomas', 'Neuroendocrine Tumor', 'Neuroepithelioma']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000008545,Melanoma
NCT04587245,0,0,0,0,0,0,0,0,0,0
NCT02773979,"['D000011528', 'D000010272']","['Protozoan Infections', 'Parasitic Diseases']","['BC01', 'All', 'BC03', 'Rare']","['Bacterial and Fungal Diseases', 'All Conditions', 'Parasitic Diseases', 'Rare Diseases']","['Malaria', 'Malaria']","['M8866', 'M4951', 'M9863', 'M12971', 'M11768', 'T3576']","['Infection', 'Communicable Diseases', 'Malaria', 'Protozoan Infections', 'Parasitic Diseases', 'Malaria']","['low', 'low', 'high', 'low', 'low', 'high']",D000008288,Malaria
NCT03274726,D000009748,Nutrition Disorders,"['BC18', 'All', 'BC15']","['Nutritional and Metabolic Diseases', 'All Conditions', 'Blood and Lymph Conditions']",Nutritional Deficiency,"['M23893', 'M19441', 'M11267']","['Malnutrition', 'Anemia, Iron-Deficiency', 'Nutrition Disorders']","['high', 'low', 'low']",D000044342,Malnutrition
NCT01283828,0,0,0,0,0,0,0,0,0,0
NCT04191824,D000014570,Urologic Diseases,"['BXS', 'All']","['Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'All Conditions']",Renal Disease,"['M9281', 'M15902']","['Kidney Diseases', 'Urologic Diseases']","['high', 'low']",D000007674,Kidney Diseases
NCT03197688,"['D000014652', 'D000002318']","['Vascular Diseases', 'Cardiovascular Diseases']","['BC14', 'All', 'Rare']","['Heart and Blood Diseases', 'All Conditions', 'Rare Diseases']","['Arterial Hypertension', 'Pulmonary Arterial Hypertension']","['M8607', 'M15983', 'T4818']","['Hypertension', 'Vascular Diseases', 'Pulmonary Arterial Hypertension']","['high', 'low', 'high']",D000006973,Hypertension
NCT02813577,"['D000020763', 'D000014652', 'D000002318']","['Pathological Conditions, Anatomical', 'Vascular Diseases', 'Cardiovascular Diseases']","['BC23', 'All', 'BC14']","['Symptoms and General Pathology', 'All Conditions', 'Heart and Blood Diseases']","['Stenosis', 'Artery Occlusion']","['M5058', 'M3046', 'M21103', 'M15983']","['Constriction, Pathologic', 'Arterial Occlusive Diseases', 'Pathological Conditions, Anatomical', 'Vascular Diseases']","['high', 'high', 'low', 'low']","['D000001157', 'D000003251']","['Arterial Occlusive Diseases', 'Constriction, Pathologic']"
NCT00666380,"['D000011528', 'D000010272']","['Protozoan Infections', 'Parasitic Diseases']","['BC03', 'All', 'BC01', 'Rare']","['Parasitic Diseases', 'All Conditions', 'Bacterial and Fungal Diseases', 'Rare Diseases']","['Malaria', 'Malaria']","['M17716', 'M9863', 'M8866', 'M4951', 'M12971', 'M11768', 'T3576']","['Malaria, Falciparum', 'Malaria', 'Infection', 'Communicable Diseases', 'Protozoan Infections', 'Parasitic Diseases', 'Malaria']","['low', 'high', 'low', 'low', 'low', 'low', 'high']",D000008288,Malaria
NCT01287247,"['D000020820', 'D000009461', 'D000009422', 'D000009069', 'D000002493', 'D000005141', 'D000005128']","['Dyskinesias', 'Neurologic Manifestations', 'Nervous System Diseases', 'Movement Disorders', 'Central Nervous System Diseases', 'Eyelid Diseases', 'Eye Diseases']","['BC10', 'BC23', 'All', 'BC11', 'Rare']","['Nervous System Diseases', 'Symptoms and General Pathology', 'All Conditions', 'Eye Diseases', 'Rare Diseases']","['Dystonia', 'Dystonia', 'Blepharospasm', 'Cervical Dystonia', 'Cervical Dystonia', 'Blepharospasm']","['M6178', 'M21159', 'M3627', 'M15441', 'M21158', 'M10987', 'M10612', 'M4325', 'M6867', 'M6854', 'T1077', 'T715']","['Dystonia', 'Dystonic Disorders', 'Blepharospasm', 'Torticollis', 'Dyskinesias', 'Neurologic Manifestations', 'Movement Disorders', 'Central Nervous System Diseases', 'Eyelid Diseases', 'Eye Diseases', 'Cervical Dystonia', 'Benign Essential Blepharospasm']","['high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high']","['D000004421', 'D000020821', 'D000014103', 'D000001764']","['Dystonia', 'Dystonic Disorders', 'Torticollis', 'Blepharospasm']"
NCT04163341,"['D000010335', 'D000068099', 'D000001523', 'D000064419']","['Pathologic Processes', 'Trauma and Stressor Related Disorders', 'Mental Disorders', 'Chemically-Induced Disorders']","['BXM', 'All', 'BC02', 'BC20', 'BC25', 'BC26']","['Behaviors and Mental Disorders', 'All Conditions', 'Viral Diseases', 'Immune System Diseases', 'Substance Related Disorders', 'Wounds and Injuries']","['Post Traumatic Stress Disorder', 'Traumatic Stress Disorder', 'Substance Use Disorders']","['M5641', 'M5644', 'M2905', 'M16833', 'M14686', 'M23503', 'M2103', 'M20421', 'M16268', 'M222', 'M3396', 'M13056', 'M28889']","['Depression', 'Depressive Disorder', 'Anxiety Disorders', 'HIV Infections', 'Stress Disorders, Post-Traumatic', 'Stress Disorders, Traumatic', 'Acquired Immunodeficiency Syndrome', 'Substance-Related Disorders', 'Wounds and Injuries', 'Trauma and Stressor Related Disorders', 'Mental Disorders', 'Psychotic Disorders', 'Chemically-Induced Disorders']","['low', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'low', 'low', 'low']","['D000004194', 'D000019966', 'D000040921', 'D000013313']","['Disease', 'Substance-Related Disorders', 'Stress Disorders, Traumatic', 'Stress Disorders, Post-Traumatic']"
NCT02987335,"['D000044882', 'D000008659', 'D000004700', 'D000009748']","['Glucose Metabolism Disorders', 'Metabolic Diseases', 'Endocrine System Diseases', 'Nutrition Disorders']","['BC18', 'All', 'BC19']","['Nutritional and Metabolic Diseases', 'All Conditions', 'Gland and Hormone Related Diseases']","['Malnutrition', 'Diabetes']","['M23893', 'M5698', 'M10222', 'M23990', 'M6445', 'M11267']","['Malnutrition', 'Diabetes Mellitus', 'Metabolic Diseases', 'Glucose Metabolism Disorders', 'Endocrine System Diseases', 'Nutrition Disorders']","['high', 'high', 'low', 'low', 'low', 'low']","['D000003920', 'D000044342']","['Diabetes Mellitus', 'Malnutrition']"
NCT02867722,"['D000012871', 'D000011230', 'D000009369', 'D000009371']","['Skin Diseases', 'Precancerous Conditions', 'Neoplasms', 'Neoplasms by Site']","['BC17', 'All', 'BC04']","['Skin and Connective Tissue Diseases', 'All Conditions', 'Cancers and Other Neoplasms']","['Keratosis', 'Skin Cancer', 'Actinic Keratosis']","['M9251', 'M14264', 'M26855', 'M14257', 'M12694']","['Keratosis', 'Skin Neoplasms', 'Keratosis, Actinic', 'Skin Diseases', 'Precancerous Conditions']","['high', 'high', 'high', 'low', 'low']","['D000055623', 'D000012878', 'D000007642']","['Keratosis, Actinic', 'Skin Neoplasms', 'Keratosis']"
NCT03276637,"['D000020969', 'D000010335']","['Disease Attributes', 'Pathologic Processes']","['BC23', 'All']","['Symptoms and General Pathology', 'All Conditions']","['Predisposition', 'Genetic Predisposition to Disease']","['M5963', 'M20459', 'M21284']","['Disease Susceptibility', 'Genetic Predisposition to Disease', 'Disease Attributes']","['high', 'high', 'low']","['D000004198', 'D000020022']","['Disease Susceptibility', 'Genetic Predisposition to Disease']"
NCT03192891,"['D000010335', 'D000006331', 'D000002318', 'D000014652']","['Pathologic Processes', 'Heart Diseases', 'Cardiovascular Diseases', 'Vascular Diseases']","['BC14', 'All', 'BC23']","['Heart and Blood Diseases', 'All Conditions', 'Symptoms and General Pathology']","['Myocardial Ischemia', 'Ischemia']","['M5129', 'M18089', 'M9126', 'M8002', 'M15983']","['Coronary Artery Disease', 'Myocardial Ischemia', 'Ischemia', 'Heart Diseases', 'Vascular Diseases']","['low', 'high', 'high', 'low', 'low']","['D000017202', 'D000007511']","['Myocardial Ischemia', 'Ischemia']"
NCT03373045,"['D000001982', 'D000012140', 'D000008173', 'D000008171', 'D000012130', 'D000006969', 'D000006967', 'D000007154']","['Bronchial Diseases', 'Respiratory Tract Diseases', 'Lung Diseases, Obstructive', 'Lung Diseases', 'Respiratory Hypersensitivity', 'Hypersensitivity, Immediate', 'Hypersensitivity', 'Immune System Diseases']","['BC08', 'BC20', 'All']","['Respiratory Tract (Lung and Bronchial) Diseases', 'Immune System Diseases', 'All Conditions']",Asthma,"['M3137', 'M3840', 'M13560', 'M9751', 'M9753', 'M8601', 'M13550', 'M8603', 'M8783']","['Asthma', 'Bronchial Diseases', 'Respiratory Tract Diseases', 'Lung Diseases', 'Lung Diseases, Obstructive', 'Hypersensitivity', 'Respiratory Hypersensitivity', 'Hypersensitivity, Immediate', 'Immune System Diseases']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000001249,Asthma
NCT04229212,"['D000014947', 'D000007869', 'D000025981']","['Wounds and Injuries', 'Leg Injuries', 'Hip Injuries']","['BC26', 'All']","['Wounds and Injuries', 'All Conditions']","['Fracture', 'Femur Fracture', 'Intertrochanteric Fractures']","['M24957', 'M6985', 'M8279', 'M16268', 'M9464', 'M21689']","['Fractures, Bone', 'Femoral Fractures', 'Hip Fractures', 'Wounds and Injuries', 'Leg Injuries', 'Hip Injuries']","['high', 'high', 'high', 'low', 'low', 'low']","['D000050723', 'D000005264', 'D000006620']","['Fractures, Bone', 'Femoral Fractures', 'Hip Fractures']"
NCT02848781,"['D000010335', 'D000001145', 'D000006331', 'D000002318', 'D000075224', 'D000006323', 'D000003645']","['Pathologic Processes', 'Arrhythmias, Cardiac', 'Heart Diseases', 'Cardiovascular Diseases', 'Cardiac Conduction System Disease', 'Heart Arrest', 'Death, Sudden']","['BC14', 'BC23', 'All']","['Heart and Blood Diseases', 'Symptoms and General Pathology', 'All Conditions']","['Tachycardia', 'Ventricular Tachycardia', 'Sudden Cardiac Death', 'Cardiac Death']","['M14967', 'M18071', 'M17701', 'M5428', 'M5430', 'M3034', 'M8002', 'M1472', 'M7994']","['Tachycardia', 'Tachycardia, Ventricular', 'Death, Sudden, Cardiac', 'Death', 'Death, Sudden', 'Arrhythmias, Cardiac', 'Heart Diseases', 'Cardiac Conduction System Disease', 'Heart Arrest']","['high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low']","['D000013610', 'D000017180', 'D000016757', 'D000003643']","['Tachycardia', 'Tachycardia, Ventricular', 'Death, Sudden, Cardiac', 'Death']"
NCT00385047,"['D000011528', 'D000010272']","['Protozoan Infections', 'Parasitic Diseases']","['BC03', 'All', 'BC01', 'Rare']","['Parasitic Diseases', 'All Conditions', 'Bacterial and Fungal Diseases', 'Rare Diseases']","['Malaria', 'Malaria']","['M9863', 'M8866', 'M4951', 'M12971', 'M11768', 'T3576']","['Malaria', 'Infection', 'Communicable Diseases', 'Protozoan Infections', 'Parasitic Diseases', 'Malaria']","['high', 'low', 'low', 'low', 'low', 'high']",D000008288,Malaria
NCT02993120,"['D000052439', 'D000008659']","['Lipid Metabolism Disorders', 'Metabolic Diseases']","['BC18', 'All']","['Nutritional and Metabolic Diseases', 'All Conditions']",Dyslipidemia,"['M24768', 'M25616', 'M10222']","['Dyslipidemias', 'Lipid Metabolism Disorders', 'Metabolic Diseases']","['high', 'low', 'low']",D000050171,Dyslipidemias
NCT03045120,"['D000009370', 'D000009369', 'D000009196', 'D000001855', 'D000006402']","['Neoplasms by Histologic Type', 'Neoplasms', 'Myeloproliferative Disorders', 'Bone Marrow Diseases', 'Hematologic Diseases']","['BC04', 'All', 'BC15', 'Rare']","['Cancers and Other Neoplasms', 'All Conditions', 'Blood and Lymph Conditions', 'Rare Diseases']","['Leukemia', 'Myeloid Leukemia', 'Chronic Myeloid Leukemia', 'Chronic Phase Chronic Myeloid Leukemia', 'Myeloid Leukemia', 'Chronic Myeloid Leukemia']","['M9528', 'M9538', 'M16706', 'M16708', 'M10898', 'M10732', 'M3716', 'M8073', 'T4006', 'T1314', 'T1316']","['Leukemia', 'Leukemia, Myeloid', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'Leukemia, Myeloid, Chronic-Phase', 'Neoplasms by Histologic Type', 'Myeloproliferative Disorders', 'Bone Marrow Diseases', 'Hematologic Diseases', 'Myeloid Leukemia', 'Chronic Myeloid Leukemia', 'Chronic Myeloproliferative Disorders']","['high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high', 'low']","['D000007938', 'D000007951', 'D000015464', 'D000015466']","['Leukemia', 'Leukemia, Myeloid', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'Leukemia, Myeloid, Chronic-Phase']"
NCT01154296,"['D000014777', 'D000007239']","['Virus Diseases', 'Infection']","['BC01', 'All', 'BC02', 'BC20', 'BXS']","['Bacterial and Fungal Diseases', 'All Conditions', 'Viral Diseases', 'Immune System Diseases', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions']",Sexually Transmitted Infections,"['M8866', 'M4951', 'M16833', 'M2103', 'M14141', 'M16105']","['Infection', 'Communicable Diseases', 'HIV Infections', 'Acquired Immunodeficiency Syndrome', 'Sexually Transmitted Diseases', 'Virus Diseases']","['low', 'low', 'low', 'low', 'high', 'low']",D000012749,Sexually Transmitted Diseases
NCT02857764,"['D000003920', 'D000044882', 'D000008659', 'D000004700']","['Diabetes Mellitus', 'Glucose Metabolism Disorders', 'Metabolic Diseases', 'Endocrine System Diseases']","['BC18', 'BC19', 'All']","['Nutritional and Metabolic Diseases', 'Gland and Hormone Related Diseases', 'All Conditions']","Diabetes Mellitus, Type 2","['M5698', 'M5702', 'M10222', 'M23990', 'M6445']","['Diabetes Mellitus', 'Diabetes Mellitus, Type 2', 'Metabolic Diseases', 'Glucose Metabolism Disorders', 'Endocrine System Diseases']","['low', 'high', 'low', 'low', 'low']",D000003924,"Diabetes Mellitus, Type 2"
NCT00412568,"['D000012030', 'D000005128']","['Refractive Errors', 'Eye Diseases']","['BC11', 'All']","['Eye Diseases', 'All Conditions']",Myopia,"['M10751', 'M3139', 'M13455', 'M6854']","['Myopia', 'Astigmatism', 'Refractive Errors', 'Eye Diseases']","['high', 'low', 'low', 'low']",D000009216,Myopia
NCT03353480,0,0,0,0,0,0,0,0,0,0
NCT00800267,"['D000014652', 'D000002318', 'D000005128']","['Vascular Diseases', 'Cardiovascular Diseases', 'Eye Diseases']","['BC11', 'All', 'BC14']","['Eye Diseases', 'All Conditions', 'Heart and Blood Diseases']","['Glaucoma', 'Ocular Hypertension', 'Hypertension']","['M7596', 'M11314', 'M8607', 'M15983', 'M6854']","['Glaucoma', 'Ocular Hypertension', 'Hypertension', 'Vascular Diseases', 'Eye Diseases']","['high', 'high', 'high', 'low', 'low']","['D000005901', 'D000009798', 'D000006973']","['Glaucoma', 'Ocular Hypertension', 'Hypertension']"
NCT00601835,"['D000003015', 'D000016908', 'D000001424', 'D000020879', 'D000009461', 'D000009422', 'D000006996', 'D000002128', 'D000008659', 'D000003354', 'D000000193']","['Clostridium Infections', 'Gram-Positive Bacterial Infections', 'Bacterial Infections', 'Neuromuscular Manifestations', 'Neurologic Manifestations', 'Nervous System Diseases', 'Hypocalcemia', 'Calcium Metabolism Disorders', 'Metabolic Diseases', 'Corynebacterium Infections', 'Actinomycetales Infections']","['BC01', 'All', 'BC10', 'BC18', 'BC23', 'Rare']","['Bacterial and Fungal Diseases', 'All Conditions', 'Nervous System Diseases', 'Nutritional and Metabolic Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Diphtheria', 'Tetanus', 'Tetanus', 'Diphtheria', 'Tetanus']","['M5930', 'M15094', 'M15098', 'M8866', 'M4951', 'M4830', 'M3303', 'M17835', 'M21203', 'M10987', 'M8629', 'M10222', 'M3973', 'M5157', 'T1891', 'T5618']","['Diphtheria', 'Tetanus', 'Tetany', 'Infection', 'Communicable Diseases', 'Clostridium Infections', 'Bacterial Infections', 'Gram-Positive Bacterial Infections', 'Neuromuscular Manifestations', 'Neurologic Manifestations', 'Hypocalcemia', 'Metabolic Diseases', 'Calcium Metabolism Disorders', 'Corynebacterium Infections', 'Diphtheria', 'Tetanus']","['high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high']","['D000013742', 'D000004165', 'D000013746']","['Tetanus', 'Diphtheria', 'Tetany']"
NCT01087905,0,0,0,0,0,0,0,0,0,0
NCT02616198,"['D000017001', 'D000014076', 'D000009057']","['Tooth Demineralization', 'Tooth Diseases', 'Stomatognathic Diseases']","['BC07', 'All']","['Mouth and Tooth Diseases', 'All Conditions']",Dental Caries,"['M5511', 'M17922', 'M15414', 'M10600']","['Dental Caries', 'Tooth Demineralization', 'Tooth Diseases', 'Stomatognathic Diseases']","['high', 'low', 'low', 'low']",D000003731,Dental Caries
NCT00007540,"['D000005834', 'D000014565', 'D000009371', 'D000009369', 'D000011469']","['Genital Neoplasms, Male', 'Urogenital Neoplasms', 'Neoplasms by Site', 'Neoplasms', 'Prostatic Diseases']","['BC04', 'BXS', 'All']","['Cancers and Other Neoplasms', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'All Conditions']",Prostate Cancer,"['M12918', 'M7529', 'M15898', 'M12916']","['Prostatic Neoplasms', 'Genital Neoplasms, Male', 'Urogenital Neoplasms', 'Prostatic Diseases']","['high', 'low', 'low', 'low']",D000011471,Prostatic Neoplasms
NCT02163525,"['D000009379', 'D000018204', 'D000009370', 'D000009369']","['Neoplasms, Muscle Tissue', 'Neoplasms, Connective and Soft Tissue', 'Neoplasms by Histologic Type', 'Neoplasms']","['BC04', 'All', 'BC17', 'BXS', 'BC23']","['Cancers and Other Neoplasms', 'All Conditions', 'Skin and Connective Tissue Diseases', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Symptoms and General Pathology']",Uterine Fibroids,"['M9484', 'M24433', 'M10161', 'M10749', 'M18933', 'M10898']","['Leiomyoma', 'Myofibroma', 'Menorrhagia', 'Myoma', 'Neoplasms, Connective and Soft Tissue', 'Neoplasms by Histologic Type']","['high', 'low', 'low', 'low', 'low', 'low']",D000007889,Leiomyoma
