,Rank,NCTId,BaselineMeasurementUpperLimit,BaselineMeasurementValue,BaselinePopulationDescription,BaselineTypeUnitsAnalyzed,BioSpecDescription,BioSpecRetention,BriefSummary,BriefTitle,CentralContactEMail,CentralContactName,CentralContactPhone,CentralContactPhoneExt,CentralContactRole,CollaboratorClass,CollaboratorName,CompletionDate,CompletionDateType,Condition,ConditionAncestorId
0,31,['NCT00341588'],[],[],[],[],[],[],"['The incidence of testicular germ cell tumors (TGCT) has increased during the twentieth century and is of particular concern as it primarily affects young men. It is the most common cancer among U.S. males ages 25-34. The only well-described risk factors are cryptorchism (undescended testis), family history of TGCT, and personal history of TGCT. To better understand the environmental and genetic determinants of TGCT risk, a case-control study will be conducted among members of the U.S. armed forces. The study will include men who have donated a blood sample to the Department of Defense Serum Repository (DoDSR) between 1989 and 2000. All DoDSR donors who have developed GCT will be matched to DoDSR donors who have not developed TGCT. Approximately 1,080 men with TGCT, 1,080 controls, and 2,160 mothers will be included in the study.\n\nThe DoDSR serum sample will be tested for organochlorines levels, gonadotropin levels, and viral antibody titres. Each participant will donate a saliva specimen that will be used in an examination of genetic susceptibility. Each participant will also complete a questionnaire concerning a variety of possible risk factors such as physical activity, medical history, medication history, and other risk factors. The mothers of all participants will be invited to participate by completing a questionnaire concerning perinatal exposures and events and by donating a saliva sample.\n\nThe three main objectives of this study are to:\n\ndetermine whether environmental endocrine modulators (i.e., chlorinated pesticides and polychlorinated biphenyls) are related to risk of GCT and, if so, whether their effects are augmented by other risk factors.\ndetermine whether genetic susceptibility to GCT exists and to characterize the environmental risk factors related to that susceptibility.\ndetermine whether there are distinct causes of GCT by relating the tissue structures of the tumors to the risk factors.']",['A Case-Control Study of Testicular Germ Cell Tumors Among U.S. Military Servicemen'],[],[],[],[],[],[],[],"['August 18, 2020']",['Actual'],['Testicular Cancer'],"['D000009370', 'D000009369', 'D000004701', 'D000009371', 'D000005834', 'D000014565', 'D000004700', 'D000013733', 'D000006058']"
0,32,['NCT04562636'],[],[],[],[],[],[],"['Purpose: To evaluate reactions to and opinions of a messaging campaign.\n\nParticipants: Participants will be recruited through Prime Panels and will be US-based adults (18 years old and older) who consumed red meat in the past 30 days.\n\nProcedures (methods): After completing a screening question about meat consumption, participants will review a consent form. If they select to participate in the study, participants will be randomly assigned to view control messages, red meat-related environment messages, or red meat-related health messages. They will be asked a series of questions about these messages.\n\nParticipants will also be asked about grocery shopping preferences and standard demographics questions.']",['Evaluating a Messaging Campaign in the United States'],[],[],[],[],[],['OTHER'],['Wellcome Trust'],"['October 1, 2020']",['Actual'],"['Obesity', 'Heart Diseases', 'Cancer']",['D000002318']
0,33,['NCT03924505'],[],[],[],[],[],[],"[""This study aims to generate knowledge regarding the process of implementing naloxone within syringe service programs (SSPs), and to test whether external facilitation can improve implementation of naloxone within SSPs throughout the country. Together, these efforts can improve access to naloxone for people at high risk of overdose, thereby improving our nation's response to the opioid overdose epidemic.""]",['Preventing Opioid Overdose Mortality in the United States'],"['blambdin@rti.org', 'lynndee@rti.org']","['Barrot Lambdin, PhD, MPH', 'Lynn Wenger']","['510-665-8254', '510-665-8219']",[],"['Contact', 'Contact']",['NIH'],['National Institute on Drug Abuse (NIDA)'],['September 2021'],['Anticipated'],['Opioid Overdose'],"['D000019966', 'D000064419']"
0,34,['NCT02334462'],[],[],[],[],[],[],"['Background:\n\n- Malaria is a severe infection caused by a parasite. People can get malaria if a mosquito that carries the parasite bites them. Malaria infection does not happen in the United States, but many people in Africa, Asia, and South America are at risk for it. Researchers want to test two vaccines that may help decrease malaria infection.\n\nObjective:\n\n- To see if two vaccines (Pfs25M-EPA/Alhydrogel and Pfs230DIM-EPA/Alhydrogel ) are safe in humans and cause an immune response that will prevent malaria parasites from correctly growing in the mosquito.\n\nEligibility:\n\n- Healthy adults ages 18 50.\n\nDesign:\n\nThere are several groups in this study. Each group will receive a different dose of the vaccine and some groups will received both vaccines.\nVaccinations will be given on two days about 4 weeks apart.\nParticipants will receive each vaccine as an injection into the arm. Blood will be drawn on the day of vaccination.\nIn the 4 weeks after receiving a vaccination, participants will have at least 3 clinic visits and 1 phone contact. They will have at least 3 more visits and 3 phone contacts over the next 6 months.\nAt each visit, participants will be evaluated for side effects to the vaccine and any new health changes or problems. They will be asked how they are feeling and if they have taken any medicine. Blood and urine samples may be taken at the visit. More follow-up visits may be needed to follow up on changes or problems.']","['Study of the Safety and Immunogenicity of Pfs230D1M-EPA/Alhydrogel and Pfs25M-EPA/Alhydrogel , a Transmission Blocking Vaccine Against Plasmodium Falciparum Malaria, in Adults in the U.S. and Mali']",[],[],[],[],[],['UNKNOWN'],"['Rodolphe Merieux Laboratory@@@Bamako, Mali']","['October 22, 2018']",['Actual'],['Malaria'],"['D000011528', 'D000010272']"
0,35,['NCT03311295'],[],[],[],[],[],[],['The objective of the study is to evaluate the safety and feasibility of the ARTO System in patients with mitral valve regurgitation (MR) associated with congestive heart failure (CHF).'],['MitrAl ValvE RepaIr Clinical Trial (MAVERIC Trial) - United States'],['sgreene@mvrxinc.com'],['Samantha Greene'],['949 910 8948'],[],['Contact'],[],[],"['April 3, 2026']",['Anticipated'],['Mitral Valve Insufficiency'],"['D000006349', 'D000006331', 'D000002318']"
0,36,['NCT03242278'],[],[],[],[],[],[],['The primary objective is to assess the proportion of Non-valvular atrial fibrillation (NVAF) patients receiving the standard dose of 20 mg of rivaroxaban or the reduced dose of 15 mg of rivaroxaban.\n\nThe secondary objective is to determine if dosing patterns for rivaroxaban may be influenced by baseline chronic kidney disease (CKD) status (as a proxy for measured baseline renal function).'],['Real-world Dosing Patterns of Rivaroxaban in the United States'],[],[],[],[],[],['INDUSTRY'],"['Janssen Research & Development, LLC']","['March 1, 2016']",['Actual'],['Atrial Fibrillation'],"['D000001145', 'D000006331', 'D000002318', 'D000010335']"
0,37,['NCT03683134'],[],[],[],[],[],[],"['A 12-week, randomized nutrition intervention for the reduction of cardiovascular disease risk factors in a high-risk population in the southeastern United States. The primary objective of this pilot study was to assess the efficacy of a Mediterranean diet intervention (education + extra-virgin olive oil (EVOO) and mixed nut supplementation) versus that of an American Heart Association (AHA) nutrition intervention (education) on serum blood lipid levels as markers for cardiovascular disease risk. Researchers conducting this trial hypothesize that a greater reduction will be seen in cardiovascular disease risk factors in the Mediterranean diet intervention.']",['A Mediterranean Diet Nutrition Education Program for the Reduction of Cardiovascular Disease Risk in the Southeastern U.S.'],[],[],[],[],[],[],[],"['September 7, 2017']",['Actual'],"['Cardiovascular Diseases', 'Cardiovascular Risk Factor', 'Obesity']",[]
0,38,['NCT04047316'],[],[],[],[],[],[],['A completely new type of digital dermatoscope has been developed in order to take a significant step forward in technology for skin cancer imaging. By means of this study a better insight can be gained of the current performance and workflow in clinical dermatoscopy. This knowledge will be used to further improve the developed technology.'],['Development and Validation of a New Digital Dermatoscope in the United States'],[],[],[],[],[],[],[],"['April 15, 2020']",['Actual'],['Skin Cancer'],"['D000009371', 'D000009369', 'D000012871']"
0,39,['NCT03952364'],[],[],[],[],"['Following patient consent and recruitment to the study, a 2.5 ml blood sample will be collected in a PAXgene tube.']",['Samples With DNA'],"[""A multi-center observational study based at referral centers and community hospitals within the US. Patients' blood will be collected at enrollment for testing with PredictSURE IBD™, which will occur at a later date. Patients will be prospectively followed up for 12 months with clinicians treating according to local standard of care, with a step-up or accelerated step-up regimen. Clinicians and patients will be blinded to the biomarker results.""]","[""The PRECIOUS Study: Predicting Crohn's & ColitIs Outcomes in the United States""]",['khills@predictimmune.com'],"['Karen Hills, PhD']",['+44 (0) 1223 804195'],[],['Contact'],['UNKNOWN'],"[""The Crohn's and Colitis Foundation""]",['June 2021'],['Anticipated'],"['Crohn Disease', 'Ulcerative Colitis', 'IBD', 'Inflammatory Bowel Diseases']","['D000005759', 'D000005767', 'D000004066', 'D000003108', 'D000010335']"
0,40,['NCT04021030'],[],[],[],[],[],[],['The purpose of this study is to evaluate the impact of a Cognitive Behavioral Therapy (CBT) intervention on the distribution and variability of pain level before and after intervention receipt among people with co-occurring chronic pain and Substance Use Disorders (SUDs) over a three-month follow-up period.'],['Building Collaborations to Address Drug Problems in the United States and China'],[],[],[],[],[],"['UNKNOWN', 'OTHER', 'UNKNOWN']","['Michigan Medicine - PKUHSC Joint Institute for Translational and Clinical Research', 'Peking University', 'Meridian Health Services']","['December 31, 2020']",['Anticipated'],['Chronic Pain'],"['D000010146', 'D000009461']"
