,Rank,NCTId,OutcomeDenomUnits,OutcomeGroupDescription,OutcomeMeasurementUpperLimit,OutcomeGroupTitle,OutcomeMeasureAnticipatedPostingDate,OutcomeMeasureCalculatePct,OutcomeMeasureDenomUnitsSelected,OutcomeMeasureDescription,OutcomeMeasureDispersionType,OutcomeMeasureParamType,OutcomeMeasurePopulationDescription,OutcomeMeasureReportingStatus,OutcomeMeasureTimeFrame,OutcomeMeasureTitle,OutcomeMeasureType,OutcomeMeasureTypeUnitsAnalyzed,OutcomeMeasureUnitOfMeasure,OutcomeMeasurementComment,OutcomeMeasurementGroupId
0,541,['NCT03120702'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,542,['NCT03100760'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,543,['NCT03098602'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,544,['NCT03073148'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,545,['NCT03072186'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,546,['NCT03066063'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,547,['NCT03038074'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,548,['NCT03035318'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,549,['NCT03034902'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,550,['NCT03021707'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,551,['NCT03021473'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,552,['NCT03019107'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,553,['NCT03017742'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,554,['NCT03003767'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,555,['NCT02995421'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,556,['NCT02986789'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,557,['NCT02972892'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,558,['NCT02970799'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,559,['NCT02966210'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,560,['NCT02957071'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,561,['NCT02956928'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,562,['NCT02948751'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,563,['NCT02938637'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,564,['NCT02922621'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,565,['NCT02919566'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,566,['NCT02918942'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,567,['NCT02916823'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,568,['NCT02913560'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,569,['NCT02911376'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,570,['NCT02910674'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,571,['NCT02907203'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,572,['NCT02904382'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,573,['NCT02888626'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,574,['NCT02872844'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,575,['NCT02870959'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,576,['NCT02870881'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,577,['NCT02863796'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,578,['NCT02863432'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,579,['NCT02862080'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,580,['NCT02858089'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,581,['NCT02856490'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,582,['NCT02849847'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,583,['NCT02842970'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,584,['NCT02841397'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,585,['NCT02833571'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,586,['NCT02811328'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,587,['NCT02810080'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,588,['NCT02805933'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,589,['NCT02805777'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,590,['NCT02800057'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,591,['NCT02799342'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,592,['NCT02799329'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,593,['NCT02795689'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,594,['NCT02787343'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,595,['NCT02784431'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,596,['NCT02771119'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,597,['NCT02764580'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,598,['NCT02761759'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,599,['NCT02756260'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,600,['NCT02746289'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,601,['NCT02746120'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,602,['NCT02719444'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,603,['NCT02716155'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,604,['NCT02712931'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,605,['NCT02711254'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,606,['NCT02699021'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,607,['NCT02698787'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,608,['NCT02698397'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,609,['NCT02697604'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,610,['NCT02686450'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,611,['NCT02684110'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,612,['NCT02680964'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,613,['NCT02680860'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,614,['NCT02662049'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,615,['NCT02638883'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,616,['NCT02634996'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,617,['NCT02634554'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,618,['NCT02634125'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,619,['NCT02631213'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,620,['NCT02626624'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,621,['NCT02624739'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,622,['NCT02622919'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,623,['NCT02599519'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,624,['NCT02597296'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,625,['NCT02596464'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,626,['NCT02579486'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,627,['NCT02576210'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,628,['NCT02561052'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,629,['NCT02553395'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,630,['NCT02548429'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,631,['NCT02543814'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,632,['NCT02540577'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,633,['NCT02540564'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,634,['NCT02535234'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,635,['NCT02525783'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,636,['NCT02517645'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,637,['NCT02506400'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,638,['NCT02495116'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,639,['NCT02480829'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,640,['NCT02474784'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,641,['NCT02474771'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,642,['NCT02474758'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,643,['NCT02458378'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,644,['NCT02455063'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,645,['NCT02441634'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,646,['NCT02436005'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,647,['NCT02430441'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,648,['NCT02405871'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,649,['NCT02403167'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,650,['NCT02396914'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,651,['NCT02388425'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,652,['NCT02383082'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,653,['NCT02380716'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,654,['NCT02380014'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,655,['NCT02365545'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,656,['NCT02365467'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,657,['NCT02364375'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,658,['NCT02353377'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,659,['NCT02343068'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,660,['NCT02340832'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,661,['NCT02327598'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,662,['NCT02325609'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,663,['NCT02322840'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,664,['NCT02312141'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,665,['NCT02300974'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,666,['NCT02289534'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,667,['NCT02284321'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,668,['NCT02283125'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,669,['NCT02280577'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,670,['NCT02275624'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,671,['NCT02272114'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,672,['NCT02271087'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,673,['NCT02268227'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,674,['NCT02255539'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,675,['NCT02239263'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,676,['NCT02231034'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,677,['NCT02223663'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,678,['NCT02218450'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,679,['NCT02195362'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,680,['NCT02195128'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,681,['NCT02191800'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,682,['NCT02187458'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,683,['NCT02167880'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,684,['NCT02166073'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,685,['NCT02142465'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,686,['NCT02142374'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,687,['NCT02142023'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,688,['NCT02141334'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,689,['NCT02134236'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,690,['NCT02124538'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,691,['NCT02108275'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,692,['NCT02089646'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,693,['NCT02086812'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,694,['NCT02085174'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,695,['NCT02082847'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,696,['NCT02070601'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,697,['NCT02036385'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,698,['NCT02020447'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,699,['NCT02006251'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,700,['NCT02004249'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,701,['NCT02003105'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,702,['NCT01989390'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,703,['NCT01989377'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,704,['NCT01988727'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,705,['NCT01988025'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,706,['NCT01984151'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,707,['NCT01973621'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,708,['NCT01966211'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,709,['NCT01957982'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,710,['NCT01951131'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,711,['NCT01950767'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,712,['NCT01940458'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,713,['NCT01940211'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,714,['NCT01937000'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,715,['NCT01936987'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,716,['NCT01916083'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,717,['NCT01906736'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,718,['NCT01905241'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,719,['NCT01896141'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,720,['NCT01894698'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,721,['NCT01883557'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,722,['NCT01882309'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,723,['NCT01877369'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,724,['NCT01874925'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,725,['NCT01867008'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,726,['NCT01859975'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,727,['NCT01854879'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,728,['NCT01847846'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,729,['NCT01835769'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,730,['NCT01835366'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,731,['NCT01827488'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,732,['NCT01820741'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,733,['NCT01801995'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,734,['NCT01801241'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,735,['NCT01795807'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,736,['NCT01795118'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,737,['NCT01792869'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,738,['NCT01790867'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,739,['NCT01787981'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,740,['NCT01777880'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,741,['NCT01773941'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,742,['NCT01773265'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,743,['NCT01747265'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,744,['NCT01738230'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,745,['NCT01738165'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,746,['NCT01733264'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,747,['NCT01733251'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,748,['NCT01724541'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,749,['NCT01721122'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,750,['NCT01715454'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,751,['NCT01700764'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,752,['NCT01697813'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,753,['NCT01697774'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,754,['NCT01674400'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,755,['NCT01670006'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,756,['NCT01662479'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,757,['NCT01660113'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,758,['NCT01658189'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,759,['NCT01652846'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,760,['NCT01643200'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,761,['NCT01640795'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,762,['NCT01630707'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,763,['NCT01629836'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,764,['NCT01627405'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,765,['NCT01614925'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,766,['NCT01613742'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,767,['NCT01610505'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,768,['NCT01610349'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,769,['NCT01607606'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,770,['NCT01604967'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,771,['NCT01597271'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,772,['NCT01591369'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,773,['NCT01582386'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,774,['NCT01575210'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,775,['NCT01564589'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,776,['NCT01560156'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,777,['NCT01558609'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,778,['NCT01556750'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,779,['NCT01546831'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,780,['NCT01546584'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,781,['NCT01533831'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,782,['NCT01533103'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,783,['NCT01532752'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,784,['NCT01532440'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,785,['NCT01524263'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,786,['NCT01515618'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,787,['NCT01513512'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,788,['NCT01499030'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,789,['NCT01494376'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,790,['NCT01480570'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,791,['NCT01476826'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,792,['NCT01473134'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,793,['NCT01470079'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,794,['NCT01464580'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,795,['NCT01463618'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,796,['NCT01462955'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,797,['NCT01450540'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,798,['NCT01443299'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,799,['NCT01443286'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,800,['NCT01442389'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,801,['NCT01436669'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,802,['NCT01436461'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,803,['NCT01414491'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
