,Rank,NCTId,OutcomeMeasurementLowerLimit,OutcomeMeasurementSpread,PrimaryOutcomeTimeFrame,OutcomeMeasurementValue,OverallOfficialAffiliation,OverallOfficialName,OverallOfficialRole,OverallStatus,OversightHasDMC,PatientRegistry,Phase,PointOfContactEMail,PointOfContactOrganization,PointOfContactPhone,PointOfContactPhoneExt,PointOfContactTitle,PrimaryCompletionDate,PrimaryCompletionDateType,PrimaryOutcomeDescription
0,141,['NCT01370954'],[],[],"['Baseline, Week 6 and Week 12']",[],['Falls Neurology and Memory Center'],"['Donald E Schmechel, M.D.']",['Principal Investigator'],['Completed'],['No'],[],[],[],[],[],[],[],['November 2012'],['Actual'],"[""The QOL-AD is a brief, 13-item measure designed specifically to obtain a rating of the patient's Quality of Life.""]"
0,142,['NCT01339546'],[],[],['1) 2001-2009 inclusive (9 years) and 2) 2011-2013 inclusive (3 years)'],[],['Pfizer'],['Pfizer CT.gov Call Center'],['Study Director'],['Completed'],['No'],[],[],[],[],[],[],[],"['June 30, 2017']",['Actual'],[]
0,143,['NCT02252159'],[],[],"['Every 3 months for approximately 36 months', 'Every 3 months for approximately 36 months', 'Every 3 months for approximately 36 months', 'Every 3 months for approximately 36 months', 'Every 3 months for approximately 36 months']",[],['Incyte Corporation'],"['Philomena Colucci, DO, MS']",['Study Director'],"['Active, not recruiting']",['No'],['No'],[],[],[],[],[],[],['August 2019'],['Anticipated'],"['Healthcare resources were defined as a. Medical visits (including Office visits, ER visits, and hospitalizations), b. phlebotomy (PHL) procedures and c. prescriptions (including PV-related prescriptions, PV-related over-the-counter (OTC) medications, and prescription medications for co-morbid conditions).']"
0,144,['NCT04072289'],[],[],"['12 months', '12 months']",[],"['United States Naval Medical Center, San Diego', 'Wilford Hall Air Force Hospital', 'Ft. Belvoir Army Hospital']","['John B. Cason, M.D.', 'Matthew C. Caldwell, M.D.', 'Bruce A Rivers, M.D.']","['Principal Investigator', 'Principal Investigator', 'Principal Investigator']",['Recruiting'],['Yes'],[],['Not Applicable'],[],[],[],[],[],['September 2021'],['Anticipated'],"['manifest refraction spherical equivalent and manifest refractive cylinder refraction', 'uncorrected visual acuity of 20/40 or better']"
0,145,['NCT04423770'],[],[],['18 months'],[],['American Dental Association Science and Research Institute'],"['Cameron G Estrich, MPH, PhD']",['Principal Investigator'],"['Active, not recruiting']",['No'],['No'],[],[],[],[],[],[],"['June 8, 2021']",['Anticipated'],['COVID-19 case as confirmed by clinician and/or detection of SARS-CoV-2 RNA or a specific antigen in a clinical specimen']
0,146,['NCT01358552'],[],[],['Week 4'],[],"['Noe Lira, M.D.']","['Noe Lira, M.D.']",['Principal Investigator'],['Terminated'],['No'],[],[],[],[],[],[],[],['March 2012'],['Actual'],"['To collect data from patient surveys on the patient utilization and effectiveness of Néevo®/NéevoDHA® in a ""real world"" setting.']"
0,147,['NCT02856646'],[],[],"['Up to five years', 'Up to five years', 'Up to five years', 'Up to five years', 'Up to 5 years', 'Up to 5 years']",[],['Bristol-Myers Squibb'],['Bristol-Myers Squibb'],['Study Director'],['Recruiting'],['No'],['No'],[],[],[],[],[],[],"['September 28, 2023']",['Anticipated'],"['What are the treatment patterns of therapies used to treat cHL (ie, incorporation of novel chemotherapy or non-chemotherapy to upfront therapy, chemotherapy/radiation and/or transplant sparring patterns, incorporation of immune checkpoint agents or other investigational therapies)']"
0,148,['NCT01940679'],[],[],"['15 minute, 2 hrs, 4 hrs and 6 hrs after consumption of n-3 rich food item']",[],['U.S. Army Research Institute of Environmental Medicine'],"['Tracey J Smith, PhD']",['Principal Investigator'],['Completed'],['No'],[],['Not Applicable'],[],[],[],[],[],['December 2013'],['Actual'],[]
0,149,['NCT02951598'],[],[],['Baseline through Study Completion (36 Months)'],[],['Eli Lilly and Company'],"['Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST)']",['Study Director'],"['Active, not recruiting']",['No'],[],['Not Applicable'],[],[],[],[],[],"['October 28, 2020']",['Anticipated'],[]
0,150,['NCT02988934'],[],[],['10 years'],[],[],[],[],['Recruiting'],[],['Yes'],[],[],[],[],[],[],['April 2026'],['Anticipated'],[]
0,151,['NCT01028300'],[],[],['24 months'],[],[],[],[],['Terminated'],['Yes'],[],['Not Applicable'],['mlotito@its.jnj.com'],['DePuy Synthes Spine'],['508-880-8045'],[],['Mark Lotito'],['March 2011'],['Actual'],[]
0,152,['NCT01034865'],[],[],[],[],['Stanford University'],['Mindie H. Nguyen'],['Principal Investigator'],['Completed'],[],[],[],[],[],[],[],[],['June 2009'],['Actual'],[]
0,153,['NCT02352532'],[],[],"['7 days', '5 minutes', '5 minutes', '7 days']",[],[],[],[],['Completed'],['No'],[],['Not Applicable'],[],[],[],[],[],['August 2016'],['Actual'],"['SWE images of the lumbar multifidus and paraspinal muscles will be acquired at rest and during sub-maximal isometric contraction. All SWE images will be obtained using a Supersonic Aixplorer ultrasound system with a 50mm 10-2 MHz linear array. The sub-maximal contraction of the lumbar multifidus will be elicited by a contralateral arm lift maneuver while holding a small hand weight following techniques outlined in our previous work.42 The weight used will depend on the participant\'s body weight and will elicit approximately 30% of the MVC of the lumbar multifidus muscle as previously shown by fine wire EMG.43 Participants weighing less than 68 kg (150 lbs) will use .68 kg (1.5 lbs), those between 68-90 kg (150-200 lbs) will use .91 kg (2 lbs), and those greater than 91 kg (200 lbs) will use 1.36 kg (3 lbs). Participants will be instructed as follows: ""lift your arm approximately 2 inches (5 cm) off the table"".', 'Pressure algometry will used in the current study to determine the most painful spinal level at baseline and as a secondary outcome measure, pain pressure threshold (PPT), to assess abnormalities in nociceptive processing or hyperalgisia 37,38. PPT measures have been found to be highly reliable,39-41 especially when taken by the same rater (ICC=0.94-.097) 40. A digital pressure algometer (Wagner Force Ten FDX, Wagner Instruments, Greenwich, CT) will be used to measure PPT in the lumbar multifidus and paraspinal muscles on the side that the participant reported as more symptomatic. The pressure algometer will held by the examiner directly perpendicular to the muscle belly, approximately 1.5 cm lateral to the spinous process. The algometer will be advanced at a rate of approximately 5N/sec. and participants are instructed to verbally signal when they first perceive the force exerted as painful. PPT at each location will taken three times and averaged to reduce variability.\n\nPressure', 'SWE images of the lumbar multifidus and paraspinal muscles will be acquired at rest and during sub-maximal isometric contraction. All SWE images will be obtained using a Supersonic Aixplorer ultrasound system with a 50mm 10-2 MHz linear array. The sub-maximal contraction of the lumbar multifidus will be elicited by a contralateral arm lift maneuver while holding a small hand weight following techniques outlined in our previous work.42 The weight used will depend on the participant\'s body weight and will elicit approximately 30% of the MVC of the lumbar multifidus muscle as previously shown by fine wire EMG.43 Participants weighing less than 68 kg (150 lbs) will use .68 kg (1.5 lbs), those between 68-90 kg (150-200 lbs) will use .91 kg (2 lbs), and those greater than 91 kg (200 lbs) will use 1.36 kg (3 lbs). Participants will be instructed as follows: ""lift your arm approximately 2 inches (5 cm) off the table"".', 'SWE images of the lumbar multifidus and paraspinal muscles will be acquired at rest and during sub-maximal isometric contraction. All SWE images will be obtained using a Supersonic Aixplorer ultrasound system with a 50mm 10-2 MHz linear array. The sub-maximal contraction of the lumbar multifidus will be elicited by a contralateral arm lift maneuver while holding a small hand weight following techniques outlined in our previous work.42 The weight used will depend on the participant\'s body weight and will elicit approximately 30% of the MVC of the lumbar multifidus muscle as previously shown by fine wire EMG.43 Participants weighing less than 68 kg (150 lbs) will use .68 kg (1.5 lbs), those between 68-90 kg (150-200 lbs) will use .91 kg (2 lbs), and those greater than 91 kg (200 lbs) will use 1.36 kg (3 lbs). Participants will be instructed as follows: ""lift your arm approximately 2 inches (5 cm) off the table"".']"
0,154,['NCT03198793'],[],[],['8 weeks'],[],"['Tulane University SOM, New Orleans, LA 70112']","['Keith C. Ferdinand, MD FACC']",['Study Chair'],['Completed'],['No'],[],['Phase 2'],[],[],[],[],[],"['October 16, 2018']",['Actual'],"['Office blood pressure will be taken at Day 0, Visit 3, Visit 4, Visit 4.1, and Visit 5 (Day 56).']"
0,155,['NCT01112917'],[],[],['6-months'],"['89', '0']",['Froedtert Hospital'],"['William S Rilling, MD']",['Principal Investigator'],['Completed'],['Yes'],[],['Not Applicable'],['andrea@brightresearchpartners.com'],['BRIGHT Research Partners'],['612-298-7460'],[],['Andrea Fenton Abbs - Study Director'],['September 2015'],['Actual'],"[""Technical success is defined as filter conversion without the loss of filter head components in the vasculature or incomplete opening of filtering legs. Further, in the analysis of the data, the sponsor did not count any filters as a 'technically' successful conversion when the operator was unable to snare the filter hook during an attempted conversion.""]"
0,156,['NCT01764269'],[],[],['11 days'],[],"['Columbia University', 'Columbia University']","['Melissa Stockwell, MD MPH', 'Philip LaRussa, MD']","['Principal Investigator', 'Principal Investigator']",['Completed'],['No'],[],['Not Applicable'],[],[],[],[],[],['April 2014'],['Actual'],['day of vaccination plus 10 more days']
0,157,['NCT03346603'],[],[],"['2 years', '2 years', '2 years']",[],[],[],[],"['Active, not recruiting']",['No'],['No'],[],[],[],[],[],[],"['February 28, 2019']",['Actual'],[]
0,158,['NCT04281290'],[],[],['7 days after operation'],[],"['University Medical Centre Ljubljana, Ljubljana, Slovenia', 'University Medical Centre Ljubljana, Ljubljana, Slovenia', 'Institute of Oncology, Ljubljana, Slovenia', 'University Medical Centre Ljubljana, Ljubljana, Slovenia', 'University Medical Centre Ljubljana, Ljubljana, Slovenia', 'University Medical Centre Ljubljana, Ljubljana, Slovenia', 'Institute of Oncology, Ljubljana, Slovenia', 'Institute of Oncology, Ljubljana, Slovenia', 'Institute of Oncology, Ljubljana, Slovenia']","['Mihajlo Djokic, MD, PhD', 'Blaz Trotovsek, MD, PhD', 'Gregor Sersa, PhD', 'Zan Cebron, MD', 'Miha Petric, MD', 'David Badovinac, MD', 'Masa Bosnjak, PhD', 'Bostjan Markelc, PhD', 'Maja Cemazar, PhD']","['Principal Investigator', 'Study Director', 'Study Director', 'Study Chair', 'Study Chair', 'Study Chair', 'Study Chair', 'Study Chair', 'Study Chair']",['Recruiting'],['Yes'],[],"['Phase 1', 'Phase 2']",[],[],[],[],[],"['February 1, 2021']",['Anticipated'],"['Every patient will be closely followed-up after operation with clinical examination and blood tests (hemogram, comprehensive metabolic panel, liver panel) according to the study protocol (day 1, 3, 7 after operation). In case of detected abnormalities additional imaging (US and/or CT) will take place. Findings will be noted and reported in line with Clavien-Dindo classification of surgical complications. The primary measure is to detect complications after surgery and to determine whether the complication is related to electrochemotherapy treatment or not.']"
0,159,['NCT04601103'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,160,['NCT04600856'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,161,['NCT04599907'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,162,['NCT04593875'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,163,['NCT04589507'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,164,['NCT04586205'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,165,['NCT04585646'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,166,['NCT04584788'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,167,['NCT04584099'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,168,['NCT04577898'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,169,['NCT04577456'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,170,['NCT04569253'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,171,['NCT04567186'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,172,['NCT04562532'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,173,['NCT04558970'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,174,['NCT04558632'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,175,['NCT04558047'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,176,['NCT04557917'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,177,['NCT04557891'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,178,['NCT04556968'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,179,['NCT04556474'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
