,Rank,NCTId,StartDateType,StatusVerifiedDate,StudyFirstPostDate,StudyFirstPostDateType,StudyFirstSubmitDate,StudyFirstSubmitQCDate,StudyPopulation,StudyType,TargetDuration,UnpostedEventDate,UnpostedEventType,UnpostedResponsibleParty,VersionHolder,WhyStopped
0,590,['NCT02800057'],[],[],"['June 15, 2016']",['Estimate'],"['May 24, 2016']","['June 9, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,591,['NCT02799342'],[],[],"['June 14, 2016']",['Estimate'],"['June 10, 2016']","['June 10, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,592,['NCT02799329'],[],[],"['June 14, 2016']",['Estimate'],"['June 10, 2016']","['June 10, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,593,['NCT02795689'],[],[],"['June 10, 2016']",['Estimate'],"['March 11, 2016']","['June 6, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,594,['NCT02787343'],[],[],"['June 1, 2016']",['Estimate'],"['October 16, 2015']","['May 25, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,595,['NCT02784431'],[],[],"['May 27, 2016']",['Estimate'],"['May 20, 2016']","['May 24, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,596,['NCT02771119'],[],[],"['May 12, 2016']",['Estimate'],"['May 9, 2016']","['May 11, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,597,['NCT02764580'],[],[],"['May 6, 2016']",['Estimate'],"['May 4, 2016']","['May 5, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,598,['NCT02761759'],[],[],"['May 4, 2016']",['Estimate'],"['April 29, 2016']","['May 3, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,599,['NCT02756260'],[],[],"['April 29, 2016']",['Estimate'],"['April 14, 2016']","['April 26, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,600,['NCT02746289'],[],[],"['April 21, 2016']",['Estimate'],"['January 28, 2016']","['April 18, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,601,['NCT02746120'],[],[],"['April 21, 2016']",['Estimate'],"['April 6, 2016']","['April 18, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,602,['NCT02719444'],[],[],"['March 25, 2016']",['Estimate'],"['March 14, 2016']","['March 21, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,603,['NCT02716155'],[],[],"['March 23, 2016']",['Estimate'],"['March 15, 2016']","['March 17, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,604,['NCT02712931'],[],[],"['March 18, 2016']",['Estimate'],"['March 8, 2016']","['March 17, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,605,['NCT02711254'],[],[],"['March 17, 2016']",['Estimate'],"['January 14, 2016']","['March 11, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,606,['NCT02699021'],[],[],"['March 4, 2016']",['Estimate'],"['February 29, 2016']","['March 3, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,607,['NCT02698787'],[],[],"['March 4, 2016']",['Estimate'],"['December 3, 2015']","['February 29, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,608,['NCT02698397'],[],[],"['March 3, 2016']",['Estimate'],"['February 22, 2016']","['February 29, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,609,['NCT02697604'],[],[],"['March 3, 2016']",['Estimate'],"['February 24, 2016']","['February 26, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,610,['NCT02686450'],[],[],"['February 19, 2016']",['Estimate'],"['January 3, 2016']","['February 15, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,611,['NCT02684110'],[],[],"['February 17, 2016']",['Estimate'],"['February 2, 2016']","['February 11, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,612,['NCT02680964'],[],[],"['February 12, 2016']",['Estimate'],"['February 3, 2016']","['February 9, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,613,['NCT02680860'],[],[],"['February 12, 2016']",['Estimate'],"['January 14, 2016']","['February 9, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,614,['NCT02662049'],[],[],"['January 25, 2016']",['Estimate'],"['January 20, 2016']","['January 20, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,615,['NCT02638883'],[],[],"['December 23, 2015']",['Estimate'],"['December 3, 2015']","['December 21, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,616,['NCT02634996'],[],[],"['December 18, 2015']",['Estimate'],"['December 2, 2015']","['December 15, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,617,['NCT02634554'],[],[],"['December 18, 2015']",['Estimate'],"['December 16, 2015']","['December 17, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,618,['NCT02634125'],[],[],"['December 17, 2015']",['Estimate'],"['December 10, 2015']","['December 15, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,619,['NCT02631213'],[],[],"['December 16, 2015']",['Estimate'],"['December 1, 2015']","['December 11, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,620,['NCT02626624'],[],[],"['December 10, 2015']",['Estimate'],"['November 30, 2015']","['December 8, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,621,['NCT02624739'],[],[],"['December 8, 2015']",['Estimate'],"['November 20, 2015']","['December 3, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,622,['NCT02622919'],[],[],"['December 7, 2015']",['Estimate'],"['November 19, 2015']","['December 4, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,623,['NCT02599519'],[],[],"['November 6, 2015']",['Estimate'],"['March 31, 2015']","['November 5, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,624,['NCT02597296'],[],[],"['November 5, 2015']",['Estimate'],"['October 28, 2015']","['November 3, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,625,['NCT02596464'],[],[],"['November 4, 2015']",['Estimate'],"['October 26, 2015']","['November 2, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,626,['NCT02579486'],[],[],"['October 19, 2015']",['Estimate'],"['May 26, 2015']","['October 15, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,627,['NCT02576210'],[],[],"['October 15, 2015']",['Estimate'],"['October 12, 2015']","['October 14, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,628,['NCT02561052'],[],[],"['September 25, 2015']",['Estimate'],"['September 16, 2015']","['September 24, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,629,['NCT02553395'],[],[],"['September 17, 2015']",['Estimate'],"['September 14, 2015']","['September 16, 2015']",[],[],[],"['September 29, 2020', 'October 21, 2020']","['Release', 'Reset']","['Coopervision, Inc.']","['October 30, 2020']",[]
0,630,['NCT02548429'],[],[],"['September 14, 2015']",['Estimate'],"['August 26, 2015']","['September 11, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,631,['NCT02543814'],[],[],"['September 7, 2015']",['Estimate'],"['August 11, 2015']","['September 4, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,632,['NCT02540577'],[],[],"['September 4, 2015']",['Estimate'],"['August 28, 2015']","['September 1, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,633,['NCT02540564'],[],[],"['September 4, 2015']",['Estimate'],"['August 31, 2015']","['September 1, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,634,['NCT02535234'],[],[],"['August 28, 2015']",['Estimate'],"['August 25, 2015']","['August 26, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,635,['NCT02525783'],[],[],"['August 17, 2015']",['Estimate'],"['August 14, 2015']","['August 14, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,636,['NCT02517645'],[],[],"['August 7, 2015']",['Estimate'],"['July 31, 2015']","['August 6, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,637,['NCT02506400'],[],[],"['July 23, 2015']",['Estimate'],"['April 10, 2015']","['July 22, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,638,['NCT02495116'],[],[],"['July 13, 2015']",['Estimate'],"['June 19, 2015']","['July 8, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,639,['NCT02480829'],[],[],"['June 25, 2015']",['Estimate'],"['June 18, 2015']","['June 22, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,640,['NCT02474784'],[],[],"['June 18, 2015']",['Estimate'],"['June 12, 2015']","['June 15, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,641,['NCT02474771'],[],[],"['June 18, 2015']",['Estimate'],"['June 12, 2015']","['June 15, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,642,['NCT02474758'],[],[],"['June 18, 2015']",['Estimate'],"['June 12, 2015']","['June 15, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,643,['NCT02458378'],[],[],"['June 1, 2015']",['Estimate'],"['May 6, 2015']","['May 27, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,644,['NCT02455063'],[],[],"['May 27, 2015']",['Estimate'],"['May 6, 2015']","['May 21, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,645,['NCT02441634'],[],[],"['May 12, 2015']",['Estimate'],"['April 23, 2015']","['May 7, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,646,['NCT02436005'],[],[],"['May 6, 2015']",['Estimate'],"['May 1, 2015']","['May 1, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,647,['NCT02430441'],[],[],"['April 30, 2015']",['Estimate'],"['April 26, 2015']","['April 29, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,648,['NCT02405871'],[],[],"['April 1, 2015']",['Estimate'],"['March 25, 2015']","['March 27, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,649,['NCT02403167'],[],[],"['March 31, 2015']",['Estimate'],"['March 26, 2015']","['March 26, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,650,['NCT02396914'],[],[],"['March 24, 2015']",['Estimate'],"['March 19, 2015']","['March 19, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,651,['NCT02388425'],[],[],"['March 17, 2015']",['Estimate'],"['March 9, 2015']","['March 9, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,652,['NCT02383082'],[],[],"['March 9, 2015']",['Estimate'],"['February 22, 2015']","['March 6, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,653,['NCT02380716'],[],[],"['March 5, 2015']",['Estimate'],"['February 24, 2015']","['February 27, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,654,['NCT02380014'],[],[],"['March 5, 2015']",['Estimate'],"['March 2, 2015']","['March 2, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,655,['NCT02365545'],[],[],"['February 19, 2015']",['Estimate'],"['February 11, 2015']","['February 17, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,656,['NCT02365467'],[],[],"['February 19, 2015']",['Estimate'],"['February 11, 2015']","['February 18, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,657,['NCT02364375'],[],[],"['February 18, 2015']",['Estimate'],"['February 1, 2015']","['February 17, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,658,['NCT02353377'],[],[],"['February 2, 2015']",['Estimate'],"['January 27, 2015']","['January 28, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,659,['NCT02343068'],[],[],"['January 21, 2015']",['Estimate'],"['September 2, 2014']","['January 20, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,660,['NCT02340832'],[],[],"['January 19, 2015']",['Estimate'],"['January 12, 2015']","['January 16, 2015']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,661,['NCT02327598'],[],[],"['December 30, 2014']",['Estimate'],"['December 20, 2014']","['December 24, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,662,['NCT02325609'],[],[],"['December 25, 2014']",['Estimate'],"['December 15, 2014']","['December 21, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,663,['NCT02322840'],[],[],"['December 23, 2014']",['Estimate'],"['October 31, 2014']","['December 22, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,664,['NCT02312141'],[],[],"['December 9, 2014']",['Estimate'],"['November 25, 2014']","['December 5, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,665,['NCT02300974'],[],[],"['November 25, 2014']",['Estimate'],"['November 24, 2014']","['November 24, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,666,['NCT02289534'],[],[],"['November 13, 2014']",['Estimate'],"['November 10, 2014']","['November 10, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,667,['NCT02284321'],[],[],"['November 6, 2014']",['Estimate'],"['October 27, 2014']","['November 3, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,668,['NCT02283125'],[],[],"['November 5, 2014']",['Estimate'],"['October 23, 2014']","['November 2, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,669,['NCT02280577'],[],[],"['October 31, 2014']",['Estimate'],"['October 29, 2014']","['October 29, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,670,['NCT02275624'],[],[],"['October 27, 2014']",['Estimate'],"['October 23, 2014']","['October 23, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,671,['NCT02272114'],[],[],"['October 22, 2014']",['Estimate'],"['October 20, 2014']","['October 20, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,672,['NCT02271087'],[],[],"['October 22, 2014']",['Estimate'],"['March 27, 2014']","['October 19, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,673,['NCT02268227'],[],[],"['October 20, 2014']",['Estimate'],"['October 11, 2014']","['October 17, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,674,['NCT02255539'],[],[],"['October 2, 2014']",['Estimate'],"['September 24, 2014']","['September 29, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,675,['NCT02239263'],[],[],"['September 12, 2014']",['Estimate'],"['September 10, 2014']","['September 11, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,676,['NCT02231034'],[],[],"['September 3, 2014']",['Estimate'],"['August 29, 2014']","['August 29, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,677,['NCT02223663'],[],[],"['August 22, 2014']",['Estimate'],"['August 20, 2014']","['August 21, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,678,['NCT02218450'],[],[],"['August 18, 2014']",['Estimate'],"['August 7, 2014']","['August 14, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,679,['NCT02195362'],[],[],"['July 21, 2014']",['Estimate'],"['July 15, 2014']","['July 18, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,680,['NCT02195128'],[],[],"['July 21, 2014']",['Estimate'],"['July 16, 2014']","['July 18, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,681,['NCT02191800'],[],[],"['July 16, 2014']",['Estimate'],"['July 3, 2014']","['July 14, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,682,['NCT02187458'],[],[],"['July 11, 2014']",['Estimate'],"['July 1, 2014']","['July 10, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,683,['NCT02167880'],[],[],"['June 19, 2014']",['Estimate'],"['June 17, 2014']","['June 17, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,684,['NCT02166073'],[],[],"['June 18, 2014']",['Estimate'],"['June 16, 2014']","['June 16, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,685,['NCT02142465'],[],[],"['May 20, 2014']",['Estimate'],"['May 16, 2014']","['May 19, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,686,['NCT02142374'],[],[],"['May 20, 2014']",['Estimate'],"['May 16, 2014']","['May 19, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,687,['NCT02142023'],[],[],"['May 20, 2014']",['Estimate'],"['April 23, 2014']","['May 15, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,688,['NCT02141334'],[],[],"['May 19, 2014']",['Estimate'],"['May 15, 2014']","['May 16, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,689,['NCT02134236'],[],[],"['May 9, 2014']",['Estimate'],"['May 6, 2014']","['May 7, 2014']",[],[],[],"['October 22, 2015', 'November 25, 2015', 'March 30, 2016', 'May 2, 2016']","['Release', 'Reset', 'Release', 'Reset']","['La Lumiere, LLC']","['October 30, 2020']",[]
0,690,['NCT02124538'],[],[],"['April 28, 2014']",['Estimate'],"['April 24, 2014']","['April 25, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,691,['NCT02108275'],[],[],"['April 9, 2014']",['Estimate'],"['April 10, 2013']","['April 6, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,692,['NCT02089646'],[],[],"['March 18, 2014']",['Estimate'],"['March 13, 2014']","['March 17, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,693,['NCT02086812'],[],[],"['March 13, 2014']",['Estimate'],"['March 5, 2014']","['March 11, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,694,['NCT02085174'],[],[],"['March 12, 2014']",['Estimate'],"['January 28, 2008']","['March 10, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,695,['NCT02082847'],[],[],"['March 10, 2014']",['Estimate'],"['February 24, 2014']","['March 6, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,696,['NCT02070601'],[],[],"['February 25, 2014']",['Estimate'],"['February 23, 2014']","['February 23, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,697,['NCT02036385'],[],[],"['January 15, 2014']",['Estimate'],"['March 28, 2013']","['January 13, 2014']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,698,['NCT02020447'],[],[],"['December 25, 2013']",['Estimate'],"['December 5, 2013']","['December 18, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,699,['NCT02006251'],[],[],"['December 10, 2013']",['Estimate'],"['December 5, 2013']","['December 5, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,700,['NCT02004249'],[],[],"['December 9, 2013']",['Estimate'],"['November 27, 2013']","['December 3, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,701,['NCT02003105'],[],[],"['December 6, 2013']",['Estimate'],"['November 27, 2013']","['December 2, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,702,['NCT01989390'],[],[],"['November 21, 2013']",['Estimate'],"['November 5, 2013']","['November 14, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,703,['NCT01989377'],[],[],"['November 21, 2013']",['Estimate'],"['November 5, 2013']","['November 14, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,704,['NCT01988727'],[],[],"['November 20, 2013']",['Estimate'],"['November 14, 2013']","['November 14, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,705,['NCT01988025'],[],[],"['November 20, 2013']",['Estimate'],"['November 5, 2013']","['November 13, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,706,['NCT01984151'],[],[],"['November 14, 2013']",['Estimate'],"['November 7, 2013']","['November 7, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,707,['NCT01973621'],[],[],"['October 31, 2013']",['Estimate'],"['October 25, 2013']","['October 25, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,708,['NCT01966211'],[],[],"['October 21, 2013']",['Estimate'],"['October 17, 2013']","['October 17, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,709,['NCT01957982'],[],[],"['October 8, 2013']",['Estimate'],"['October 4, 2013']","['October 4, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,710,['NCT01951131'],[],[],"['September 26, 2013']",['Estimate'],"['September 18, 2013']","['September 23, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,711,['NCT01950767'],[],[],"['September 25, 2013']",['Estimate'],"['September 23, 2013']","['September 23, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,712,['NCT01940458'],[],[],"['September 12, 2013']",['Estimate'],"['September 8, 2013']","['September 8, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,713,['NCT01940211'],[],[],"['September 12, 2013']",['Estimate'],"['September 3, 2013']","['September 8, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,714,['NCT01937000'],[],[],"['September 6, 2013']",['Estimate'],"['September 3, 2013']","['September 3, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,715,['NCT01936987'],[],[],"['September 6, 2013']",['Estimate'],"['September 3, 2013']","['September 3, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,716,['NCT01916083'],[],[],"['August 5, 2013']",['Estimate'],"['August 1, 2013']","['August 1, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,717,['NCT01906736'],[],[],"['July 24, 2013']",['Estimate'],"['July 21, 2013']","['July 21, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,718,['NCT01905241'],[],[],"['July 23, 2013']",['Estimate'],"['July 18, 2013']","['July 18, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,719,['NCT01896141'],[],[],"['July 11, 2013']",['Estimate'],"['July 8, 2013']","['July 8, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,720,['NCT01894698'],[],[],"['July 10, 2013']",['Estimate'],"['July 4, 2013']","['July 4, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,721,['NCT01883557'],[],[],"['June 21, 2013']",['Estimate'],"['August 1, 2012']","['June 19, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,722,['NCT01882309'],[],[],"['June 20, 2013']",['Estimate'],"['June 18, 2013']","['June 18, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,723,['NCT01877369'],[],[],"['June 13, 2013']",['Estimate'],"['June 11, 2013']","['June 11, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,724,['NCT01874925'],[],[],"['June 11, 2013']",['Estimate'],"['June 6, 2013']","['June 7, 2013']",[],[],[],"['October 22, 2015', 'November 23, 2015', 'March 30, 2016', 'May 2, 2016']","['Release', 'Reset', 'Release', 'Reset']","['La Lumiere, LLC']","['October 30, 2020']",[]
0,725,['NCT01867008'],[],[],"['June 3, 2013']",['Estimate'],"['May 29, 2013']","['May 29, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,726,['NCT01859975'],[],[],"['May 22, 2013']",['Estimate'],"['May 20, 2013']","['May 21, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,727,['NCT01854879'],[],[],"['May 16, 2013']",['Estimate'],"['May 13, 2013']","['May 15, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,728,['NCT01847846'],[],[],"['May 7, 2013']",['Estimate'],"['April 30, 2013']","['May 6, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,729,['NCT01835769'],[],[],"['April 19, 2013']",['Estimate'],"['April 17, 2013']","['April 17, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,730,['NCT01835366'],[],[],"['April 18, 2013']",['Estimate'],"['April 16, 2013']","['April 16, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,731,['NCT01827488'],[],[],"['April 9, 2013']",['Estimate'],"['April 4, 2013']","['April 4, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,732,['NCT01820741'],[],[],"['March 29, 2013']",['Estimate'],"['March 24, 2013']","['March 28, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,733,['NCT01801995'],[],[],"['March 1, 2013']",['Estimate'],"['February 21, 2013']","['February 27, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,734,['NCT01801241'],[],[],"['February 28, 2013']",['Estimate'],"['February 26, 2013']","['February 26, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,735,['NCT01795807'],[],[],"['February 21, 2013']",['Estimate'],"['February 19, 2013']","['February 19, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,736,['NCT01795118'],[],[],"['February 20, 2013']",['Estimate'],"['January 15, 2012']","['February 17, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,737,['NCT01792869'],[],[],"['February 15, 2013']",['Estimate'],"['February 12, 2013']","['February 14, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,738,['NCT01790867'],[],[],"['February 13, 2013']",['Estimate'],"['February 11, 2013']","['February 11, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,739,['NCT01787981'],[],[],"['February 11, 2013']",['Estimate'],"['February 7, 2013']","['February 7, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,740,['NCT01777880'],[],[],"['January 29, 2013']",['Estimate'],"['January 16, 2013']","['January 24, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,741,['NCT01773941'],[],[],"['January 23, 2013']",['Estimate'],"['January 14, 2013']","['January 22, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,742,['NCT01773265'],[],[],"['January 23, 2013']",['Estimate'],"['January 18, 2013']","['January 22, 2013']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,743,['NCT01747265'],[],[],"['December 11, 2012']",['Estimate'],"['December 9, 2012']","['December 10, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,744,['NCT01738230'],[],[],"['November 30, 2012']",['Estimate'],"['November 9, 2012']","['November 28, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,745,['NCT01738165'],[],[],"['November 30, 2012']",['Estimate'],"['November 28, 2012']","['November 28, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,746,['NCT01733264'],[],[],"['November 26, 2012']",['Estimate'],"['November 20, 2012']","['November 20, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,747,['NCT01733251'],[],[],"['November 26, 2012']",['Estimate'],"['November 20, 2012']","['November 20, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,748,['NCT01724541'],[],[],"['November 9, 2012']",['Estimate'],"['November 7, 2012']","['November 7, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,749,['NCT01721122'],[],[],"['November 4, 2012']",['Estimate'],"['October 31, 2012']","['November 1, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,750,['NCT01715454'],[],[],"['October 29, 2012']",['Estimate'],"['October 25, 2012']","['October 25, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,751,['NCT01700764'],[],[],"['October 4, 2012']",['Estimate'],"['October 3, 2012']","['October 3, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,752,['NCT01697813'],[],[],"['October 2, 2012']",['Estimate'],"['September 18, 2012']","['September 27, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,753,['NCT01697774'],[],[],"['October 2, 2012']",['Estimate'],"['September 18, 2012']","['September 27, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,754,['NCT01674400'],[],[],"['August 28, 2012']",['Estimate'],"['February 6, 2012']","['August 24, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,755,['NCT01670006'],[],[],"['August 21, 2012']",['Estimate'],"['August 17, 2012']","['August 17, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
