,Rank,NCTId,PrimaryOutcomeMeasure,SecondaryIdDomain,ReferenceCitation,ReferencePMID,ReferenceType,RemovedCountry,ResponsiblePartyInvestigatorAffiliation,ResponsiblePartyInvestigatorFullName,ResponsiblePartyInvestigatorTitle,ResponsiblePartyOldNameTitle,ResponsiblePartyOldOrganization,ResponsiblePartyType,ResultsFirstPostDate,ResultsFirstPostDateType,ResultsFirstSubmitDate,ResultsFirstSubmitQCDate,RetractionPMID,RetractionSource,SamplingMethod
0,41,['NCT02959827'],['Incidence Rate of Hypothyroidism Detected in Routine Clinical Practice'],[],[],[],[],[],[],[],[],[],[],['Sponsor'],"['January 30, 2019']",['Actual'],"['May 24, 2018']","['January 29, 2019']",[],[],['Non-Probability Sample']
0,42,['NCT02395536'],['Untoward Event Rate Associated With LINQ™ Insertions Performed'],[],"['Rogers JD, Piorkowski C, Sohail MR, Anand R, Kowalski M, Rosemas S, Stromberg K, Sanders P. Resource utilization associated with hospital and office-based insertion of a miniaturized insertable cardiac monitor: results from the RIO 2 randomized US study. J Med Econ. 2020 Jul;23(7):706-713. doi: 10.1080/13696998.2020.1746548. Epub 2020 May 1.', 'Rogers JD, Sanders P, Piorkowski C, Sohail MR, Anand R, Crossen K, Khairallah FS, Kaplon RE, Stromberg K, Kowal RC. In-office insertion of a miniaturized insertable cardiac monitor: Results from the Reveal LINQ In-Office 2 randomized study. Heart Rhythm. 2017 Feb;14(2):218-224. doi: 10.1016/j.hrthm.2016.11.001. Epub 2016 Nov 4.']","['32207636', '27825975']","['derived', 'derived']",[],[],[],[],[],[],['Sponsor'],"['October 4, 2017']",['Actual'],"['May 9, 2017']","['May 9, 2017']",[],[],[]
0,43,['NCT03628235'],"['Quantify the indirect costs associated with productivity loss for HDGECs and companions', 'Quantify out-of-pocket expenses for HDGECs and companions', 'Identify the indirect costs associated with informal care received for HDGECs', 'Quantify the indirect costs associated with non-work caregiving time for companions']",[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Non-Probability Sample']
0,44,['NCT02787538'],['Decisional Conflict Scale (DCS)'],[],[],[],[],[],['Massachusetts General Hospital'],['Hyon Choi'],['Professor of Medicine'],[],[],['Principal Investigator'],[],[],[],[],[],[],[]
0,45,['NCT01290393'],['Occurrence of spontaneous abortion during weeks 1-19 of gestation'],[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Non-Probability Sample']
0,46,['NCT04263311'],['Change in BP control'],[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],[]
0,47,['NCT00875641'],"['Incidence Rates of Intussusceptions (IS) Among the HRV Cohort and Comparator Cohorts', 'Incidence Rates of IS Among the HRV Cohort and Comparator Cohorts', 'Incidence Rates of IS Among the HRV Cohort and Comparator Cohorts']",[],[],[],[],[],[],[],[],[],[],['Sponsor'],"['January 25, 2019']",['Actual'],"['October 30, 2017']","['August 2, 2018']",[],[],['Non-Probability Sample']
0,48,['NCT03199846'],['Distribution of treatment patterns for advanced melanoma patients'],[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Non-Probability Sample']
0,49,['NCT04587245'],"['Change in monthly income of healthcare Providers from baseline to 6, 9 and 12 months after the beginning of the COVID-related events']",[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Non-Probability Sample']
0,50,['NCT02773979'],"['The number of serious adverse events (SAEs) related to study product.', 'The number of solicited local adverse events (AEs)', 'The number of solicited systemic adverse events(AEs)', 'The number of unsolicited adverse events (AEs) related to study product', 'The severity of solicited local adverse events (AEs) as assessed by grading scales', 'The severity of solicited systemic adverse event (AEs) as assessed by grading scales', 'The severity of unsolicited AEs related to study product as assessed by grading scales.']",[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],[]
0,51,['NCT03274726'],['Iron Deficiency'],[],"['Gupta PM, Hamner HC, Suchdev PS, Flores-Ayala R, Mei Z. Iron status of toddlers, nonpregnant females, and pregnant females in the United States. Am J Clin Nutr. 2017 Dec;106(Suppl 6):1640S-1646S. doi: 10.3945/ajcn.117.155978. Epub 2017 Oct 25. Review.']",['29070559'],['derived'],[],['Centers for Disease Control and Prevention'],['Priya Gupta'],['ORISE Fellow'],[],[],['Principal Investigator'],[],[],[],[],[],[],['Probability Sample']
0,52,['NCT01283828'],['Prevalence of C sordellii or C perfringens carriage in the rectum/vagina'],[],"['Chong E, Winikoff B, Charles D, Agnew K, Prentice JL, Limbago BM, Platais I, Louie K, Jones HE, Shannon C; NCT01283828 Study Team. Vaginal and Rectal Clostridium sordellii and Clostridium perfringens Presence Among Women in the United States. Obstet Gynecol. 2016 Feb;127(2):360-8. doi: 10.1097/AOG.0000000000001239.']",['26942366'],['derived'],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Non-Probability Sample']
0,53,['NCT04191824'],['Change in systolic blood pressure from baseline to 3 months'],[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],[]
0,54,['NCT03197688'],['Estimation of incidence rates of adverse events'],[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Non-Probability Sample']
0,55,['NCT02813577'],"['Number of Participants With Freedom From the Following: All-cause Peri-operative Death at 30 Days, Index Limb Amputation Within 1 Year, Index Limb Re-intervention Within 1 Year, and Index-limb-Related Death Within 1 Year Post Index Procedure', 'Effectiveness: Number of Participants With Primary Patency of the Target Lesion at 12 Month Post Index Procedure.']",[],[],[],[],[],[],[],[],[],[],['Sponsor'],"['April 24, 2020']",['Actual'],"['April 10, 2020']","['April 10, 2020']",[],[],[]
0,56,['NCT00666380'],"['Number of solicited adverse events', 'Number of unsolicited adverse events', 'Number of serious adverse events']",['Walter Reed Army Institute of Research'],"['Bashir IM, Otsyula N, Awinda G, Spring M, Schneider P, Waitumbi JN. Comparison of PfHRP-2/pLDH ELISA, qPCR and microscopy for the detection of plasmodium events and prediction of sick visits during a malaria vaccine study. PLoS One. 2013;8(3):e56828. doi: 10.1371/journal.pone.0056828. Epub 2013 Mar 15.', 'Otsyula N, Angov E, Bergmann-Leitner E, Koech M, Khan F, Bennett J, Otieno L, Cummings J, Andagalu B, Tosh D, Waitumbi J, Richie N, Shi M, Miller L, Otieno W, Otieno GA, Ware L, House B, Godeaux O, Dubois MC, Ogutu B, Ballou WR, Soisson L, Diggs C, Cohen J, Polhemus M, Heppner DG Jr, Ockenhouse CF, Spring MD. Results from tandem Phase 1 studies evaluating the safety, reactogenicity and immunogenicity of the vaccine candidate antigen Plasmodium falciparum FVO merozoite surface protein-1 (MSP1(42)) administered intramuscularly with adjuvant system AS01. Malar J. 2013 Jan 23;12:29. doi: 10.1186/1475-2875-12-29.']","['23554856', '23342996']","['derived', 'derived']",[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],[]
0,57,['NCT01287247'],['Determination of injection patterns and techniques'],[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Probability Sample']
0,58,['NCT04163341'],"['Feasibility of recruitment', 'Client acceptability', 'Fidelity']",[],[],[],[],[],['University of Alabama at Birmingham'],"['Michael J Mugavero, MD']",['Professor'],[],[],['Sponsor-Investigator'],[],[],[],[],[],[],[]
0,59,['NCT02987335'],"['Plasma insulin', 'C-peptide', 'Glucagon', 'Growth Hormone']",[],[],[],[],[],['Albert Einstein College of Medicine'],['Meredith Hawkins'],['Professor of Medicine'],[],[],['Principal Investigator'],[],[],[],[],[],[],['Non-Probability Sample']
0,60,['NCT02867722'],['Number of patients with reduction in the number of actinic keratoses after daylight PDT treatment'],[],[],[],[],[],"[""Brigham and Women's Hospital""]",['Emily Stamell Ruiz'],['Physician'],[],[],['Principal Investigator'],[],[],[],[],[],[],[]
0,61,['NCT03276637'],"[""Change in military healthcare providers' genomic knowledge"", ""Change in active-duty Airmen's perceptions of military health system integration of genomic data on career status"", 'Genomic sequencing findings', 'Change in military healthcare utilization subsequent to introduction of genomic medicine']",[],"['McMorrow D. The $100 genome: implications for the DoD. Technical Report. McLean, Virginia: The MITRE Corporation; 2010.', 'De Castro M, Biesecker LG, Turner C, et al. Genomic medicine in the military. Genomic Medicine 2016;Epub ahead of print.', 'Collins FS, Guttmacher AE. Genetics moves into the medical mainstream. JAMA. 2001 Nov 14;286(18):2322-4.', 'Collins FS, Green ED, Guttmacher AE, Guyer MS; US National Human Genome Research Institute. A vision for the future of genomics research. Nature. 2003 Apr 24;422(6934):835-47. Epub 2003 Apr 14.', 'McCarthy JJ, McLeod HL, Ginsburg GS. Genomic medicine: a decade of successes, challenges, and opportunities. Sci Transl Med. 2013 Jun 12;5(189):189sr4. doi: 10.1126/scitranslmed.3005785. Review.', 'Green RC, Rehm HL, Kohane IS. Clinical genome sequencing. In: Ginsburg GS, Willard HF, eds. Genomic and Personalized Medicine. 2nd ed. San Diego: Academic Press; 2013:102-22.', 'Christensen KD, Vassy JL, Jamal L, Lehmann LS, Slashinski MJ, Perry DL, Robinson JO, Blumenthal-Barby J, Feuerman LZ, Murray MF, Green RC, McGuire AL; MedSeq Project Team. Are physicians prepared for whole genome sequencing? a qualitative analysis. Clin Genet. 2016 Feb;89(2):228-34. doi: 10.1111/cge.12626. Epub 2015 Jul 7.', ""Vassy JL, Christensen KD, Slashinski MJ, Lautenbach DM, Raghavan S, Robinson JO, Blumenthal-Barby J, Feuerman LZ, Lehmann LS, Murray MF, Green RC, McGuire AL. 'Someday it will be the norm': physician perspectives on the utility of genome sequencing for patient care in the MedSeq Project. Per Med. 2015;12(1):23-32."", 'Vassy JL, Lautenbach DM, McLaughlin HM, Kong SW, Christensen KD, Krier J, Kohane IS, Feuerman LZ, Blumenthal-Barby J, Roberts JS, Lehmann LS, Ho CY, Ubel PA, MacRae CA, Seidman CE, Murray MF, McGuire AL, Rehm HL, Green RC; MedSeq Project. The MedSeq Project: a randomized trial of integrating whole genome sequencing into clinical medicine. Trials. 2014 Mar 20;15:85. doi: 10.1186/1745-6215-15-85.', 'Johnston JJ, Lewis KL, Ng D, Singh LN, Wynter J, Brewer C, Brooks BP, Brownell I, Candotti F, Gonsalves SG, Hart SP, Kong HH, Rother KI, Sokolic R, Solomon BD, Zein WM, Cooper DN, Stenson PD, Mullikin JC, Biesecker LG. Individualized iterative phenotyping for genome-wide analysis of loss-of-function mutations. Am J Hum Genet. 2015 Jun 4;96(6):913-25. doi: 10.1016/j.ajhg.2015.04.013.', 'Green RC, Lautenbach D, McGuire AL. GINA, genetic discrimination, and genomic medicine. N Engl J Med. 2015 Jan 29;372(5):397-9. doi: 10.1056/NEJMp1404776.', ""Robinson JO, Carroll TM, Feuerman LZ, Perry DL, Hoffman-Andrews L, Walsh RC, Christensen KD, Green RC, McGuire AL; MedSeq Project Team. Participants and Study Decliners' Perspectives About the Risks of Participating in a Clinical Trial of Whole Genome Sequencing. J Empir Res Hum Res Ethics. 2016 Feb;11(1):21-30. doi: 10.1177/1556264615624078. Epub 2016 Feb 28."", 'Vassy JL, McLaughlin HM, MacRae CA, Seidman CE, Lautenbach D, Krier JB, Lane WJ, Kohane IS, Murray MF, McGuire AL, Rehm HL, Green RC. A one-page summary report of genome sequencing for the healthy adult. Public Health Genomics. 2015;18(2):123-9. doi: 10.1159/000370102. Epub 2015 Jan 21. Erratum in: Public Health Genomics. 2015 Apr;18(3):191. McLaughlin, Heather L [corrected to McLaughlin, Heather M].', 'Krier J, McLaughlin HM, Lane WJ, et al. The return of pharmacogenomic variants in the MedSeq Project: reporting approach and physician response. Annual Meeting of the American Society of Human Genetics. Boston, MA2013', 'Lane WJ, Westhoff CM, Uy JM, Aguad M, Smeland-Wagman R, Kaufman RM, Rehm HL, Green RC, Silberstein LE; MedSeq Project. Comprehensive red blood cell and platelet antigen prediction from whole genome sequencing: proof of principle. Transfusion. 2016 Mar;56(3):743-54. doi: 10.1111/trf.13416. Epub 2015 Dec 3.', 'Giovanni MA, Krier J, Vassy JL, Lautenbach DM, Green RC, Murray MF. A brief curriculum for physician orientation to clinical whole genome sequencing. American Society of Human Genetics Annual Meeting. Boston, MA2013.', 'Krier JB, Blout CB, D L, et al. Communication and management of genomic sequencing results by non-geneticist physicians. American Society of Human Genetics; 2015; Baltimore, MD.', 'Green RC, Goddard KAB, Jarvik GP, Amendola LM, Appelbaum PS, Berg JS, Bernhardt BA, Biesecker LG, Biswas S, Blout CL, Bowling KM, Brothers KB, Burke W, Caga-Anan CF, Chinnaiyan AM, Chung WK, Clayton EW, Cooper GM, East K, Evans JP, Fullerton SM, Garraway LA, Garrett JR, Gray SW, Henderson GE, Hindorff LA, Holm IA, Lewis MH, Hutter CM, Janne PA, Joffe S, Kaufman D, Knoppers BM, Koenig BA, Krantz ID, Manolio TA, McCullough L, McEwen J, McGuire A, Muzny D, Myers RM, Nickerson DA, Ou J, Parsons DW, Petersen GM, Plon SE, Rehm HL, Roberts JS, Robinson D, Salama JS, Scollon S, Sharp RR, Shirts B, Spinner NB, Tabor HK, Tarczy-Hornoch P, Veenstra DL, Wagle N, Weck K, Wilfond BS, Wilhelmsen K, Wolf SM, Wynn J, Yu JH; CSER Consortium. Clinical Sequencing Exploratory Research Consortium: Accelerating Evidence-Based Practice of Genomic Medicine. Am J Hum Genet. 2016 Jun 2;98(6):1051-1066. doi: 10.1016/j.ajhg.2016.04.011. Epub 2016 May 12. Erratum in: Am J Hum Genet. 2016 Jul 7;99(1):246.', 'Berg JS, Agrawal PB, Bailey DB Jr, Beggs AH, Brenner SE, Brower AM, Cakici JA, Ceyhan-Birsoy O, Chan K, Chen F, Currier RJ, Dukhovny D, Green RC, Harris-Wai J, Holm IA, Iglesias B, Joseph G, Kingsmore SF, Koenig BA, Kwok PY, Lantos J, Leeder SJ, Lewis MA, McGuire AL, Milko LV, Mooney SD, Parad RB, Pereira S, Petrikin J, Powell BC, Powell CM, Puck JM, Rehm HL, Risch N, Roche M, Shieh JT, Veeraraghavan N, Watson MS, Willig L, Yu TW, Urv T, Wise AL. Newborn Sequencing in Genomic Medicine and Public Health. Pediatrics. 2017 Feb;139(2). pii: e20162252. doi: 10.1542/peds.2016-2252. Epub 2017 Jan 17.', 'Kaphingst KA, Facio FM, Cheng MR, Brooks S, Eidem H, Linn A, Biesecker BB, Biesecker LG. Effects of informed consent for individual genome sequencing on relevant knowledge. Clin Genet. 2012 Nov;82(5):408-15. doi: 10.1111/j.1399-0004.2012.01909.x. Epub 2012 Aug 7.', 'Bowling BV, Acra EE, Wang L, Myers MF, Dean GE, Markle GC, Moskalik CL, Huether CA. Development and evaluation of a genetics literacy assessment instrument for undergraduates. Genetics. 2008 Jan;178(1):15-22. doi: 10.1534/genetics.107.079533.', ""Gray SW, Hicks-Courant K, Cronin A, Rollins BJ, Weeks JC. Physicians' attitudes about multiplex tumor genomic testing. J Clin Oncol. 2014 May 1;32(13):1317-23. doi: 10.1200/JCO.2013.52.4298. Epub 2014 Mar 24."", 'Selim AJ, Rogers W, Qian SX, Brazier J, Kazis LE. A preference-based measure of health: the VR-6D derived from the veterans RAND 12-Item Health Survey. Qual Life Res. 2011 Oct;20(8):1337-47. doi: 10.1007/s11136-011-9866-y. Epub 2011 Feb 19.']","['11710899', '12695777', '23761042', '26080898', '25642274', '24645908', '26046366', '25629736', '26928896', '25612602', '26634332', '27181682', '28096516', '22694298', '18202354', '24663044', '21336657']","['background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background']",[],"[""Brigham and Women's Hospital""]","['Robert C. Green, MD, MPH']","['Associate Professor of Medicine, Division of Genetics, Department of Medicine']",[],[],['Principal Investigator'],[],[],[],[],[],[],[]
0,62,['NCT03192891'],"['Mortality', 'AMI', 'Late coronary revascularization']",[],"['Antiochos P, Ge Y, Steel K, Bingham S, Abdullah S, Mikolich JR, Arai AE, Bandettini WP, Patel AR, Farzaneh-Far A, Heitner JF, Shenoy C, Leung SW, Gonzalez JA, Shah DJ, Raman SV, Ferrari VA, Schulz-Menger J, Stuber M, Simonetti OP, Kwong RY; SPINS Study Investigators. Imaging of Clinically Unrecognized Myocardial Fibrosis in Patients With Suspected Coronary Artery Disease. J Am Coll Cardiol. 2020 Aug 25;76(8):945-957. doi: 10.1016/j.jacc.2020.06.063.', 'Ge Y, Antiochos P, Steel K, Bingham S, Abdullah S, Chen YY, Mikolich JR, Arai AE, Bandettini WP, Shanbhag SM, Patel AR, Farzaneh-Far A, Heitner JF, Shenoy C, Leung SW, Gonzalez JA, Shah DJ, Raman SV, Ferrari VA, Schulz-Menger J, Stuber M, Simonetti OP, Kwong RY. Prognostic Value of Stress CMR Perfusion Imaging in Patients With Reduced Left Ventricular Function. JACC Cardiovasc Imaging. 2020 Oct;13(10):2132-2145. doi: 10.1016/j.jcmg.2020.05.034. Epub 2020 Aug 5.', 'Ge Y, Pandya A, Steel K, Bingham S, Jerosch-Herold M, Chen YY, Mikolich JR, Arai AE, Bandettini WP, Patel AR, Farzaneh-Far A, Heitner JF, Shenoy C, Leung SW, Gonzalez JA, Shah DJ, Raman SV, Ferrari VA, Schulz-Menger J, Hachamovitch R, Stuber M, Simonetti OP, Kwong RY. Cost-Effectiveness Analysis of Stress Cardiovascular Magnetic Resonance Imaging for Stable Chest Pain Syndromes. JACC Cardiovasc Imaging. 2020 Jul;13(7):1505-1517. doi: 10.1016/j.jcmg.2020.02.029. Epub 2020 May 13.', 'Kwong RY, Ge Y, Steel K, Bingham S, Abdullah S, Fujikura K, Wang W, Pandya A, Chen YY, Mikolich JR, Boland S, Arai AE, Bandettini WP, Shanbhag SM, Patel AR, Narang A, Farzaneh-Far A, Romer B, Heitner JF, Ho JY, Singh J, Shenoy C, Hughes A, Leung SW, Marji M, Gonzalez JA, Mehta S, Shah DJ, Debs D, Raman SV, Guha A, Ferrari VA, Schulz-Menger J, Hachamovitch R, Stuber M, Simonetti OP. Cardiac Magnetic Resonance Stress Perfusion Imaging for Evaluation of Patients With Chest Pain. J Am Coll Cardiol. 2019 Oct 8;74(14):1741-1755. doi: 10.1016/j.jacc.2019.07.074.']","['32819469', '32771575', '32417337', '31582133']","['derived', 'derived', 'derived', 'derived']",[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Non-Probability Sample']
