,Rank,NCTId,OtherEventSourceVocabulary,OtherEventStatsGroupId,OtherEventStatsNumAffected,OtherEventStatsNumAtRisk,OtherEventStatsNumEvents,OtherEventTerm,OtherOutcomeDescription,OtherOutcomeMeasure,OtherOutcomeTimeFrame,OutcomeAnalysisCILowerLimit,OutcomeAnalysisCILowerLimitComment,OutcomeAnalysisCINumSides,OutcomeAnalysisCIPctValue,OutcomeAnalysisCIUpperLimit,OutcomeAnalysisCIUpperLimitComment,OutcomeAnalysisDispersionType,OutcomeAnalysisDispersionValue,OutcomeAnalysisEstimateComment,OutcomeAnalysisGroupId
0,728,['NCT01847846'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,729,['NCT01835769'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,730,['NCT01835366'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,731,['NCT01827488'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,732,['NCT01820741'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,733,['NCT01801995'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,734,['NCT01801241'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,735,['NCT01795807'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,736,['NCT01795118'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,737,['NCT01792869'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,738,['NCT01790867'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,739,['NCT01787981'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,740,['NCT01777880'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,741,['NCT01773941'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,742,['NCT01773265'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,743,['NCT01747265'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,744,['NCT01738230'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,745,['NCT01738165'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,746,['NCT01733264'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,747,['NCT01733251'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,748,['NCT01724541'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,749,['NCT01721122'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,750,['NCT01715454'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,751,['NCT01700764'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,752,['NCT01697813'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,753,['NCT01697774'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,754,['NCT01674400'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,755,['NCT01670006'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,756,['NCT01662479'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,757,['NCT01660113'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,758,['NCT01658189'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,759,['NCT01652846'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,760,['NCT01643200'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,761,['NCT01640795'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,762,['NCT01630707'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,763,['NCT01629836'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,764,['NCT01627405'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,765,['NCT01614925'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,766,['NCT01613742'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,767,['NCT01610505'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,768,['NCT01610349'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,769,['NCT01607606'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,770,['NCT01604967'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,771,['NCT01597271'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,772,['NCT01591369'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,773,['NCT01582386'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,774,['NCT01575210'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,775,['NCT01564589'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,776,['NCT01560156'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,777,['NCT01558609'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,778,['NCT01556750'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,779,['NCT01546831'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,780,['NCT01546584'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,781,['NCT01533831'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,782,['NCT01533103'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,783,['NCT01532752'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,784,['NCT01532440'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,785,['NCT01524263'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,786,['NCT01515618'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,787,['NCT01513512'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,788,['NCT01499030'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,789,['NCT01494376'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,790,['NCT01480570'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,791,['NCT01476826'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,792,['NCT01473134'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,793,['NCT01470079'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,794,['NCT01464580'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,795,['NCT01463618'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,796,['NCT01462955'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,797,['NCT01450540'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,798,['NCT01443299'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,799,['NCT01443286'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,800,['NCT01442389'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,801,['NCT01436669'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,802,['NCT01436461'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,803,['NCT01414491'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,804,['NCT01414270'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,805,['NCT01412112'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,806,['NCT01408017'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,807,['NCT01403584'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,808,['NCT01392261'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,809,['NCT01379794'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,810,['NCT01374243'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,811,['NCT01370785'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,812,['NCT01367171'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,813,['NCT01365689'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,814,['NCT01358682'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,815,['NCT01336868'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,816,['NCT01313351'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,817,['NCT01313195'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,818,['NCT01311726'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,819,['NCT01307709'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,820,['NCT01297751'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,821,['NCT01286792'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,822,['NCT01258400'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,823,['NCT01246115'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,824,['NCT01240733'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,825,['NCT01239576'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,826,['NCT01234480'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,827,['NCT01230398'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,828,['NCT01201889'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,829,['NCT01194752'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,830,['NCT01194739'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,831,['NCT01194726'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,832,['NCT01183195'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,833,['NCT01180257'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,834,['NCT01171066'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,835,['NCT01166607'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,836,['NCT01164527'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,837,['NCT01158963'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,838,['NCT01150227'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,839,['NCT01148251'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,840,['NCT01147094'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,841,['NCT01145651'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,842,['NCT01145378'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,843,['NCT01143116'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,844,['NCT01140919'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,845,['NCT01127347'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,846,['NCT01112475'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,847,['NCT01108822'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,848,['NCT01106222'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,849,['NCT01103869'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,850,['NCT01100983'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,851,['NCT01098682'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,852,['NCT01097824'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,853,['NCT01092871'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,854,['NCT01077141'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,855,['NCT01070992'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,856,['NCT01067040'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,857,['NCT01062464'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,858,['NCT01062412'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,859,['NCT01062217'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,860,['NCT01057134'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,861,['NCT01043497'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,862,['NCT01039064'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,863,['NCT01037439'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,864,['NCT01030588'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,865,['NCT01029028'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,866,['NCT01022554'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,867,['NCT01016236'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,868,['NCT01008202'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,869,['NCT01000454'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,870,['NCT00993772'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,871,['NCT00990483'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,872,['NCT00990210'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,873,['NCT00986908'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,874,['NCT00981188'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,875,['NCT00979498'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,876,['NCT00979030'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,877,['NCT00969748'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,878,['NCT00968474'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,879,['NCT00961519'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,880,['NCT00960947'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,881,['NCT00957632'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,882,['NCT00957138'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,883,['NCT00956618'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,884,['NCT00955331'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,885,['NCT00946075'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,886,['NCT00944411'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,887,['NCT00942942'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,888,['NCT00935974'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,889,['NCT00932789'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,890,['NCT00924716'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,891,['NCT00911040'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,892,['NCT00906958'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,893,['NCT00906815'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,894,['NCT00906009'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,895,['NCT00905749'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,896,['NCT00903058'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,897,['NCT00901667'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,898,['NCT00900705'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,899,['NCT00889746'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,900,['NCT00878982'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,901,['NCT00877916'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,902,['NCT00865930'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,903,['NCT00865735'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,904,['NCT00863486'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,905,['NCT00863447'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,906,['NCT00858091'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,907,['NCT00850434'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,908,['NCT00850109'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,909,['NCT00846820'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,910,['NCT00843752'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,911,['NCT00840619'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,912,['NCT00824018'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,913,['NCT00821769'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,914,['NCT00820040'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,915,['NCT00819130'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,916,['NCT00818922'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,917,['NCT00810498'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,918,['NCT00810459'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,919,['NCT00809406'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,920,['NCT00806052'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,921,['NCT00802750'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,922,['NCT00800891'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,923,['NCT00799981'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,924,['NCT00794534'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,925,['NCT00791414'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,926,['NCT00790621'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,927,['NCT00789334'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,928,['NCT00788450'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,929,['NCT00788437'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,930,['NCT00782119'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,931,['NCT00781651'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,932,['NCT00781222'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,933,['NCT00780065'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,934,['NCT00779623'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,935,['NCT00777283'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,936,['NCT00776893'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,937,['NCT00776815'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,938,['NCT00776152'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,939,['NCT00773903'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,940,['NCT00773721'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,941,['NCT00769340'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,942,['NCT00767910'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,943,['NCT00766727'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,944,['NCT00764491'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,945,['NCT00764452'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,946,['NCT00760643'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,947,['NCT00759694'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,948,['NCT00758979'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,949,['NCT00758875'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,950,['NCT00758095'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,951,['NCT00756496'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,952,['NCT00754598'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,953,['NCT00748917'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,954,['NCT00748033'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,955,['NCT00747266'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,956,['NCT00739245'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,957,['NCT00732264'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,958,['NCT00732134'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,959,['NCT00728702'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,960,['NCT00727805'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,961,['NCT00727688'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,962,['NCT00726297'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,963,['NCT00726024'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,964,['NCT00725816'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,965,['NCT00725699'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,966,['NCT00716313'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,967,['NCT00690742'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,968,['NCT00681057'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,969,['NCT00680251'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,970,['NCT00678808'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,971,['NCT00676546'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,972,['NCT00676078'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,973,['NCT00670137'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,974,['NCT00660556'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,975,['NCT00659139'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,976,['NCT00653211'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,977,['NCT00639340'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,978,['NCT00630526'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,979,['NCT00617630'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,980,['NCT00617162'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,981,['NCT00616226'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,982,['NCT00615342'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,983,['NCT00608647'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,984,['NCT00597571'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,985,['NCT00591513'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,986,['NCT00589069'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,987,['NCT00588601'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,988,['NCT00587613'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,989,['NCT00587509'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,990,['NCT00586456'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
