,NCTId,HealthyVolunteers
3491,NCT00256789,No
3490,NCT01648140,No
3489,NCT00184054,No
3488,NCT03201159,No
3487,NCT01482962,No
3486,NCT01215721,No
8126,NCT01017523,No
3484,NCT00487760,No
3483,NCT00359411,No
3481,NCT02341950,No
3480,NCT00506597,No
3479,NCT00308958,No
8128,NCT01460940,No
3450,NCT00675584,No
3447,NCT03217201,No
3395,NCT03643783,No
3407,NCT01058148,No
3418,NCT02180139,No
8146,NCT00004084,No
3416,NCT00187018,No
3415,NCT01440634,No
3414,NCT00485251,No
8148,NCT03168529,No
8149,NCT00017199,No
8150,NCT00568308,No
3410,NCT02861898,No
3409,NCT02465463,No
3406,NCT01923389,No
3446,NCT00358761,No
3405,NCT03022929,No
8152,NCT01812005,No
3403,NCT00678132,No
8153,NCT03097016,No
3401,NCT00646451,No
3400,NCT01817660,No
3399,NCT01740596,No
3398,NCT03974061,No
8154,NCT00738920,No
3396,NCT01597596,No
8145,NCT01141049,No
3420,NCT00339235,No
8144,NCT02140775,No
3422,NCT02607124,No
3445,NCT01764685,No
3444,NCT03027440,No
3443,NCT01787812,No
3441,NCT03184792,No
8137,NCT00760812,No
3439,NCT01128764,No
3438,NCT03177941,No
3437,NCT03723655,No
3436,NCT02775461,No
8138,NCT01184755,No
8139,NCT03711500,No
3433,NCT03225131,No
8140,NCT03205709,No
3431,NCT01938222,No
8141,NCT04212351,No
3429,NCT01880034,No
3428,NCT01852955,No
8143,NCT03246113,No
3425,NCT03329001,No
3424,NCT03338257,No
3423,NCT01613833,No
3736,NCT02391948,No
3739,NCT04545320,No
7926,NCT00265850,No
4028,NCT03340012,No
4039,NCT01192178,No
7956,NCT01099449,No
4037,NCT00039741,No
4036,NCT04530032,No
4035,NCT00555217,No
7957,NCT03527186,No
4033,NCT00004342,No
4031,NCT02588651,No
4030,NCT03603496,No
4029,NCT00101712,No
4027,NCT01890798,No
4041,NCT03117998,No
4025,NCT02564653,No
4024,NCT00356915,No
4023,NCT00138593,No
4022,NCT00819169,No
4021,NCT04567511,No
4020,NCT01016483,No
4019,NCT02293655,No
4018,NCT00237926,No
7960,NCT00075686,No
7961,NCT00689728,No
4040,NCT02005445,No
4043,NCT00554359,No
3962,NCT03464188,No
4056,NCT01682746,No
4066,NCT00683553,No
4065,NCT01714323,No
7950,NCT00081250,No
4063,NCT00180479,No
4062,NCT02230332,No
4061,NCT00835120,No
7951,NCT00531817,No
4059,NCT01587638,No
7952,NCT00124618,No
4057,NCT00272363,No
4055,NCT01816633,No
4044,NCT02757937,No
4054,NCT03196375,No
4053,NCT00031447,No
4052,NCT02730819,No
4051,NCT00257907,No
7953,NCT00079118,No
4049,NCT03031457,No
4048,NCT00235729,No
4047,NCT03504826,No
4046,NCT00005159,No
7954,NCT00316836,No
7962,NCT00016406,No
4014,NCT01590888,No
4013,NCT02167022,No
3975,NCT02813187,No
7972,NCT00087399,No
7973,NCT00085501,No
3983,NCT01956669,No
7974,NCT01641809,No
7975,NCT01515800,No
3980,NCT00644332,No
7976,NCT00880191,No
3978,NCT02322554,No
3977,NCT02467998,No
3976,NCT02813161,No
7977,NCT00776100,No
4012,NCT01390909,No
3973,NCT00249782,No
7978,NCT00268489,No
7979,NCT00217620,No
7980,NCT00775645,No
3969,NCT01177176,No
7981,NCT00124579,No
3967,NCT00032890,No
3966,NCT03344458,No
3965,NCT03254199,No
3964,NCT00866788,No
3986,NCT01282008,No
3988,NCT04324359,No
3989,NCT01953588,No
7970,NCT01385137,No
4011,NCT04040881,No
4010,NCT02781727,No
4009,NCT00005278,No
4008,NCT02061579,No
7963,NCT00874211,No
4006,NCT03032770,No
4005,NCT04435873,No
7964,NCT00040937,No
7965,NCT02865187,No
7966,NCT00088764,No
4001,NCT03110354,No
4000,NCT01154101,No
3999,NCT04434313,No
7967,NCT01124695,No
3997,NCT01850082,No
3996,NCT01431183,No
3995,NCT02262806,No
3994,NCT01196429,No
3993,NCT03683394,No
7968,NCT00450281,No
3991,NCT00005131,No
4067,NCT00761813,No
7949,NCT00489411,No
4069,NCT01598597,No
4134,NCT02961751,No
4145,NCT00135798,No
4144,NCT01110200,No
7930,NCT00008385,No
4142,NCT00075283,No
7931,NCT00053898,No
4140,NCT02354482,No
4139,NCT00364026,No
4138,NCT04514653,No
4136,NCT03400514,No
7933,NCT03984747,No
4133,NCT04554966,No
7938,NCT00869206,No
7934,NCT00382070,No
4131,NCT04336579,No
4130,NCT03777020,No
4129,NCT00385697,No
4128,NCT03481894,No
4127,NCT04422873,No
7936,NCT01011478,No
4124,NCT01523977,No
7937,NCT00041119,No
4122,NCT00856856,No
4146,NCT04000971,No
4147,NCT02923193,No
4148,NCT03055858,No
4149,NCT04477304,No
7927,NCT00134056,No
4169,NCT03180723,No
4168,NCT01336764,No
4167,NCT00134979,No
4166,NCT03401385,No
4165,NCT01928953,No
4164,NCT03499860,No
4163,NCT01166919,No
4162,NCT00979238,No
7928,NCT02331368,No
4160,NCT00100581,No
4159,NCT00703846,No
7929,NCT00075946,No
4157,NCT00005007,No
4156,NCT01694849,No
4155,NCT02299726,No
4154,NCT00857376,No
4153,NCT00974259,No
4152,NCT00407147,No
4151,NCT02664610,No
4150,NCT00000861,No
4121,NCT01816516,No
4119,NCT03314129,No
7948,NCT01009918,No
4082,NCT00071266,No
4092,NCT02807454,No
4091,NCT02669420,No
4090,NCT00000411,No
7944,NCT00365105,No
4088,NCT03702920,No
4087,NCT00472303,No
4086,NCT04604418,No
4085,NCT00945906,No
4084,NCT00000641,No
7945,NCT01439945,No
4081,NCT00527345,No
4118,NCT00235300,No
7946,NCT01376349,No
4079,NCT00837434,No
4078,NCT03937960,No
4077,NCT01871506,No
4076,NCT01295229,No
4075,NCT04259632,No
4074,NCT01321346,No
4073,NCT00359723,No
4072,NCT01127282,No
7947,NCT01091454,No
4093,NCT02113475,No
4094,NCT03422276,No
7943,NCT00087178,No
4096,NCT00000720,No
4117,NCT01271023,No
4116,NCT02236598,No
7939,NCT03360799,No
4114,NCT02840877,No
7940,NCT00058357,No
4112,NCT03606655,No
7941,NCT00110084,No
4110,NCT04009291,No
4109,NCT04131296,No
4108,NCT00691587,No
4107,NCT02804750,No
4106,NCT00117689,No
4105,NCT01537367,No
7942,NCT00040885,No
4103,NCT01353677,No
4102,NCT03892889,No
4101,NCT03870334,No
4100,NCT02616640,No
4099,NCT02512926,No
4098,NCT02887183,No
4097,NCT01889797,No
7982,NCT00096031,No
3961,NCT03260920,No
3740,NCT02253550,No
3810,NCT00094107,No
3820,NCT00481143,No
3819,NCT00725101,No
3818,NCT01352676,No
3817,NCT01273896,No
3816,NCT00106431,No
3815,NCT00001163,No
3814,NCT03407625,No
3813,NCT00125138,No
3812,NCT01264887,No
3811,NCT01823341,No
3809,NCT03125460,No
8022,NCT02160847,No
3808,NCT00034294,No
3807,NCT00551200,No
3806,NCT00578812,No
3805,NCT02378740,No
3804,NCT04482699,No
3803,NCT03553576,No
3802,NCT00005175,No
3801,NCT01476423,No
3800,NCT01313130,No
3799,NCT00332852,No
3821,NCT00796419,No
3823,NCT01894087,No
7983,NCT00113399,No
3838,NCT00637689,No
8016,NCT02293824,No
3847,NCT00000172,No
3846,NCT00078598,No
3845,NCT01261767,No
3844,NCT00324571,No
3843,NCT03500159,No
8017,NCT01695291,No
3841,NCT04436198,No
3840,NCT02750930,No
3839,NCT01234766,No
3837,NCT01814722,No
8021,NCT04387734,No
8018,NCT04075877,No
3835,NCT03422510,No
3834,NCT02519777,No
3833,NCT00099957,No
3832,NCT01200680,No
3831,NCT00325754,No
3830,NCT01123577,No
3828,NCT00002120,No
3827,NCT01629095,No
3825,NCT04408794,No
3798,NCT02096432,No
3797,NCT02479620,No
3796,NCT01063959,No
3755,NCT00724906,No
3765,NCT01338506,No
8035,NCT01112709,No
3763,NCT01685034,No
3762,NCT03935828,No
8036,NCT01505257,No
3760,NCT04082338,No
3759,NCT03966755,No
3758,NCT03421626,No
3757,NCT00219557,No
3756,NCT01404910,No
3752,NCT00517166,No
3795,NCT01899976,No
3751,NCT03418870,No
3750,NCT00166088,No
8040,NCT02994654,No
3747,NCT00860886,No
3746,NCT02987257,No
3745,NCT03588741,No
3744,NCT00330369,No
8041,NCT02836990,No
8042,NCT01109576,No
8043,NCT01337232,No
3766,NCT03976869,No
8034,NCT01048619,No
8033,NCT03625570,No
3770,NCT04538495,No
8023,NCT00742781,No
3793,NCT00028353,No
8024,NCT03343106,No
3791,NCT00069446,No
3789,NCT01591681,No
3787,NCT01547351,No
3786,NCT00097071,No
8027,NCT01515072,No
3784,NCT01713777,No
8028,NCT01614353,No
3782,NCT03969329,No
3781,NCT02392078,No
3780,NCT00094055,No
3778,NCT00485836,No
3777,NCT00486018,No
3776,NCT00087529,No
3775,NCT03636477,No
3774,NCT04023357,No
3773,NCT00454779,No
8030,NCT02593474,No
8031,NCT02255474,No
8015,NCT00004048,No
3850,NCT04394234,No
3851,NCT00094094,No
3921,NCT01589692,No
3932,NCT00250575,No
3931,NCT00507936,No
3929,NCT00418938,No
7991,NCT00872989,No
3927,NCT03354663,No
3926,NCT00453362,No
3925,NCT04387305,No
7992,NCT00369785,No
3923,NCT00107666,No
3922,NCT00926796,No
3920,NCT00389779,No
3908,NCT00880178,No
3919,NCT03343795,No
3918,NCT00040027,No
7993,NCT00121186,No
3916,NCT00122187,No
3915,NCT00972283,No
7994,NCT03537729,No
3913,NCT02583178,No
3912,NCT00398528,No
7995,NCT01686087,No
3910,NCT02797431,No
3933,NCT00000980,No
3934,NCT00609323,No
3936,NCT00039962,No
7988,NCT01980979,No
3959,NCT00005014,No
3958,NCT02059564,No
3957,NCT02045043,No
3956,NCT00982644,No
3955,NCT02720510,No
3954,NCT00007631,No
7984,NCT02940301,No
3952,NCT00102466,No
3951,NCT03278626,No
7985,NCT02760030,No
3949,NCT04243343,No
3948,NCT01058421,No
3947,NCT02996877,No
3946,NCT03259373,No
3945,NCT00121979,No
3944,NCT03106233,No
7986,NCT00748098,No
3942,NCT00593983,No
3941,NCT03060538,No
3939,NCT00157755,No
3938,NCT02389855,No
7996,NCT01058395,No
7997,NCT02132650,No
3852,NCT04588662,No
8008,NCT03701711,No
3877,NCT02173379,No
3875,NCT00081900,No
3874,NCT03925337,No
3872,NCT01751451,No
3871,NCT00351767,No
3870,NCT01486264,No
3869,NCT01754064,No
3868,NCT01904604,No
3867,NCT00005137,No
3866,NCT04504734,No
8009,NCT04026295,No
3905,NCT01206166,No
8010,NCT03736382,No
8011,NCT03896165,No
3861,NCT00443443,No
3860,NCT02802306,No
3859,NCT01745887,No
3858,NCT02595073,No
3857,NCT00007592,No
3856,NCT00747734,No
8012,NCT02912078,No
8013,NCT02193984,No
8005,NCT01431573,No
3879,NCT00312364,No
8004,NCT01437852,No
3882,NCT02820519,No
3904,NCT01013324,No
3903,NCT00318643,No
3902,NCT02213198,No
3901,NCT02233855,No
3900,NCT03305016,No
3899,NCT02312050,No
3898,NCT01117974,No
3897,NCT04142723,No
3896,NCT00523978,No
7999,NCT01177137,No
8000,NCT04498975,No
3893,NCT04589819,No
8001,NCT02949128,No
3891,NCT00005271,No
3890,NCT03789591,No
3889,NCT00444301,No
3888,NCT01156090,No
3886,NCT04130516,No
3885,NCT03146897,No
3884,NCT00491738,No
3883,NCT01235156,No
7560,NCT00974402,No
7559,NCT01605903,No
5108,NCT02744846,No
6331,NCT04477083,No
6342,NCT03763539,No
6341,NCT03795532,No
6340,NCT03795545,No
6339,NCT03831321,No
6338,NCT03939091,No
6337,NCT04213664,No
6336,NCT04239066,No
6335,NCT04278495,No
6334,NCT04326517,No
6333,NCT04374591,No
6330,NCT03332563,No
6344,NCT02932475,No
6328,NCT00779220,No
6327,NCT02780414,No
6326,NCT02338024,No
6325,NCT04510844,No
6324,NCT00154622,No
7160,NCT02638051,No
6322,NCT01497678,No
7162,NCT04568330,No
7163,NCT00643188,No
6318,NCT00756626,No
6343,NCT02665520,No
6346,NCT02635971,No
7188,NCT04234815,No
7147,NCT01038557,No
6379,NCT00587392,No
6378,NCT02634502,No
7142,NCT01046825,No
7143,NCT01538407,No
6374,NCT02394600,No
6373,NCT04396717,No
6372,NCT00996281,No
7145,NCT02457663,No
6370,NCT01807546,No
6369,NCT00028145,No
6366,NCT00458510,No
6347,NCT03486353,No
7148,NCT03857360,No
6364,NCT00518323,No
6362,NCT00088283,No
6361,NCT00590681,No
6356,NCT04584554,No
6353,NCT00482612,No
6352,NCT02626611,No
6351,NCT01892397,No
6349,NCT03005145,No
6348,NCT04603911,No
7165,NCT01807728,No
7166,NCT03865680,No
7167,NCT02153346,No
6273,NCT00606580,No
6286,NCT02156271,No
6285,NCT00162981,No
7175,NCT02764983,No
7176,NCT01780701,No
6282,NCT00298610,No
6281,NCT00337181,No
7177,NCT00990106,No
7180,NCT02386878,No
7182,NCT02845349,No
7183,NCT01443078,No
6272,NCT00623168,No
7168,NCT02667353,No
6271,NCT00703924,No
6270,NCT00868946,No
6269,NCT00992693,No
6268,NCT01032382,No
7184,NCT02329639,No
6266,NCT01083576,No
6265,NCT01290601,No
6263,NCT01536795,No
6262,NCT01769612,No
6261,NCT01790659,No
6287,NCT01335009,No
6288,NCT00518713,No
6289,NCT03600324,No
6290,NCT03295695,No
7169,NCT01559103,No
7170,NCT01508130,No
7171,NCT02195427,No
6309,NCT04385251,No
6308,NCT04225598,No
7172,NCT03433183,No
6306,NCT01948947,No
6305,NCT03494738,No
6304,NCT02388880,No
6303,NCT00352391,No
6302,NCT00508586,No
6301,NCT00728325,No
6300,NCT01119326,No
6299,NCT01326104,No
6298,NCT01843686,No
6297,NCT01871909,No
6296,NCT02953860,No
6295,NCT02955394,No
7173,NCT02765672,No
6293,NCT03663361,No
6292,NCT03796884,No
7140,NCT00138918,No
6382,NCT00048321,No
6383,NCT02145299,No
6459,NCT02273206,No
7114,NCT02905981,No
6470,NCT00904579,No
6469,NCT02381054,No
6468,NCT01824082,No
6467,NCT01118026,No
6466,NCT01850940,No
6465,NCT04338334,No
6464,NCT00002309,No
6463,NCT03630588,No
6460,NCT02276118,No
6457,NCT02473926,No
7121,NCT02368808,No
6456,NCT02461771,No
6455,NCT04219540,No
6454,NCT02761551,No
6452,NCT02924467,No
6451,NCT00782353,No
6450,NCT02814825,No
6449,NCT04070833,No
6448,NCT00451867,No
6447,NCT01786603,No
6446,NCT00481689,No
7112,NCT00113737,No
6473,NCT00847912,No
6474,NCT04341948,No
6475,NCT04246281,No
7103,NCT01062022,No
7104,NCT01007006,No
6496,NCT04520984,No
6495,NCT02113410,No
6494,NCT04304833,No
7106,NCT02439762,No
6491,NCT01697267,No
6490,NCT02508480,No
6489,NCT02294318,No
7107,NCT00134784,No
6486,NCT01451359,No
7109,NCT00349622,No
6484,NCT04372329,No
6483,NCT01492348,No
7110,NCT04545606,No
7111,NCT00336622,No
6480,NCT04373967,No
6479,NCT02050789,No
6478,NCT04445116,No
6477,NCT02232711,No
6476,NCT03322891,No
6445,NCT01678495,No
6440,NCT00549796,No
6384,NCT04180020,No
6398,NCT03953300,No
6410,NCT00937170,No
6409,NCT02525432,No
6408,NCT03516773,No
6407,NCT00108862,No
6406,NCT00168090,No
6405,NCT01083654,No
6404,NCT01491919,No
6402,NCT02232659,No
6400,NCT02112058,No
6399,NCT01658618,No
6397,NCT03106116,No
6439,NCT02601820,No
6396,NCT02658877,No
6395,NCT03857672,No
7137,NCT00257647,No
6393,NCT02294357,No
6392,NCT03750292,No
6391,NCT01355679,No
6389,NCT00000174,No
6388,NCT02195570,No
6386,NCT03205865,No
6385,NCT01100658,No
6411,NCT02438592,No
6412,NCT03783702,No
6413,NCT04329754,No
7133,NCT01484184,No
6438,NCT02784106,No
6437,NCT00032448,No
6436,NCT04182529,No
7123,NCT04575402,No
7124,NCT04534972,No
6433,NCT03400436,No
6431,NCT02507882,No
6430,NCT00642057,No
6429,NCT01875653,No
6427,NCT03756545,No
6426,NCT04306705,No
7127,NCT04287478,No
7128,NCT03692273,No
6423,NCT03662776,No
7129,NCT03143179,No
6420,NCT02977039,No
6419,NCT02968355,No
7132,NCT02022904,No
6417,NCT00999804,No
6416,NCT03311126,No
6415,NCT01625221,No
7186,NCT04370977,No
6256,NCT02483260,No
6500,NCT03924674,No
6097,NCT01547325,No
6110,NCT01373489,No
6109,NCT01390064,No
7229,NCT04330326,No
6107,NCT01433302,No
7230,NCT02405026,No
7231,NCT02272257,No
7233,NCT01524133,No
7234,NCT01387490,No
7235,NCT01140269,No
7237,NCT01434173,No
7240,NCT02191267,No
6114,NCT01345591,No
7241,NCT01024569,No
7242,NCT04561765,No
7243,NCT03358563,No
6091,NCT01638481,No
6088,NCT01673594,No
6087,NCT01701388,No
6086,NCT01714349,No
6085,NCT01728753,No
6084,NCT01751737,No
6083,NCT01758224,No
7226,NCT00140361,No
6115,NCT01339208,No
6253,NCT02491606,No
6130,NCT01077089,No
6142,NCT00852644,No
6141,NCT00853528,No
6140,NCT00870545,No
7219,NCT00270764,No
6138,NCT00904423,No
6137,NCT00911248,No
7221,NCT00244777,No
6133,NCT01000077,No
6132,NCT01041534,No
7223,NCT00216333,No
6129,NCT01111682,No
6117,NCT01320059,No
6128,NCT01118208,No
6127,NCT01140373,No
6126,NCT01155024,No
6125,NCT01212731,No
6124,NCT01264471,No
6123,NCT01265433,No
6122,NCT01269164,No
6121,NCT01281267,No
6119,NCT01305811,No
6118,NCT01310192,No
6082,NCT01760785,No
6081,NCT01763931,No
6080,NCT01810276,No
6038,NCT02960516,No
6050,NCT02574546,No
6049,NCT02605876,No
6048,NCT02611375,No
6046,NCT02657135,No
6045,NCT02679560,No
6043,NCT02773056,No
6042,NCT02871349,No
6041,NCT02881944,No
7255,NCT00314769,No
6039,NCT02935621,No
6037,NCT02988401,No
6079,NCT01820455,No
6036,NCT03023644,No
6035,NCT03078530,No
6034,NCT03082638,No
6033,NCT03097978,No
6032,NCT03110302,No
7256,NCT00248300,No
7257,NCT01031927,No
6029,NCT03197675,No
6028,NCT03197896,No
6027,NCT03197922,No
6051,NCT02535949,No
6052,NCT02506192,No
6053,NCT02391025,No
6054,NCT02378025,No
6078,NCT01822301,No
7246,NCT01750268,No
6076,NCT01845740,No
6075,NCT01847469,No
6074,NCT01857128,No
6073,NCT01879696,No
7247,NCT01749215,No
6070,NCT02011542,No
6069,NCT02019927,No
6068,NCT02023996,No
6067,NCT02025179,No
7249,NCT01232881,No
6065,NCT02058680,No
7251,NCT00885131,No
6062,NCT02187198,No
6061,NCT02240329,No
6060,NCT02303964,No
6059,NCT02317640,No
6057,NCT02339220,No
6056,NCT02353026,No
6055,NCT02357836,No
6143,NCT00851253,No
6144,NCT00839696,No
6145,NCT00815672,No
6211,NCT01942837,No
7200,NCT03058302,No
6223,NCT02706951,No
6222,NCT02675426,No
6221,NCT02629159,No
6219,NCT02797769,No
7203,NCT02927496,No
7204,NCT02908399,No
6214,NCT03113786,No
7206,NCT02395328,No
6212,NCT02481310,No
6210,NCT00004045,No
7208,NCT01985269,No
6209,NCT00851799,No
6208,NCT00870285,No
6207,NCT00046475,No
6206,NCT04517396,No
6205,NCT01656889,No
6204,NCT04347629,No
6203,NCT00372073,No
6202,NCT00036647,No
7207,NCT02121821,No
6200,NCT02666742,No
7199,NCT03074799,No
6226,NCT01885806,No
6227,NCT04182659,No
6228,NCT02706847,No
7193,NCT03885973,No
7194,NCT03829358,No
7197,NCT03555669,No
7198,NCT03254628,No
6245,NCT01294982,No
6244,NCT02505035,No
6243,NCT02630043,No
6242,NCT04573478,No
6241,NCT04573920,No
6240,NCT02421666,No
6239,NCT02305186,No
6238,NCT02503319,No
6237,NCT02604238,No
6236,NCT02775773,No
6235,NCT02815852,No
6234,NCT01905618,No
6233,NCT01092416,No
6232,NCT01303367,No
6231,NCT00329706,No
6230,NCT00321932,No
6229,NCT04562012,No
6199,NCT03693924,No
7209,NCT01930084,No
6146,NCT00807820,No
6158,NCT00636441,No
6168,NCT00426959,No
6167,NCT00527982,No
6166,NCT00541164,No
6165,NCT00582140,No
6164,NCT00582569,No
6163,NCT00583024,No
6162,NCT00583752,No
6161,NCT00589966,No
6160,NCT00591864,No
6159,NCT00636090,No
6157,NCT00647790,No
6196,NCT01076504,No
7215,NCT00407394,No
6155,NCT00656019,No
7216,NCT00396500,No
6153,NCT00716469,No
6152,NCT00720096,No
7217,NCT00355043,No
7218,NCT00351702,No
6149,NCT00749203,No
6148,NCT00760708,No
6147,NCT00763009,No
7214,NCT00505609,No
6170,NCT00411632,No
6171,NCT00410059,No
6172,NCT00409968,No
6195,NCT01249625,No
7211,NCT01872390,No
6192,NCT03821402,No
6191,NCT01873573,No
6190,NCT03418857,No
6188,NCT00962637,No
6187,NCT00494975,No
6186,NCT00921557,No
6185,NCT00116090,No
6184,NCT00083525,No
6183,NCT00122369,No
6182,NCT00186108,No
6181,NCT00206453,No
6180,NCT00253994,No
6179,NCT00256724,No
6178,NCT00308113,No
6177,NCT00337961,No
6176,NCT00340158,No
7213,NCT01129089,No
6174,NCT00404170,No
6173,NCT00405678,No
6499,NCT01301638,No
7102,NCT02447848,No
5109,NCT02839785,No
6803,NCT02039895,No
6815,NCT01770210,No
6814,NCT03939507,No
7004,NCT01220713,No
6812,NCT04595344,No
6811,NCT04386317,No
7005,NCT03532139,No
7006,NCT02369861,No
6808,NCT02129114,No
7009,NCT03403166,No
7010,NCT01894230,No
6802,NCT01128023,No
6817,NCT01190033,No
6801,NCT02046590,No
6800,NCT02228668,No
7011,NCT01464307,No
7012,NCT03712098,No
6797,NCT02428920,No
6796,NCT02445196,No
6795,NCT02238483,No
7013,NCT04581317,No
6792,NCT00178698,No
6791,NCT02205450,No
6816,NCT00341523,No
6818,NCT04176328,No
6730,NCT01043718,No
6833,NCT02477943,No
6843,NCT00711087,No
6842,NCT03264235,No
6841,NCT04534959,No
6999,NCT02155829,No
6839,NCT03384914,No
6838,NCT02224365,No
6837,NCT01494519,No
6836,NCT02541123,No
6835,NCT02957461,No
6834,NCT03417388,No
6832,NCT01426919,No
6819,NCT01005836,No
7001,NCT01625962,No
6829,NCT00751244,No
6828,NCT01496014,No
6827,NCT01903330,No
6826,NCT00394264,No
6825,NCT02076308,No
7002,NCT02186093,No
6822,NCT03459846,No
6821,NCT02222532,No
6820,NCT04215445,No
6790,NCT00255060,No
7015,NCT00942890,No
6788,NCT00563784,No
7029,NCT03199222,No
7022,NCT00647569,No
7024,NCT02089594,No
6756,NCT03029507,No
6755,NCT03038828,No
6754,NCT03883009,No
6752,NCT03762291,No
6751,NCT03156088,No
7027,NCT01500434,No
7028,NCT00010309,No
6748,NCT04311320,No
6746,NCT01449825,No
7016,NCT03607331,No
6745,NCT01233609,No
6744,NCT02991690,No
7031,NCT02370173,No
6741,NCT04421235,No
6740,NCT03680456,No
6739,NCT03302299,No
7033,NCT00282516,No
7034,NCT00867425,No
7035,NCT00409786,No
6732,NCT02046109,No
6761,NCT04124523,No
6762,NCT04601532,No
6764,NCT04416412,No
6765,NCT04387227,No
7017,NCT01738360,No
7018,NCT01992263,No
6784,NCT01505478,No
6783,NCT01611935,No
6782,NCT01614444,No
6781,NCT02115646,No
6780,NCT02204098,No
6779,NCT02295410,No
6778,NCT02334384,No
6777,NCT02377089,No
7019,NCT02041819,No
7020,NCT02033538,No
6774,NCT03342482,No
6773,NCT03409133,No
6772,NCT03440554,No
6771,NCT03564782,No
6770,NCT03564795,No
6769,NCT03678766,No
6768,NCT03996876,No
6767,NCT04255498,No
6766,NCT04329065,No
6844,NCT00693563,No
6846,NCT00718393,No
6847,NCT03947216,No
6969,NCT00989430,No
6965,NCT01207375,No
6966,NCT01119001,No
6926,NCT01510327,No
6967,NCT01115998,No
6924,NCT02129361,No
6923,NCT03370991,No
6922,NCT01829620,No
6921,NCT02312349,No
6920,NCT04537689,No
6968,NCT01056146,No
6917,NCT00342199,No
6979,NCT00285636,No
6970,NCT00988104,No
6915,NCT03820947,No
6914,NCT04606342,No
6971,NCT00924976,No
6972,NCT00735670,No
6973,NCT00692575,No
6974,NCT00621751,No
6909,NCT04442620,No
6975,NCT00618566,No
6976,NCT00488969,No
6964,NCT01387100,No
6930,NCT03073798,No
6931,NCT03890666,No
6963,NCT01394874,No
6953,NCT01920243,No
6952,NCT02104622,No
6951,NCT02128152,No
6950,NCT02150668,No
6949,NCT02223728,No
6948,NCT02340026,No
6947,NCT03262766,No
6956,NCT01806987,No
6957,NCT01795079,No
6944,NCT03521856,No
6943,NCT04251091,No
6942,NCT01491763,No
6941,NCT01707030,No
6940,NCT01747824,No
6939,NCT02080923,No
6958,NCT01699035,No
6959,NCT01599767,No
6960,NCT01593189,No
6961,NCT01548781,No
6962,NCT01429077,No
6933,NCT01955382,No
6978,NCT00448045,No
6903,NCT01039363,No
6848,NCT02784587,No
6861,NCT03682263,No
6875,NCT00523224,No
6874,NCT02796339,No
6873,NCT00632944,No
6989,NCT00167271,No
6871,NCT03649191,No
6990,NCT00062972,No
6867,NCT03852628,No
6993,NCT04043715,No
6864,NCT01126697,No
6862,NCT01977846,No
6860,NCT02792114,No
6980,NCT00283855,No
6859,NCT01526291,No
6857,NCT03772730,No
6856,NCT01353209,No
6855,NCT02878850,No
6854,NCT04100564,No
6853,NCT00007748,No
6852,NCT00859781,No
6851,NCT01007890,No
6850,NCT02286921,No
6849,NCT02863809,No
6876,NCT01698879,No
6988,NCT00205491,No
6878,NCT01209910,No
6879,NCT03582176,No
6982,NCT00233129,No
6983,NCT00233103,No
6898,NCT03545217,No
6897,NCT00999453,No
6984,NCT00233090,No
6895,NCT01257581,No
6894,NCT02118454,No
6985,NCT00211835,No
6892,NCT01825226,No
6986,NCT00205569,No
6890,NCT03200886,No
6889,NCT00693121,No
6987,NCT00205530,No
6887,NCT02228265,No
6886,NCT03038594,No
6885,NCT02985255,No
6884,NCT03039465,No
