,NCTId,DesignPrimaryPurpose
6674,NCT02435459,Treatment
7867,NCT00933270,Treatment
2790,NCT02784834,Treatment
5134,NCT02078284,Treatment
6675,NCT00708890,Treatment
2793,NCT00134680,Treatment
7865,NCT02476253,Treatment
2795,NCT04426318,Treatment
5132,NCT02652286,Treatment
5130,NCT03009045,Treatment
2798,NCT02644057,Treatment
2799,NCT04585230,Treatment
2767,NCT02148003,Treatment
6667,NCT02792699,Treatment
2732,NCT03295994,Treatment
7883,NCT01470599,Treatment
7879,NCT00033722,Treatment
2745,NCT00620750,Treatment
5150,NCT02172040,Treatment
7881,NCT01393626,Treatment
2742,NCT03156283,Treatment
2741,NCT00523042,Treatment
6666,NCT01861951,Treatment
7873,NCT03751124,Treatment
2738,NCT03338114,Treatment
2737,NCT03211156,Treatment
2736,NCT00154427,Treatment
2735,NCT04559191,Treatment
6665,NCT02360020,Treatment
2733,NCT03163849,Treatment
2747,NCT02825251,Treatment
2748,NCT00108758,Treatment
7878,NCT03563040,Treatment
7877,NCT00823979,Treatment
2751,NCT03930745,Treatment
2752,NCT02916433,Treatment
7876,NCT03817736,Treatment
2754,NCT02205528,Treatment
2755,NCT00102037,Treatment
2756,NCT00520611,Treatment
2757,NCT03642769,Treatment
2758,NCT04346615,Treatment
5149,NCT01202500,Treatment
2760,NCT00405912,Treatment
2761,NCT01044927,Treatment
5148,NCT00183989,Treatment
2763,NCT01059487,Treatment
6655,NCT01876771,Treatment
2661,NCT00537303,Treatment
7925,NCT01107626,Treatment
2565,NCT00411892,Treatment
6630,NCT03033602,Treatment
2570,NCT01598896,Treatment
5203,NCT03119363,Treatment
5205,NCT00120302,Treatment
5206,NCT04151186,Treatment
2566,NCT02877394,Treatment
6628,NCT04549532,Treatment
2556,NCT00262249,Treatment
7973,NCT00085501,Treatment
5209,NCT01639079,Treatment
2561,NCT00891033,Treatment
5210,NCT03308565,Treatment
2559,NCT00729690,Treatment
7974,NCT01641809,Treatment
2572,NCT00135720,Treatment
2573,NCT00476021,Treatment
2574,NCT00758693,Treatment
5201,NCT00010491,Treatment
7967,NCT01124695,Treatment
7965,NCT02865187,Treatment
7964,NCT00040937,Treatment
2579,NCT00108797,Treatment
7962,NCT00016406,Treatment
2581,NCT03925038,Treatment
7961,NCT00689728,Treatment
5200,NCT01007630,Treatment
7960,NCT00075686,Treatment
2585,NCT04322149,Treatment
7957,NCT03527186,Treatment
2587,NCT03997422,Treatment
5199,NCT04334278,Treatment
2557,NCT03597620,Treatment
2555,NCT01364428,Treatment
6653,NCT03378167,Treatment
2530,NCT02464410,Treatment
2536,NCT00010816,Treatment
6625,NCT01662973,Treatment
2534,NCT01142908,Treatment
2533,NCT02944370,Treatment
2532,NCT01858051,Treatment
2531,NCT01222585,Treatment
5220,NCT02417506,Treatment
5212,NCT04458545,Treatment
2528,NCT02768103,Treatment
5221,NCT02257372,Treatment
6624,NCT03221530,Treatment
6623,NCT02132793,Treatment
2524,NCT01079234,Treatment
2523,NCT00499746,Treatment
2537,NCT04433546,Treatment
7986,NCT00748098,Treatment
7985,NCT02760030,Treatment
7984,NCT02940301,Treatment
7983,NCT00113399,Treatment
2542,NCT01611948,Treatment
2543,NCT01268670,Treatment
2544,NCT01513473,Treatment
2545,NCT04277780,Treatment
7982,NCT00096031,Treatment
7981,NCT00124579,Treatment
5218,NCT02138838,Treatment
7979,NCT00217620,Treatment
7978,NCT00268489,Treatment
7977,NCT00776100,Treatment
5214,NCT04275180,Treatment
6626,NCT00710502,Treatment
7953,NCT00079118,Treatment
7952,NCT00124618,Treatment
7951,NCT00531817,Treatment
2635,NCT00924898,Treatment
2641,NCT03323723,Treatment
7934,NCT00382070,Treatment
2639,NCT03075670,Treatment
5176,NCT02964338,Treatment
2637,NCT04276558,Treatment
2636,NCT03791814,Treatment
7935,NCT03567018,Treatment
2592,NCT02069353,Treatment
7936,NCT01011478,Treatment
2632,NCT03814980,Treatment
2631,NCT00713479,Treatment
2630,NCT03286283,Treatment
7937,NCT00041119,Treatment
2628,NCT00099723,Treatment
7931,NCT00053898,Treatment
2643,NCT01135992,Treatment
5175,NCT02945046,Treatment
2645,NCT01228214,Treatment
5174,NCT03694028,Treatment
2647,NCT03625492,Treatment
7929,NCT00075946,Treatment
7928,NCT02331368,Treatment
5173,NCT03528382,Treatment
2651,NCT02548117,Treatment
2652,NCT00790595,Treatment
6651,NCT01706211,Treatment
7927,NCT00134056,Treatment
2655,NCT02332694,Treatment
2656,NCT02101515,Treatment
2657,NCT01011829,Treatment
7926,NCT00265850,Treatment
5177,NCT00230477,Treatment
2626,NCT00947232,Treatment
2625,NCT03823872,Treatment
5192,NCT01109524,Treatment
2593,NCT00427154,Treatment
2594,NCT01347762,Treatment
2595,NCT02648204,Treatment
2596,NCT01134653,Treatment
5198,NCT01575860,Treatment
2598,NCT03050840,Treatment
2599,NCT03028298,Treatment
6631,NCT02831257,Treatment
5196,NCT03758742,Treatment
6634,NCT03551483,Treatment
5194,NCT01347112,Treatment
2604,NCT00255216,Treatment
2605,NCT00356122,Treatment
7947,NCT01091454,Treatment
2608,NCT00352651,Treatment
6650,NCT03593187,Treatment
5189,NCT02979197,Treatment
5187,NCT01636466,Treatment
5183,NCT04276051,Treatment
2613,NCT03432897,Treatment
6645,NCT02187224,Treatment
6646,NCT00884988,Treatment
2616,NCT03148652,Treatment
2617,NCT02932579,Treatment
7943,NCT00087178,Treatment
2619,NCT02841280,Treatment
5179,NCT03731000,Treatment
2621,NCT03050554,Treatment
7941,NCT00110084,Treatment
2623,NCT00005575,Treatment
3367,NCT00811057,Treatment
3368,NCT00112047,Treatment
3369,NCT02213068,Treatment
6934,NCT01574495,Treatment
4133,NCT04554966,Treatment
7234,NCT01387490,Treatment
7236,NCT02971072,Treatment
4130,NCT03777020,Treatment
4129,NCT00385697,Treatment
4686,NCT01241383,Treatment
4690,NCT02545010,Treatment
6930,NCT03073798,Treatment
4691,NCT00836147,Treatment
4124,NCT01523977,Treatment
6933,NCT01955382,Treatment
4122,NCT00856856,Treatment
6931,NCT03890666,Treatment
4120,NCT03209895,Treatment
7233,NCT01524133,Treatment
4685,NCT04075903,Treatment
7229,NCT04330326,Treatment
6941,NCT01707030,Treatment
4138,NCT04514653,Treatment
4139,NCT00364026,Treatment
7226,NCT00140361,Treatment
6942,NCT01491763,Treatment
4142,NCT00075283,Treatment
6943,NCT04251091,Treatment
4144,NCT01110200,Treatment
4145,NCT00135798,Treatment
4678,NCT00364234,Treatment
4147,NCT02923193,Treatment
4148,NCT03055858,Treatment
7223,NCT00216333,Treatment
4150,NCT00000861,Treatment
4119,NCT03314129,Treatment
4117,NCT01271023,Treatment
4152,NCT00407147,Treatment
4091,NCT02669420,Treatment
4097,NCT01889797,Treatment
4096,NCT00000720,Treatment
7248,NCT01549899,Treatment
4710,NCT02829918,Treatment
4711,NCT01527838,Treatment
4092,NCT02807454,Treatment
4090,NCT00000411,Treatment
4116,NCT02236598,Treatment
6923,NCT03370991,Treatment
4088,NCT03702920,Treatment
4087,NCT00472303,Treatment
7256,NCT00248300,Treatment
7257,NCT01031927,Treatment
4084,NCT00000641,Treatment
7247,NCT01749215,Treatment
4099,NCT02512926,Treatment
4100,NCT02616640,Treatment
4101,NCT03870334,Treatment
7246,NCT01750268,Treatment
6924,NCT02129361,Treatment
4104,NCT03289676,Treatment
7244,NCT03211884,Treatment
4704,NCT02244957,Treatment
4107,NCT02804750,Treatment
4702,NCT02045290,Treatment
7243,NCT03358563,Treatment
4110,NCT04009291,Treatment
4700,NCT02274012,Treatment
6926,NCT01510327,Treatment
4696,NCT01968993,Treatment
7242,NCT04561765,Treatment
4677,NCT02232269,Treatment
4153,NCT00974259,Treatment
4082,NCT00071266,Treatment
6949,NCT02223728,Treatment
7193,NCT03885973,Treatment
7194,NCT03829358,Treatment
4662,NCT01427400,Treatment
4200,NCT00768248,Treatment
4199,NCT02137512,Treatment
4198,NCT00088504,Treatment
4665,NCT03711981,Treatment
7202,NCT02929121,Treatment
4195,NCT03604705,Treatment
4194,NCT00200057,Treatment
7200,NCT03058302,Treatment
6948,NCT02340026,Treatment
7201,NCT02929134,Treatment
4190,NCT02564055,Treatment
4204,NCT03945981,Treatment
4205,NCT04006119,Treatment
6950,NCT02150668,Treatment
4207,NCT04295538,Treatment
4208,NCT02976831,Treatment
7186,NCT04370977,Treatment
4210,NCT01701349,Treatment
6951,NCT02128152,Treatment
4212,NCT03004157,Treatment
7183,NCT01443078,Treatment
4659,NCT02267317,Treatment
4215,NCT02135276,Treatment
7182,NCT02845349,Treatment
7181,NCT01280162,Treatment
4218,NCT04315311,Treatment
4219,NCT02572323,Treatment
7180,NCT02386878,Treatment
4189,NCT00101790,Treatment
4187,NCT01795547,Treatment
7221,NCT00244777,Treatment
7217,NCT00355043,Treatment
4168,NCT01336764,Treatment
4167,NCT00134979,Treatment
4166,NCT03401385,Treatment
6944,NCT03521856,Treatment
7215,NCT00407394,Treatment
4163,NCT01166919,Treatment
4675,NCT02746900,Treatment
4186,NCT04357730,Treatment
4160,NCT00100581,Treatment
4159,NCT00703846,Treatment
4676,NCT04598399,Treatment
4157,NCT00005007,Treatment
4156,NCT01694849,Treatment
4155,NCT02299726,Treatment
4169,NCT03180723,Treatment
6945,NCT03433599,Treatment
4672,NCT00486811,Treatment
4172,NCT02564042,Treatment
6946,NCT03298724,Treatment
6947,NCT03262766,Treatment
4175,NCT02655354,Treatment
7206,NCT02395328,Treatment
4177,NCT03352115,Treatment
4178,NCT04536298,Treatment
4179,NCT00959764,Treatment
4180,NCT03008837,Treatment
4181,NCT04200443,Treatment
4669,NCT01710943,Treatment
4668,NCT00140114,Treatment
4184,NCT02004691,Treatment
7203,NCT02927496,Treatment
7258,NCT02010684,Treatment
7259,NCT03992001,Treatment
6783,NCT01611935,Treatment
3985,NCT02933502,Treatment
7287,NCT00619463,Treatment
7289,NCT03449667,Treatment
3989,NCT01953588,Treatment
3988,NCT04324359,Treatment
7290,NCT03079999,Treatment
7292,NCT01529034,Treatment
3984,NCT01028937,Treatment
4748,NCT04108702,Treatment
3983,NCT01956669,Treatment
4745,NCT04516252,Treatment
3981,NCT04219566,Treatment
4746,NCT02181556,Treatment
6903,NCT01039363,Treatment
7294,NCT00632060,Treatment
4743,NCT02036060,Treatment
6910,NCT01229748,Treatment
3994,NCT01196429,Treatment
3995,NCT02262806,Treatment
7285,NCT03227861,Treatment
3997,NCT01850082,Treatment
4737,NCT01859026,Treatment
3999,NCT04434313,Treatment
4000,NCT01154101,Treatment
4001,NCT03110354,Treatment
7284,NCT01175993,Treatment
7283,NCT02722356,Treatment
7282,NCT01502449,Treatment
6911,NCT00909857,Treatment
4733,NCT03280979,Treatment
7277,NCT03236012,Treatment
7276,NCT03416348,Treatment
7296,NCT03767894,Treatment
7299,NCT03920137,Treatment
4732,NCT01556191,Treatment
3948,NCT01058421,Treatment
3954,NCT00007631,Treatment
7309,NCT04474093,Treatment
3952,NCT00102466,Treatment
3951,NCT03278626,Treatment
4759,NCT01428154,Treatment
3949,NCT04243343,Treatment
4760,NCT03251911,Treatment
3973,NCT00249782,Treatment
6895,NCT01257581,Treatment
3945,NCT00121979,Treatment
7312,NCT04590963,Treatment
4762,NCT00372983,Treatment
3941,NCT03060538,Treatment
3940,NCT02932878,Treatment
3955,NCT02720510,Treatment
3956,NCT00982644,Treatment
7307,NCT04574869,Treatment
3958,NCT02059564,Treatment
3959,NCT00005014,Treatment
7306,NCT01683409,Treatment
3961,NCT03260920,Treatment
4757,NCT03645941,Treatment
3964,NCT00866788,Treatment
3965,NCT03254199,Treatment
3966,NCT03344458,Treatment
3967,NCT00032890,Treatment
7305,NCT01670825,Treatment
3969,NCT01177176,Treatment
4756,NCT00672594,Treatment
4755,NCT04171336,Treatment
6897,NCT00999453,Treatment
4010,NCT02781727,Treatment
7274,NCT01052103,Treatment
6922,NCT01829620,Treatment
4056,NCT01682746,Treatment
4062,NCT02230332,Treatment
4061,NCT00835120,Treatment
4720,NCT04049045,Treatment
7262,NCT01412866,Treatment
4058,NCT03486405,Treatment
7263,NCT04589377,Treatment
4055,NCT01816633,Treatment
4047,NCT03504826,Treatment
4054,NCT03196375,Treatment
4053,NCT00031447,Treatment
4052,NCT02730819,Treatment
7264,NCT02075307,Treatment
4721,NCT00517270,Treatment
7265,NCT01888848,Treatment
4063,NCT00180479,Treatment
7261,NCT01761396,Treatment
4065,NCT01714323,Treatment
4719,NCT03274713,Treatment
4067,NCT00761813,Treatment
4718,NCT02679092,Treatment
7260,NCT01779427,Treatment
4715,NCT03512730,Treatment
4714,NCT00850824,Treatment
4072,NCT01127282,Treatment
4073,NCT00359723,Treatment
4074,NCT01321346,Treatment
4075,NCT04259632,Treatment
4076,NCT01295229,Treatment
4077,NCT01871506,Treatment
4078,NCT03937960,Treatment
4079,NCT00837434,Treatment
4048,NCT00235729,Treatment
4722,NCT02094898,Treatment
4013,NCT02167022,Treatment
4021,NCT04567511,Treatment
4027,NCT01890798,Treatment
7270,NCT03154307,Treatment
4025,NCT02564653,Treatment
4024,NCT00356915,Treatment
4023,NCT00138593,Treatment
4022,NCT00819169,Treatment
4020,NCT01016483,Treatment
4045,NCT00300287,Treatment
4019,NCT02293655,Treatment
7272,NCT01338701,Treatment
4017,NCT01248390,Treatment
4730,NCT03366363,Treatment
7273,NCT00992953,Treatment
4014,NCT01590888,Treatment
4028,NCT03340012,Treatment
4029,NCT00101712,Treatment
4030,NCT03603496,Treatment
4031,NCT02588651,Treatment
4729,NCT04266210,Treatment
6914,NCT04606342,Treatment
4034,NCT00799617,Treatment
4035,NCT00555217,Treatment
4036,NCT04530032,Treatment
4037,NCT00039741,Treatment
4727,NCT03247803,Treatment
4039,NCT01192178,Treatment
4040,NCT02005445,Treatment
4041,NCT03117998,Treatment
4726,NCT01715740,Treatment
4725,NCT00062556,Treatment
6915,NCT03820947,Treatment
4221,NCT01190267,Treatment
6952,NCT02104622,Treatment
7177,NCT00990106,Treatment
6985,NCT00211835,Treatment
4418,NCT00554736,Treatment
4417,NCT00460967,Treatment
4593,NCT02657317,Treatment
4415,NCT01563887,Treatment
4414,NCT02945501,Treatment
4594,NCT01892514,Treatment
7065,NCT00691067,Treatment
7071,NCT01912287,Treatment
4410,NCT00806910,Treatment
6984,NCT00233090,Treatment
4407,NCT02170532,Treatment
7069,NCT00393874,Treatment
6983,NCT00233103,Treatment
7070,NCT00196781,Treatment
4419,NCT02799836,Treatment
4592,NCT00580944,Treatment
6988,NCT00205491,Treatment
4590,NCT01500538,Treatment
6989,NCT00167271,Treatment
6990,NCT00062972,Treatment
6993,NCT04043715,Treatment
4581,NCT04368117,Treatment
7062,NCT00862095,Treatment
4578,NCT03176420,Treatment
4577,NCT03579706,Treatment
4430,NCT02930226,Treatment
4574,NCT04203199,Treatment
6999,NCT02155829,Treatment
4572,NCT02451176,Treatment
7061,NCT01005615,Treatment
4571,NCT00141895,Treatment
4403,NCT00360087,Treatment
4401,NCT01817244,Treatment
4568,NCT01954901,Treatment
4609,NCT00199797,Treatment
7080,NCT01505764,Treatment
7081,NCT00367770,Treatment
4379,NCT02814994,Treatment
6981,NCT00265447,Treatment
4377,NCT04379830,Treatment
4608,NCT02328989,Treatment
4610,NCT03640312,Treatment
4599,NCT03859362,Treatment
7085,NCT02176928,Treatment
4372,NCT03483805,Treatment
6976,NCT00488969,Treatment
4612,NCT03584113,Treatment
4369,NCT02230566,Treatment
6975,NCT00618566,Treatment
4382,NCT04139187,Treatment
4603,NCT02208050,Treatment
4384,NCT02222662,Treatment
4385,NCT02351544,Treatment
7079,NCT00955201,Treatment
6982,NCT00233129,Treatment
4388,NCT00221416,Treatment
4389,NCT03404986,Treatment
4390,NCT01296698,Treatment
7076,NCT00635960,Treatment
4393,NCT03351088,Treatment
4394,NCT02519868,Treatment
4395,NCT01040832,Treatment
7075,NCT02733614,Treatment
7074,NCT03866837,Treatment
7073,NCT01096251,Treatment
7072,NCT01199380,Treatment
4437,NCT01877421,Treatment
7059,NCT01128140,Treatment
7175,NCT02764983,Treatment
7041,NCT01294150,Treatment
4490,NCT04191473,Treatment
4489,NCT04245124,Treatment
4488,NCT02971358,Treatment
4523,NCT03897764,Treatment
4524,NCT00299065,Treatment
7017,NCT01738360,Treatment
4483,NCT03054103,Treatment
4475,NCT03909503,Treatment
7042,NCT04504630,Treatment
7016,NCT03607331,Treatment
4480,NCT03602118,Treatment
4479,NCT03532958,Treatment
4528,NCT04607642,Treatment
4477,NCT00716456,Treatment
4491,NCT01589666,Treatment
7019,NCT02041819,Treatment
4493,NCT02037555,Treatment
7020,NCT02033538,Treatment
7039,NCT00483522,Treatment
4520,NCT03266783,Treatment
7038,NCT01591707,Treatment
4498,NCT02119195,Treatment
7021,NCT03483649,Treatment
7036,NCT01454999,Treatment
7024,NCT02089594,Treatment
7032,NCT01747811,Treatment
7031,NCT02370173,Treatment
4514,NCT00396162,Treatment
4505,NCT00202878,Treatment
7030,NCT02374918,Treatment
4512,NCT01828996,Treatment
4476,NCT00848796,Treatment
4530,NCT03282916,Treatment
7000,NCT01907906,Treatment
7007,NCT03321292,Treatment
4553,NCT01029483,Treatment
4454,NCT00657917,Treatment
7051,NCT01626131,Treatment
4451,NCT00884377,Treatment
4556,NCT01801384,Treatment
4449,NCT01140191,Treatment
7052,NCT01517711,Treatment
4533,NCT02972515,Treatment
7055,NCT01418976,Treatment
7006,NCT02369861,Treatment
7004,NCT01220713,Treatment
7003,NCT03398395,Treatment
4566,NCT02379221,Treatment
7058,NCT01227005,Treatment
7008,NCT00387296,Treatment
4547,NCT03831165,Treatment
4458,NCT00292942,Treatment
4459,NCT00292929,Treatment
4546,NCT03671785,Treatment
7048,NCT01901887,Treatment
4544,NCT00128999,Treatment
4542,NCT00333229,Treatment
7011,NCT01464307,Treatment
4538,NCT01524705,Treatment
7047,NCT01962038,Treatment
4467,NCT01954290,Treatment
7045,NCT02234778,Treatment
7012,NCT03712098,Treatment
4535,NCT03660917,Treatment
7013,NCT04581317,Treatment
7043,NCT03309046,Treatment
4614,NCT01191229,Treatment
7091,NCT04531592,Treatment
4365,NCT04418856,Treatment
4270,NCT02188368,Treatment
7155,NCT02289664,Treatment
4275,NCT02703506,Treatment
4274,NCT00358917,Treatment
4273,NCT02889809,Treatment
4633,NCT02249650,Treatment
4634,NCT04263025,Treatment
4269,NCT03337139,Treatment
4260,NCT02708264,Treatment
4268,NCT03968848,Treatment
7156,NCT02289651,Treatment
4266,NCT02206425,Treatment
4265,NCT02685826,Treatment
7157,NCT02289638,Treatment
4635,NCT02870868,Treatment
4277,NCT00999986,Treatment
7154,NCT02291653,Treatment
4279,NCT03753373,Treatment
7153,NCT02286297,Treatment
7152,NCT02286323,Treatment
4282,NCT02037282,Treatment
7151,NCT02294916,Treatment
4284,NCT01092572,Treatment
7150,NCT02295670,Treatment
4286,NCT01076816,Treatment
4287,NCT01744548,Treatment
7148,NCT03857360,Treatment
4289,NCT03165591,Treatment
7147,NCT01038557,Treatment
4291,NCT03278808,Treatment
4632,NCT02269410,Treatment
4293,NCT02125591,Treatment
4261,NCT02103335,Treatment
4259,NCT04484090,Treatment
4615,NCT02501447,Treatment
6953,NCT01920243,Treatment
4238,NCT03713320,Treatment
6959,NCT01599767,Treatment
4236,NCT00332709,Treatment
6957,NCT01795079,Treatment
4234,NCT03521817,Treatment
4233,NCT02068937,Treatment
4231,NCT03172962,Treatment
7158,NCT02277405,Treatment
7171,NCT02195427,Treatment
4656,NCT00795561,Treatment
7172,NCT03433183,Treatment
7173,NCT02765672,Treatment
4657,NCT04171180,Treatment
4225,NCT03474029,Treatment
4239,NCT00089947,Treatment
6962,NCT01429077,Treatment
4241,NCT01717287,Treatment
4242,NCT00000173,Treatment
6963,NCT01394874,Treatment
4245,NCT01300325,Treatment
6965,NCT01207375,Treatment
7163,NCT00643188,Treatment
4249,NCT02752035,Treatment
4250,NCT01617161,Treatment
7161,NCT03075475,Treatment
4639,NCT01353352,Treatment
4253,NCT00576693,Treatment
4254,NCT01190254,Treatment
7160,NCT02638051,Treatment
4638,NCT02410278,Treatment
4257,NCT01578967,Treatment
7142,NCT01046825,Treatment
4630,NCT00750685,Treatment
4297,NCT00006286,Treatment
4340,NCT04557761,Treatment
7110,NCT04545606,Treatment
4345,NCT02193958,Treatment
4344,NCT02661542,Treatment
6972,NCT00735670,Treatment
4342,NCT00136019,Treatment
4341,NCT03163589,Treatment
4339,NCT00797940,Treatment
4298,NCT00098748,Treatment
4338,NCT04333576,Treatment
4337,NCT02578641,Treatment
7111,NCT00336622,Treatment
4621,NCT00161525,Treatment
7114,NCT02905981,Treatment
4622,NCT04568369,Treatment
4347,NCT03502278,Treatment
7109,NCT00349622,Treatment
7108,NCT03834714,Treatment
7106,NCT02439762,Treatment
6973,NCT00692575,Treatment
7102,NCT02447848,Treatment
7101,NCT02544061,Treatment
7096,NCT01079247,Treatment
4355,NCT03030885,Treatment
6974,NCT00621751,Treatment
7093,NCT01474057,Treatment
4358,NCT00534378,Treatment
4616,NCT00027404,Treatment
7092,NCT04476901,Treatment
4361,NCT00522041,Treatment
4362,NCT00192634,Treatment
4363,NCT02479555,Treatment
4332,NCT01587703,Treatment
6969,NCT00989430,Treatment
6968,NCT01056146,Treatment
4313,NCT04609514,Treatment
7140,NCT00138918,Treatment
7136,NCT00504335,Treatment
7133,NCT01484184,Treatment
4628,NCT01695252,Treatment
4303,NCT00114699,Treatment
4304,NCT03945162,Treatment
4627,NCT02538601,Treatment
4306,NCT02881684,Treatment
7128,NCT03692273,Treatment
4308,NCT04597437,Treatment
4309,NCT01897896,Treatment
7127,NCT04287478,Treatment
4311,NCT01625442,Treatment
7125,NCT04481048,Treatment
4314,NCT03355794,Treatment
4329,NCT00683085,Treatment
6967,NCT01115998,Treatment
4316,NCT03674775,Treatment
4317,NCT04112173,Treatment
7121,NCT02368808,Treatment
4319,NCT04274907,Treatment
