,NCTId,ArmGroupLabel,,,,,,NCTId,ArmGroupLabel
363,NCT03898778,-,,,,,,NCT02004249,0
418,NCT03617822,-,,,,,,NCT02003105,0
323,NCT04054401,-,,,,,,NCT01989390,0
334,NCT04011826,-,,,,,,NCT01989377,0
333,NCT04030702,-,,,,,,NCT01988727,0
332,NCT04031976,-,,,,,,NCT01988025,0
331,NCT04031989,-,,,,,,NCT01984151,0
330,NCT04032977,-,,,,,,NCT01973621,0
329,NCT04033315,-,,,,,,NCT01966211,0
328,NCT04035161,-,,,,,,NCT01957982,0
327,NCT04036747,-,,,,,,NCT01951131,0
326,NCT04040933,-,,,,,,NCT01950767,0
325,NCT04043234,-,,,,,,NCT01940458,0
324,NCT04046627,-,,,,,,NCT01940211,0
322,NCT04055324,-,,,,,,NCT01937000,0
362,NCT03911700,-,,,,,,NCT01936987,0
321,NCT04055519,-,,,,,,NCT01916083,0
320,NCT04056494,-,,,,,,NCT01906736,0
319,NCT04057105,-,,,,,,NCT01905241,0
318,NCT04060524,-,,,,,,NCT01896141,0
317,NCT04064606,-,,,,,,NCT01894698,0
316,NCT04065659,-,,,,,,NCT01883557,0
315,NCT04068818,-,,,,,,NCT01882309,0
314,NCT04069585,-,,,,,,NCT01877369,0
313,NCT04073823,-,,,,,,NCT01874925,0
312,NCT04078490,-,,,,,,NCT01867008,0
311,NCT04079816,-,,,,,,NCT01859975,0
335,NCT04008836,-,,,,,,NCT01854879,0
336,NCT04005586,-,,,,,,NCT01847846,0
337,NCT04003831,-,,,,,,NCT01835769,0
338,NCT03999944,-,,,,,,NCT01835366,0
361,NCT03912584,-,,,,,,NCT01827488,0
360,NCT03918928,-,,,,,,NCT01820741,0
359,NCT03920280,-,,,,,,NCT01801995,0
358,NCT03925545,-,,,,,,NCT01801241,0
357,NCT03931213,-,,,,,,NCT01795807,0
356,NCT03934125,-,,,,,,NCT01795118,0
355,NCT03934463,-,,,,,,NCT01792869,0
354,NCT03941912,-,,,,,,NCT01790867,0
353,NCT03942016,-,,,,,,NCT01787981,0
352,NCT03944629,-,,,,,,NCT01777880,0
351,NCT03949335,-,,,,,,NCT01773941,0
350,NCT03950895,-,,,,,,NCT01773265,0
349,NCT03953274,-,,,,,,NCT01747265,0
348,NCT03964831,-,,,,,,NCT01738230,0
347,NCT03967184,-,,,,,,NCT01738165,0
346,NCT03969875,-,,,,,,NCT01733264,0
345,NCT03971721,-,,,,,,NCT01733251,0
344,NCT03972995,-,,,,,,NCT01724541,0
343,NCT03991468,-,,,,,,NCT01721122,0
342,NCT03992768,-,,,,,,NCT01715454,0
341,NCT03995355,-,,,,,,NCT01700764,0
340,NCT03996187,-,,,,,,NCT01697813,0
339,NCT03997357,-,,,,,,NCT01697774,0
417,NCT03628898,-,,,,,,NCT01674400,0
419,NCT03614130,-,,,,,,NCT01670006,0
527,NCT03124940,-,,,,,,NCT01662479,0
488,NCT03239574,-,,,,,,NCT01660113,0
499,NCT03150407,-,,,,,,NCT01658189,0
498,NCT03172949,-,,,,,,NCT01652846,0
497,NCT03182660,-,,,,,,NCT01643200,0
496,NCT03190564,-,,,,,,NCT01640795,0
495,NCT03198988,-,,,,,,NCT01630707,0
494,NCT03219567,-,,,,,,NCT01629836,0
493,NCT03230747,-,,,,,,NCT01627405,0
492,NCT03230877,-,,,,,,NCT01614925,0
491,NCT03233945,-,,,,,,NCT01613742,0
490,NCT03235791,-,,,,,,NCT01610505,0
489,NCT03236519,-,,,,,,NCT01610349,0
487,NCT03242148,-,,,,,,NCT01607606,0
474,NCT03329794,-,,,,,,NCT01604967,0
486,NCT03246503,-,,,,,,NCT01597271,0
485,NCT03251079,-,,,,,,NCT01591369,0
484,NCT03257410,-,,,,,,NCT01582386,0
483,NCT03267134,-,,,,,,NCT01575210,0
482,NCT03268265,-,,,,,,NCT01564589,0
481,NCT03268356,-,,,,,,NCT01560156,0
480,NCT03269097,-,,,,,,NCT01558609,0
479,NCT03272308,-,,,,,,NCT01556750,0
478,NCT03275532,-,,,,,,NCT01546831,0
477,NCT03299933,-,,,,,,NCT01546584,0
476,NCT03315117,-,,,,,,NCT01533831,0
500,NCT03148613,-,,,,,,NCT01533103,0
501,NCT03147820,-,,,,,,NCT01532752,0
502,NCT03147482,-,,,,,,NCT01532440,0
503,NCT03147417,-,,,,,,NCT01524263,0
526,NCT03124953,-,,,,,,NCT01515618,0
525,NCT03124992,-,,,,,,NCT01513512,0
524,NCT03125044,-,,,,,,NCT01499030,0
523,NCT03125096,-,,,,,,NCT01494376,0
522,NCT03125109,-,,,,,,NCT01480570,0
521,NCT03125122,-,,,,,,NCT01476826,0
520,NCT03125135,-,,,,,,NCT01473134,0
519,NCT03127488,-,,,,,,NCT01470079,0
518,NCT03127501,-,,,,,,NCT01464580,0
517,NCT03127527,-,,,,,,NCT01463618,0
516,NCT03127540,-,,,,,,NCT01462955,0
515,NCT03127566,-,,,,,,NCT01450540,0
514,NCT03128632,-,,,,,,NCT01443299,0
513,NCT03128840,-,,,,,,NCT01443286,0
512,NCT03129152,-,,,,,,NCT01442389,0
511,NCT03132350,-,,,,,,NCT01436669,0
510,NCT03132363,-,,,,,,NCT01436461,0
509,NCT03134989,-,,,,,,NCT01414491,0
508,NCT03138343,-,,,,,,NCT01414270,0
507,NCT03138369,-,,,,,,NCT01412112,0
506,NCT03142581,-,,,,,,NCT01408017,0
505,NCT03142594,-,,,,,,NCT01403584,0
504,NCT03143127,-,,,,,,NCT01392261,0
475,NCT03323515,-,,,,,,NCT01379794,0
473,NCT03336944,-,,,,,,NCT01374243,0
420,NCT03613363,-,,,,,,NCT01370785,0
433,NCT03560141,-,,,,,,NCT01367171,0
444,NCT03488238,-,,,,,,NCT01365689,0
443,NCT03488849,-,,,,,,NCT01358682,0
442,NCT03497910,-,,,,,,NCT01336868,0
441,NCT03500341,-,,,,,,NCT01313351,0
440,NCT03502200,-,,,,,,NCT01313195,0
439,NCT03508778,-,,,,,,NCT01311726,0
438,NCT03523208,-,,,,,,NCT01307709,0
437,NCT03525704,-,,,,,,NCT01297751,0
436,NCT03538561,-,,,,,,NCT01286792,0
435,NCT03540576,-,,,,,,NCT01258400,0
434,NCT03550807,-,,,,,,NCT01246115,0
432,NCT03564366,-,,,,,,NCT01240733,0
472,NCT03339388,-,,,,,,NCT01239576,0
431,NCT03574259,-,,,,,,NCT01234480,0
430,NCT03578302,-,,,,,,NCT01230398,0
429,NCT03586167,-,,,,,,NCT01201889,0
428,NCT03589911,-,,,,,,NCT01194752,0
427,NCT03599271,-,,,,,,NCT01194739,0
426,NCT03600194,-,,,,,,NCT01194726,0
425,NCT03601182,-,,,,,,NCT01183195,0
424,NCT03604432,-,,,,,,NCT01180257,0
423,NCT03604562,-,,,,,,NCT01171066,0
422,NCT03604900,-,,,,,,NCT01166607,0
421,NCT03611101,-,,,,,,NCT01164527,0
445,NCT03482297,-,,,,,,NCT01158963,0
446,NCT03477370,-,,,,,,NCT01150227,0
447,NCT03467204,-,,,,,,NCT01148251,0
448,NCT03465514,-,,,,,,NCT01147094,0
471,NCT03345017,-,,,,,,NCT01145651,0
470,NCT03345121,-,,,,,,NCT01145378,0
469,NCT03351192,-,,,,,,NCT01143116,0
468,NCT03366194,-,,,,,,NCT01140919,0
467,NCT03371160,-,,,,,,NCT01127347,0
466,NCT03372343,-,,,,,,NCT01112475,0
465,NCT03372434,-,,,,,,NCT01108822,0
464,NCT03384381,-,,,,,,NCT01106222,0
463,NCT03388138,-,,,,,,NCT01103869,0
462,NCT03408444,-,,,,,,NCT01100983,0
461,NCT03418545,-,,,,,,NCT01098682,0
460,NCT03421145,-,,,,,,NCT01097824,0
459,NCT03423251,-,,,,,,NCT01092871,0
458,NCT03431883,-,,,,,,NCT01077141,0
457,NCT03435211,-,,,,,,NCT01070992,0
456,NCT03435224,-,,,,,,NCT01067040,0
455,NCT03439189,-,,,,,,NCT01062464,0
454,NCT03441477,-,,,,,,NCT01062412,0
453,NCT03441880,-,,,,,,NCT01062217,0
452,NCT03441971,-,,,,,,NCT01057134,0
451,NCT03442842,-,,,,,,NCT01043497,0
450,NCT03451786,-,,,,,,NCT01039064,0
449,NCT03462576,-,,,,,,NCT01037439,0
748,NCT01721122,-,,,,,,NCT01030588,0
749,NCT01715454,-,,,,,,NCT01029028,0
750,NCT01700764,-,,,,,,NCT01022554,0
273,NCT04194307,-,,,,,,NCT01016236,0
262,NCT04211441,-,,,,,,NCT01008202,0
263,NCT04210622,-,,,,,,NCT01000454,0
264,NCT04207749,-,,,,,,NCT00993772,0
265,NCT04206839,-,,,,,,NCT00990483,0
266,NCT04206384,-,,,,,,NCT00990210,0
267,NCT04203745,-,,,,,,NCT00986908,0
268,NCT04202419,-,,,,,,NCT00981188,0
269,NCT04201340,-,,,,,,NCT00979498,0
270,NCT04200898,-,,,,,,NCT00979030,0
271,NCT04196907,-,,,,,,NCT00969748,0
272,NCT04195581,-,,,,,,NCT00968474,0
274,NCT04192630,-,,,,,,NCT00961519,0
287,NCT04153292,-,,,,,,NCT00960947,0
275,NCT04189913,-,,,,,,NCT00957632,0
276,NCT04189081,-,,,,,,NCT00957138,0
277,NCT04186806,-,,,,,,NCT00956618,0
278,NCT04184973,-,,,,,,NCT00955331,0
279,NCT04178720,-,,,,,,NCT00946075,0
280,NCT04177771,-,,,,,,NCT00944411,0
281,NCT04177212,-,,,,,,NCT00942942,0
282,NCT04176965,-,,,,,,NCT00935974,0
283,NCT04175340,-,,,,,,NCT00932789,0
284,NCT04166032,-,,,,,,NCT00924716,0
285,NCT04162652,-,,,,,,NCT00911040,0
261,NCT04219891,-,,,,,,NCT00906958,0
260,NCT04220060,-,,,,,,NCT00906815,0
259,NCT04223609,-,,,,,,NCT00906009,0
258,NCT04224155,-,,,,,,NCT00905749,0
237,NCT04303273,-,,,,,,NCT00903058,0
238,NCT04299386,-,,,,,,NCT00901667,0
239,NCT04299009,-,,,,,,NCT00900705,0
240,NCT04298359,-,,,,,,NCT00889746,0
241,NCT04296773,-,,,,,,NCT00878982,0
242,NCT04295499,-,,,,,,NCT00877916,0
243,NCT04287036,-,,,,,,NCT00865930,0
244,NCT04285541,-,,,,,,NCT00865735,0
245,NCT04281940,-,,,,,,NCT00863486,0
246,NCT04279522,-,,,,,,NCT00863447,0
247,NCT04277455,-,,,,,,NCT00858091,0
248,NCT04263532,-,,,,,,NCT00850434,0
249,NCT04252183,-,,,,,,NCT00850109,0
250,NCT04247581,-,,,,,,NCT00846820,0
251,NCT04244357,-,,,,,,NCT00843752,0
252,NCT04243369,-,,,,,,NCT00840619,0
253,NCT04243239,-,,,,,,NCT00824018,0
254,NCT04239885,-,,,,,,NCT00821769,0
255,NCT04237207,-,,,,,,NCT00820040,0
1038,NCT03952364,-,,,,,,NCT00819130,0
1037,NCT04047316,-,,,,,,NCT00818922,0
256,NCT04236869,-,,,,,,NCT00810498,0
257,NCT04230486,-,,,,,,NCT00810459,0
286,NCT04158466,-,,,,,,NCT00809406,0
1023,NCT02153996,-,,,,,,NCT00806052,0
235,NCT04306744,-,,,,,,NCT00802750,0
984,NCT00591513,-,,,,,,NCT00800891,0
995,NCT00542477,-,,,,,,NCT00799981,0
994,NCT00561847,-,,,,,,NCT00794534,0
993,NCT00576953,-,,,,,,NCT00791414,0
992,NCT00578487,-,,,,,,NCT00790621,0
991,NCT00578513,-,,,,,,NCT00789334,0
990,NCT00579176,-,,,,,,NCT00788450,0
989,NCT00586456,-,,,,,,NCT00788437,0
988,NCT00587509,-,,,,,,NCT00782119,0
987,NCT00587613,-,,,,,,NCT00781651,0
986,NCT00588601,-,,,,,,NCT00781222,0
985,NCT00589069,-,,,,,,NCT00780065,0
983,NCT00597571,-,,,,,,NCT00779623,0
288,NCT04152642,-,,,,,,NCT00777283,0
982,NCT00608647,-,,,,,,NCT00776893,0
981,NCT00615342,-,,,,,,NCT00776815,0
980,NCT00616226,-,,,,,,NCT00776152,0
979,NCT00617162,-,,,,,,NCT00773903,0
978,NCT00617630,-,,,,,,NCT00773721,0
977,NCT00630526,-,,,,,,NCT00769340,0
976,NCT00639340,-,,,,,,NCT00767910,0
975,NCT00653211,-,,,,,,NCT00766727,0
974,NCT00659139,-,,,,,,NCT00764491,0
973,NCT00660556,-,,,,,,NCT00764452,0
972,NCT00670137,-,,,,,,NCT00760643,0
996,NCT00529685,-,,,,,,NCT00759694,0
997,NCT00506220,-,,,,,,NCT00758979,0
998,NCT00448812,-,,,,,,NCT00758875,0
999,NCT00350259,-,,,,,,NCT00758095,0
289,NCT04151992,-,,,,,,NCT00756496,0
1020,NCT02889263,-,,,,,,NCT00754598,0
290,NCT04151290,-,,,,,,NCT00748917,0
291,NCT04141007,-,,,,,,NCT00748033,0
292,NCT04136158,-,,,,,,NCT00747266,0
293,NCT04134286,-,,,,,,NCT00739245,0
294,NCT04130490,-,,,,,,NCT00732264,0
295,NCT04127188,-,,,,,,NCT00732134,0
296,NCT04121754,-,,,,,,NCT00728702,0
297,NCT04119609,-,,,,,,NCT00727805,0
298,NCT04116879,-,,,,,,NCT00727688,0
299,NCT04116866,-,,,,,,NCT00726297,0
1011,NCT01211990,-,,,,,,NCT00726024,0
1010,NCT00026728,-,,,,,,NCT00725816,0
300,NCT04112784,-,,,,,,NCT00725699,0
301,NCT04112628,-,,,,,,NCT00716313,0
302,NCT04112134,-,,,,,,NCT00690742,0
303,NCT04106934,-,,,,,,NCT00681057,0
304,NCT04096495,-,,,,,,NCT00680251,0
305,NCT04087395,-,,,,,,NCT00678808,0
306,NCT04085328,-,,,,,,NCT00676546,0
307,NCT04083742,-,,,,,,NCT00676078,0
308,NCT04082078,-,,,,,,NCT00670137,0
236,NCT04305119,-,,,,,,NCT00660556,0
234,NCT04307446,-,,,,,,NCT00659139,0
970,NCT00676546,-,,,,,,NCT00653211,0
173,NCT04558632,-,,,,,,NCT00639340,0
164,NCT04585646,-,,,,,,NCT00630526,0
165,NCT04584788,-,,,,,,NCT00617630,0
166,NCT04584099,-,,,,,,NCT00617162,0
167,NCT04577898,-,,,,,,NCT00616226,0
168,NCT04577456,-,,,,,,NCT00615342,0
1100,NCT00328380,-,,,,,,NCT00608647,0
169,NCT04569253,-,,,,,,NCT00597571,0
1098,NCT03433131,-,,,,,,NCT00591513,0
170,NCT04567186,-,,,,,,NCT00589069,0
171,NCT04562532,-,,,,,,NCT00588601,0
172,NCT04558970,-,,,,,,NCT00587613,0
1094,NCT03266497,-,,,,,,NCT00587509,0
183,NCT04540913,-,,,,,,NCT00586456,0
174,NCT04558047,-,,,,,,NCT00579176,0
175,NCT04557917,-,,,,,,NCT00578513,0
1090,NCT00533975,-,,,,,,NCT00578487,0
176,NCT04557891,-,,,,,,NCT00576953,0
1088,NCT00413517,-,,,,,,NCT00561847,0
177,NCT04556968,-,,,,,,NCT00542477,0
178,NCT04556474,-,,,,,,NCT00529685,0
179,NCT04547920,-,,,,,,NCT00506220,0
180,NCT04547712,-,,,,,,NCT00448812,0
181,NCT04544670,-,,,,,,NCT00350259,0
182,NCT04542525,-,,,,,,,
163,NCT04586205,-,,,,,,,
162,NCT04589507,-,,,,,,,
161,NCT04593875,-,,,,,,,
160,NCT04599907,-,,,,,,,
84,NCT00573976,-,,,,,,,
88,NCT00413517,-,,,,,,,
90,NCT00533975,-,,,,,,,
1126,NCT00005171,-,,,,,,,
94,NCT03266497,-,,,,,,,
98,NCT03433131,-,,,,,,,
100,NCT00328380,-,,,,,,,
1120,NCT00245076,-,,,,,,,
11,NCT01211990,-,,,,,,,
1118,NCT00005455,-,,,,,,,
1115,NCT00054743,-,,,,,,,
10,NCT00026728,-,,,,,,,
113,NCT00005463,-,,,,,,,
1113,NCT00005463,-,,,,,,,
115,NCT00054743,-,,,,,,,
118,NCT00005455,-,,,,,,,
120,NCT00245076,-,,,,,,,
126,NCT00005171,-,,,,,,,
130,NCT00237263,-,,,,,,,
310,NCT04079842,-,,,,,,,
156,NCT03346603,-,,,,,,,
158,NCT04601103,-,,,,,,,
159,NCT04600856,-,,,,,,,
1084,NCT00573976,-,,,,,,,
184,NCT04537013,-,,,,,,,
233,NCT04310566,-,,,,,,,
222,NCT04338971,-,,,,,,,
212,NCT04419714,-,,,,,,,
213,NCT04409158,-,,,,,,,
214,NCT04403542,-,,,,,,,
215,NCT04400643,-,,,,,,,
1061,NCT03192891,-,,,,,,,
216,NCT04394546,-,,,,,,,
217,NCT04388787,-,,,,,,,
218,NCT04388722,-,,,,,,,
219,NCT04386785,-,,,,,,,
220,NCT04378764,-,,,,,,,
221,NCT04377438,-,,,,,,,
223,NCT04335981,-,,,,,,,
185,NCT04536168,-,,,,,,,
224,NCT04332640,-,,,,,,,
225,NCT04330001,-,,,,,,,
226,NCT04324593,-,,,,,,,
227,NCT04320823,-,,,,,,,
1051,NCT01283828,-,,,,,,,
1050,NCT03274726,-,,,,,,,
228,NCT04319887,-,,,,,,,
229,NCT04318132,-,,,,,,,
230,NCT04314947,-,,,,,,,
231,NCT04314700,-,,,,,,,
232,NCT04313725,-,,,,,,,
211,NCT04422990,-,,,,,,,
210,NCT04437615,-,,,,,,,
209,NCT04450108,-,,,,,,,
208,NCT04455854,-,,,,,,,
186,NCT04534764,-,,,,,,,
187,NCT04532099,-,,,,,,,
188,NCT04529616,-,,,,,,,
189,NCT04529109,-,,,,,,,
190,NCT04524247,-,,,,,,,
1076,NCT00007540,-,,,,,,,
191,NCT04523545,-,,,,,,,
192,NCT04513574,-,,,,,,,
193,NCT04510857,-,,,,,,,
194,NCT04508335,-,,,,,,,
195,NCT04502758,-,,,,,,,
196,NCT04501146,-,,,,,,,
197,NCT04500821,-,,,,,,,
198,NCT04499521,-,,,,,,,
199,NCT04496752,-,,,,,,,
200,NCT04493021,-,,,,,,,
201,NCT04488666,-,,,,,,,
202,NCT04483791,-,,,,,,,
203,NCT04476784,-,,,,,,,
204,NCT04474054,-,,,,,,,
205,NCT04469218,-,,,,,,,
206,NCT04466930,-,,,,,,,
207,NCT04455997,-,,,,,,,
971,NCT00676078,-,,,,,,,
969,NCT00678808,-,,,,,,,
751,NCT01697813,-,,,,,,,
819,NCT01297751,-,,,,,,,
830,NCT01194726,-,,,,,,,
829,NCT01194739,-,,,,,,,
828,NCT01194752,-,,,,,,,
827,NCT01201889,-,,,,,,,
826,NCT01230398,-,,,,,,,
825,NCT01234480,-,,,,,,,
824,NCT01239576,-,,,,,,,
823,NCT01240733,-,,,,,,,
822,NCT01246115,-,,,,,,,
821,NCT01258400,-,,,,,,,
820,NCT01286792,-,,,,,,,
818,NCT01307709,-,,,,,,,
805,NCT01408017,-,,,,,,,
817,NCT01311726,-,,,,,,,
816,NCT01313195,-,,,,,,,
815,NCT01313351,-,,,,,,,
814,NCT01336868,-,,,,,,,
813,NCT01358682,-,,,,,,,
812,NCT01365689,-,,,,,,,
811,NCT01367171,-,,,,,,,
810,NCT01370785,-,,,,,,,
809,NCT01374243,-,,,,,,,
808,NCT01379794,-,,,,,,,
807,NCT01392261,-,,,,,,,
831,NCT01183195,-,,,,,,,
832,NCT01180257,-,,,,,,,
833,NCT01171066,-,,,,,,,
834,NCT01166607,-,,,,,,,
857,NCT01062412,-,,,,,,,
856,NCT01062464,-,,,,,,,
855,NCT01067040,-,,,,,,,
854,NCT01070992,-,,,,,,,
853,NCT01077141,-,,,,,,,
852,NCT01092871,-,,,,,,,
851,NCT01097824,-,,,,,,,
850,NCT01098682,-,,,,,,,
849,NCT01100983,-,,,,,,,
848,NCT01103869,-,,,,,,,
847,NCT01106222,-,,,,,,,
846,NCT01108822,-,,,,,,,
845,NCT01112475,-,,,,,,,
844,NCT01127347,-,,,,,,,
843,NCT01140919,-,,,,,,,
842,NCT01143116,-,,,,,,,
841,NCT01145378,-,,,,,,,
840,NCT01145651,-,,,,,,,
839,NCT01147094,-,,,,,,,
838,NCT01148251,-,,,,,,,
837,NCT01150227,-,,,,,,,
836,NCT01158963,-,,,,,,,
835,NCT01164527,-,,,,,,,
806,NCT01403584,-,,,,,,,
804,NCT01412112,-,,,,,,,
859,NCT01057134,-,,,,,,,
764,NCT01614925,-,,,,,,,
775,NCT01560156,-,,,,,,,
774,NCT01564589,-,,,,,,,
773,NCT01575210,-,,,,,,,
772,NCT01582386,-,,,,,,,
771,NCT01591369,-,,,,,,,
770,NCT01597271,-,,,,,,,
769,NCT01604967,-,,,,,,,
768,NCT01607606,-,,,,,,,
767,NCT01610349,-,,,,,,,
766,NCT01610505,-,,,,,,,
765,NCT01613742,-,,,,,,,
763,NCT01627405,-,,,,,,,
803,NCT01414270,-,,,,,,,
762,NCT01629836,-,,,,,,,
761,NCT01630707,-,,,,,,,
760,NCT01640795,-,,,,,,,
759,NCT01643200,-,,,,,,,
758,NCT01652846,-,,,,,,,
757,NCT01658189,-,,,,,,,
756,NCT01660113,-,,,,,,,
755,NCT01662479,-,,,,,,,
754,NCT01670006,-,,,,,,,
753,NCT01674400,-,,,,,,,
752,NCT01697774,-,,,,,,,
776,NCT01558609,-,,,,,,,
777,NCT01556750,-,,,,,,,
778,NCT01546831,-,,,,,,,
779,NCT01546584,-,,,,,,,
802,NCT01414491,-,,,,,,,
801,NCT01436461,-,,,,,,,
800,NCT01436669,-,,,,,,,
799,NCT01442389,-,,,,,,,
798,NCT01443286,-,,,,,,,
797,NCT01443299,-,,,,,,,
796,NCT01450540,-,,,,,,,
795,NCT01462955,-,,,,,,,
794,NCT01463618,-,,,,,,,
793,NCT01464580,-,,,,,,,
792,NCT01470079,-,,,,,,,
791,NCT01473134,-,,,,,,,
790,NCT01476826,-,,,,,,,
789,NCT01480570,-,,,,,,,
788,NCT01494376,-,,,,,,,
787,NCT01499030,-,,,,,,,
786,NCT01513512,-,,,,,,,
785,NCT01515618,-,,,,,,,
784,NCT01524263,-,,,,,,,
783,NCT01532440,-,,,,,,,
782,NCT01532752,-,,,,,,,
781,NCT01533103,-,,,,,,,
780,NCT01533831,-,,,,,,,
858,NCT01062217,-,,,,,,,
860,NCT01043497,-,,,,,,,
968,NCT00680251,-,,,,,,,
929,NCT00782119,-,,,,,,,
940,NCT00769340,-,,,,,,,
939,NCT00773721,-,,,,,,,
938,NCT00773903,-,,,,,,,
937,NCT00776152,-,,,,,,,
936,NCT00776815,-,,,,,,,
935,NCT00776893,-,,,,,,,
934,NCT00777283,-,,,,,,,
933,NCT00779623,-,,,,,,,
932,NCT00780065,-,,,,,,,
931,NCT00781222,-,,,,,,,
930,NCT00781651,-,,,,,,,
928,NCT00788437,-,,,,,,,
915,NCT00818922,-,,,,,,,
927,NCT00788450,-,,,,,,,
926,NCT00789334,-,,,,,,,
925,NCT00790621,-,,,,,,,
924,NCT00791414,-,,,,,,,
923,NCT00794534,-,,,,,,,
922,NCT00799981,-,,,,,,,
921,NCT00800891,-,,,,,,,
920,NCT00802750,-,,,,,,,
919,NCT00806052,-,,,,,,,
918,NCT00809406,-,,,,,,,
917,NCT00810459,-,,,,,,,
941,NCT00767910,-,,,,,,,
942,NCT00766727,-,,,,,,,
943,NCT00764491,-,,,,,,,
944,NCT00764452,-,,,,,,,
967,NCT00681057,-,,,,,,,
966,NCT00690742,-,,,,,,,
965,NCT00716313,-,,,,,,,
964,NCT00725699,-,,,,,,,
963,NCT00725816,-,,,,,,,
962,NCT00726024,-,,,,,,,
961,NCT00726297,-,,,,,,,
960,NCT00727688,-,,,,,,,
959,NCT00727805,-,,,,,,,
958,NCT00728702,-,,,,,,,
957,NCT00732134,-,,,,,,,
956,NCT00732264,-,,,,,,,
955,NCT00739245,-,,,,,,,
954,NCT00747266,-,,,,,,,
953,NCT00748033,-,,,,,,,
952,NCT00748917,-,,,,,,,
951,NCT00754598,-,,,,,,,
950,NCT00756496,-,,,,,,,
949,NCT00758095,-,,,,,,,
948,NCT00758875,-,,,,,,,
947,NCT00758979,-,,,,,,,
946,NCT00759694,-,,,,,,,
945,NCT00760643,-,,,,,,,
916,NCT00810498,-,,,,,,,
914,NCT00819130,-,,,,,,,
861,NCT01039064,-,,,,,,,
874,NCT00979498,-,,,,,,,
885,NCT00944411,-,,,,,,,
884,NCT00946075,-,,,,,,,
883,NCT00955331,-,,,,,,,
882,NCT00956618,-,,,,,,,
881,NCT00957138,-,,,,,,,
880,NCT00957632,-,,,,,,,
879,NCT00960947,-,,,,,,,
878,NCT00961519,-,,,,,,,
877,NCT00968474,-,,,,,,,
876,NCT00969748,-,,,,,,,
875,NCT00979030,-,,,,,,,
873,NCT00981188,-,,,,,,,
913,NCT00820040,-,,,,,,,
872,NCT00986908,-,,,,,,,
871,NCT00990210,-,,,,,,,
870,NCT00990483,-,,,,,,,
869,NCT00993772,-,,,,,,,
868,NCT01000454,-,,,,,,,
867,NCT01008202,-,,,,,,,
866,NCT01016236,-,,,,,,,
865,NCT01022554,-,,,,,,,
864,NCT01029028,-,,,,,,,
863,NCT01030588,-,,,,,,,
862,NCT01037439,-,,,,,,,
886,NCT00942942,-,,,,,,,
887,NCT00935974,-,,,,,,,
888,NCT00932789,-,,,,,,,
889,NCT00924716,-,,,,,,,
912,NCT00821769,-,,,,,,,
911,NCT00824018,-,,,,,,,
910,NCT00840619,-,,,,,,,
909,NCT00843752,-,,,,,,,
908,NCT00846820,-,,,,,,,
907,NCT00850109,-,,,,,,,
906,NCT00850434,-,,,,,,,
905,NCT00858091,-,,,,,,,
904,NCT00863447,-,,,,,,,
903,NCT00863486,-,,,,,,,
902,NCT00865735,-,,,,,,,
901,NCT00865930,-,,,,,,,
900,NCT00877916,-,,,,,,,
899,NCT00878982,-,,,,,,,
898,NCT00889746,-,,,,,,,
897,NCT00900705,-,,,,,,,
896,NCT00901667,-,,,,,,,
895,NCT00903058,-,,,,,,,
894,NCT00905749,-,,,,,,,
893,NCT00906009,-,,,,,,,
892,NCT00906815,-,,,,,,,
891,NCT00906958,-,,,,,,,
890,NCT00911040,-,,,,,,,
1999,NCT00350259,-,,,,,,,
