NCTId,Attribute,Value
NCT02031991,101-200,1
NCT04075578,51-100,1
NCT02380833,0-50,1
NCT02813356,1001-10000,1
NCT00378430,101-200,1
NCT04406714,1001-10000,1
NCT01306968,51-100,1
NCT00208156,51-100,1
NCT00618956,201-500,1
NCT04468360,201-500,1
NCT00682994,501-1000,1
NCT01120509,51-100,1
NCT00128479,201-500,1
NCT01411839,0-50,1
NCT01603550,0-50,1
NCT01335412,10000plus,1
NCT00799058,101-200,1
NCT01720277,1001-10000,1
NCT00352729,0-50,1
NCT00936715,0-50,1
NCT03527654,201-500,1
NCT01815268,501-1000,1
NCT01688960,0-50,1
NCT00005483,0-50,1
NCT02817841,1001-10000,1
NCT02960568,501-1000,1
NCT00063778,0-50,1
NCT01517841,51-100,1
NCT00620867,201-500,1
NCT01982474,0-50,1
NCT03566264,10000plus,1
NCT02974244,1001-10000,1
NCT01382095,0-50,1
NCT04308746,201-500,1
NCT02498301,201-500,1
NCT01783652,101-200,1
NCT04001803,101-200,1
NCT00000157,0-50,1
NCT04125186,10000plus,1
NCT03174769,51-100,1
NCT01260324,10000plus,1
NCT03109002,10000plus,1
NCT01873417,201-500,1
NCT00005319,0-50,1
NCT02917057,1001-10000,1
NCT02375503,101-200,1
NCT02274389,0-50,1
NCT01841957,1001-10000,1
NCT01975818,201-500,1
NCT01152918,10000plus,1
NCT02863458,10000plus,1
NCT04394104,501-1000,1
NCT00004986,0-50,1
NCT04460911,0-50,1
NCT01419769,0-50,1
NCT04538482,101-200,1
NCT03964649,0-50,1
NCT04576832,201-500,1
NCT02455024,201-500,1
NCT04141228,10000plus,1
NCT03073343,0-50,1
NCT01605864,0-50,1
NCT03243305,1001-10000,1
NCT00002402,101-200,1
NCT01623544,1001-10000,1
NCT00291551,0-50,1
NCT03078751,51-100,1
NCT04560933,501-1000,1
NCT01782014,201-500,1
NCT03906006,0-50,1
NCT01540474,0-50,1
NCT02627001,0-50,1
NCT00154323,51-100,1
NCT02640677,0-50,1
NCT00414518,0-50,1
NCT00049439,51-100,1
NCT01024686,0-50,1
NCT04026321,0-50,1
NCT03291782,0-50,1
NCT02592941,0-50,1
NCT01538459,0-50,1
NCT02064413,101-200,1
NCT04342806,10000plus,1
NCT00232947,501-1000,1
NCT00170742,0-50,1
NCT03168854,0-50,1
NCT02097173,0-50,1
NCT04018001,1001-10000,1
NCT00996372,501-1000,1
NCT00154362,0-50,1
NCT03599739,1001-10000,1
NCT00639418,10000plus,1
NCT02874222,0-50,1
NCT02455804,51-100,1
NCT03202680,0-50,1
NCT02380274,1001-10000,1
NCT04582266,0-50,1
NCT01427673,101-200,1
NCT03845400,201-500,1
NCT01532622,0-50,1
NCT01570998,1001-10000,1
NCT02032459,1001-10000,1
NCT01161095,101-200,1
NCT02660073,0-50,1
NCT00339924,1001-10000,1
NCT00574600,0-50,1
NCT04542915,1001-10000,1
NCT01241136,101-200,1
NCT02891421,0-50,1
NCT02941042,0-50,1
NCT03180853,51-100,1
NCT01772823,101-200,1
NCT01769456,51-100,1
NCT00803387,0-50,1
NCT02543931,0-50,1
NCT04496414,0-50,1
NCT01375036,501-1000,1
NCT03467737,51-100,1
NCT00761631,1001-10000,1
NCT01423825,0-50,1
NCT02895997,0-50,1
NCT01333488,0-50,1
NCT03532230,101-200,1
NCT01157897,0-50,1
NCT01498640,51-100,1
NCT01713881,201-500,1
NCT00704067,0-50,1
NCT02273882,201-500,1
NCT01308437,101-200,1
NCT00996164,1001-10000,1
NCT04507204,201-500,1
NCT00277498,501-1000,1
NCT00444457,1001-10000,1
NCT01234103,501-1000,1
NCT02312037,0-50,1
NCT03807531,51-100,1
NCT00644631,201-500,1
NCT03674970,0-50,1
NCT00002298,0-50,1
NCT01888718,51-100,1
NCT02458092,0-50,1
NCT04074928,1001-10000,1
NCT01558583,1001-10000,1
NCT00410475,10000plus,1
NCT02064426,51-100,1
NCT00373958,501-1000,1
NCT03310580,0-50,1
NCT01161290,0-50,1
NCT00143026,101-200,1
NCT03893032,51-100,1
NCT00183807,0-50,1
NCT03491397,0-50,1
NCT01366924,0-50,1
NCT00130364,101-200,1
NCT03030430,101-200,1
NCT04349176,101-200,1
NCT04062968,201-500,1
NCT03451058,51-100,1
NCT03302611,101-200,1
NCT00713739,201-500,1
NCT04530136,101-200,1
NCT03940300,201-500,1
NCT01287351,10000plus,1
NCT02818413,0-50,1
NCT03615599,10000plus,1
NCT01369173,0-50,1
NCT02423551,51-100,1
NCT01406886,0-50,1
NCT00723008,0-50,1
NCT01241149,0-50,1
NCT01241123,51-100,1
NCT02340624,101-200,1
NCT01034813,0-50,1
NCT00593086,0-50,1
NCT00558701,0-50,1
NCT04396626,0-50,1
NCT02875288,51-100,1
NCT02418702,0-50,1
NCT02415309,101-200,1
NCT02403934,0-50,1
NCT02383979,101-200,1
NCT02378415,0-50,1
NCT02130323,0-50,1
NCT02105753,0-50,1
NCT01715220,51-100,1
NCT01668069,0-50,1
NCT01663558,0-50,1
NCT01605669,0-50,1
NCT01073124,51-100,1
NCT00134849,501-1000,1
NCT00134797,1001-10000,1
NCT04501419,501-1000,1
NCT00002434,0-50,1
NCT00002317,0-50,1
NCT00002103,0-50,1
NCT00002102,0-50,1
NCT00143221,201-500,1
NCT03525561,0-50,1
NCT04010162,1001-10000,1
NCT02679430,0-50,1
NCT03185728,1001-10000,1
NCT00328926,0-50,1
NCT04111263,0-50,1
NCT01890850,0-50,1
NCT00859105,201-500,1
NCT00751127,201-500,1
NCT02763020,0-50,1
NCT02636348,201-500,1
NCT01921153,0-50,1
NCT01913925,51-100,1
NCT01714479,0-50,1
NCT01292395,0-50,1
NCT01124903,0-50,1
NCT01166815,201-500,1
NCT04594109,0-50,1
NCT02920398,0-50,1
NCT02223338,101-200,1
NCT01007188,0-50,1
NCT00139581,0-50,1
NCT02327208,51-100,1
NCT00220779,101-200,1
NCT03043300,0-50,1
NCT03341754,51-100,1
NCT00121147,101-200,1
NCT02517671,0-50,1
NCT00219323,101-200,1
NCT02052310,1001-10000,1
NCT00220740,101-200,1
NCT00150059,0-50,1
NCT04155333,0-50,1
NCT04067401,1001-10000,1
NCT03839797,1001-10000,1
NCT01216982,201-500,1
NCT00137228,0-50,1
NCT00847483,201-500,1
NCT02105896,0-50,1
NCT00118651,201-500,1
NCT03530020,0-50,1
NCT04374201,0-50,1
NCT03693937,501-1000,1
NCT01632761,1001-10000,1
NCT04274959,0-50,1
NCT00263887,51-100,1
NCT00412295,0-50,1
NCT02794116,0-50,1
NCT00220805,51-100,1
NCT04017624,101-200,1
NCT04156373,201-500,1
NCT01954251,501-1000,1
NCT02207608,0-50,1
NCT04494490,1001-10000,1
NCT04073719,0-50,1
NCT02369614,0-50,1
NCT03088111,51-100,1
NCT04589416,51-100,1
NCT00121316,101-200,1
NCT02387203,51-100,1
NCT01808352,201-500,1
NCT00662012,201-500,1
NCT00232011,101-200,1
NCT00231998,201-500,1
NCT00657618,51-100,1
NCT00588796,0-50,1
NCT00490841,201-500,1
NCT04532788,101-200,1
NCT03614819,101-200,1
NCT01862653,0-50,1
NCT03321474,0-50,1
NCT04215328,0-50,1
NCT01992185,0-50,1
NCT01916629,0-50,1
NCT01374724,10000plus,1
NCT03215615,51-100,1
NCT01728142,101-200,1
NCT01728129,0-50,1
NCT03734237,10000plus,1
NCT02413710,0-50,1
NCT01599598,101-200,1
NCT04565860,101-200,1
NCT01278862,51-100,1
NCT01639053,1001-10000,1
NCT00001723,101-200,1
NCT01992172,0-50,1
NCT01198964,0-50,1
NCT00505414,101-200,1
NCT03788408,201-500,1
NCT00673465,0-50,1
NCT00494260,101-200,1
NCT00417599,201-500,1
NCT02175316,0-50,1
NCT02979613,201-500,1
NCT01857973,51-100,1
NCT02867059,0-50,1
NCT00191282,1001-10000,1
NCT00963690,0-50,1
NCT04163172,0-50,1
NCT00965302,0-50,1
NCT00413868,0-50,1
NCT02015390,0-50,1
NCT02478788,201-500,1
NCT02867358,201-500,1
NCT00857662,101-200,1
NCT03993002,0-50,1
NCT02654509,101-200,1
NCT02466750,201-500,1
NCT03479541,101-200,1
NCT00414011,0-50,1
NCT03969654,201-500,1
NCT03255161,101-200,1
NCT00299741,0-50,1
NCT03746847,0-50,1
NCT02178462,101-200,1
NCT00907972,0-50,1
NCT01061164,1001-10000,1
NCT01240902,1001-10000,1
NCT04453293,1001-10000,1
NCT02030522,101-200,1
NCT03237364,0-50,1
NCT02989103,10000plus,1
NCT02908932,501-1000,1
NCT00844493,0-50,1
NCT02940717,0-50,1
NCT02898779,0-50,1
NCT00539357,0-50,1
NCT01702857,51-100,1
NCT03713918,0-50,1
NCT01632917,0-50,1
NCT01675440,501-1000,1
NCT03904186,201-500,1
NCT03594292,0-50,1
NCT00289315,1001-10000,1
NCT00412087,501-1000,1
NCT02486770,0-50,1
NCT00652574,51-100,1
NCT00372606,501-1000,1
NCT03620786,51-100,1
NCT00006604,101-200,1
NCT00655811,0-50,1
NCT02496221,0-50,1
NCT02601469,0-50,1
NCT03430310,51-100,1
NCT02151955,101-200,1
NCT00068367,0-50,1
NCT02156336,0-50,1
NCT02406534,0-50,1
NCT02280733,10000plus,1
NCT03591510,51-100,1
NCT01190761,0-50,1
NCT02544334,51-100,1
NCT01190748,0-50,1
NCT00286390,101-200,1
NCT01322633,10000plus,1
NCT03981952,51-100,1
NCT02419157,0-50,1
NCT02394457,0-50,1
NCT01092910,51-100,1
NCT01422889,1001-10000,1
NCT00869713,201-500,1
NCT00787826,501-1000,1
NCT00584844,201-500,1
NCT00584805,101-200,1
NCT00584454,0-50,1
NCT00584194,201-500,1
NCT00582504,201-500,1
NCT00582088,201-500,1
NCT03140488,101-200,1
NCT01264952,0-50,1
NCT01792791,0-50,1
NCT00164619,1001-10000,1
NCT01465503,501-1000,1
NCT03875651,51-100,1
NCT02357381,201-500,1
NCT02045706,1001-10000,1
NCT02204176,201-500,1
NCT02921048,51-100,1
NCT01613001,10000plus,1
NCT03876665,51-100,1
NCT00809445,1001-10000,1
NCT00271999,101-200,1
NCT02829086,1001-10000,1
NCT00764322,501-1000,1
NCT00509444,101-200,1
NCT00642603,0-50,1
NCT01952028,0-50,1
NCT01002885,51-100,1
NCT00997503,1001-10000,1
NCT04218747,1001-10000,1
NCT03269331,101-200,1
NCT01342029,101-200,1
NCT03400475,0-50,1
NCT03495063,0-50,1
NCT03483623,0-50,1
NCT03276741,101-200,1
NCT02984943,0-50,1
NCT02009930,101-200,1
NCT01917643,1001-10000,1
NCT00775398,501-1000,1
NCT00805948,201-500,1
NCT00694174,51-100,1
NCT00880035,0-50,1
NCT01093885,0-50,1
NCT00938405,0-50,1
NCT04345757,101-200,1
NCT01921127,1001-10000,1
NCT01088503,10000plus,1
NCT02133586,51-100,1
NCT02140762,201-500,1
NCT03399461,0-50,1
NCT00290147,0-50,1
NCT02285777,101-200,1
NCT02195505,201-500,1
NCT02040025,0-50,1
NCT01858428,201-500,1
NCT00916695,201-500,1
NCT03867162,201-500,1
NCT03051386,201-500,1
NCT02386150,0-50,1
NCT02385825,0-50,1
NCT02092142,0-50,1
NCT02424383,1001-10000,1
NCT01714531,51-100,1
NCT01560754,101-200,1
NCT00197288,1001-10000,1
NCT01884090,201-500,1
NCT02223065,0-50,1
NCT03155841,501-1000,1
NCT02206750,0-50,1
NCT01981135,0-50,1
NCT00881478,101-200,1
NCT02348853,201-500,1
NCT01473771,1001-10000,1
NCT01494350,0-50,1
NCT00691184,51-100,1
NCT02425345,10000plus,1
NCT01148563,101-200,1
NCT00763724,10000plus,1
NCT00640692,0-50,1
NCT04369729,201-500,1
NCT01047735,51-100,1
NCT01651533,51-100,1
NCT02601092,51-100,1
NCT00971633,0-50,1
NCT00159484,51-100,1
NCT00183846,0-50,1
NCT03535272,201-500,1
NCT03713333,201-500,1
NCT04406441,1001-10000,1
NCT00183885,51-100,1
NCT00197054,201-500,1
NCT03700281,10000plus,1
NCT01538745,201-500,1
NCT02725905,1001-10000,1
NCT00183898,51-100,1
NCT00183742,0-50,1
NCT00159445,51-100,1
NCT00159432,51-100,1
NCT00183911,0-50,1
NCT00159471,0-50,1
NCT00183859,0-50,1
NCT02375256,0-50,1
NCT01908205,51-100,1
NCT00264758,201-500,1
NCT03912194,201-500,1
NCT00844532,101-200,1
NCT03261882,10000plus,1
NCT03395964,51-100,1
NCT02406391,201-500,1
NCT03566095,1001-10000,1
NCT00257816,0-50,1
NCT02279836,0-50,1
NCT02228850,0-50,1
NCT01294124,201-500,1
NCT00629330,51-100,1
NCT00633516,0-50,1
NCT02185898,51-100,1
NCT00667147,51-100,1
NCT00598247,0-50,1
NCT04382625,101-200,1
NCT03264898,1001-10000,1
NCT01108848,201-500,1
NCT02542046,501-1000,1
NCT03903588,51-100,1
NCT02617940,501-1000,1
NCT02963376,0-50,1
NCT03249675,0-50,1
NCT02911285,51-100,1
NCT02228967,501-1000,1
NCT02955238,501-1000,1
NCT00870987,51-100,1
NCT00871247,0-50,1
NCT00870480,0-50,1
NCT00733512,101-200,1
NCT03931395,201-500,1
NCT04054947,51-100,1
NCT01949844,0-50,1
NCT02016482,201-500,1
NCT04316819,1001-10000,1
NCT04283344,1001-10000,1
NCT04253743,1001-10000,1
NCT04098250,101-200,1
NCT04255251,101-200,1
NCT02209259,101-200,1
NCT04127058,0-50,1
NCT00485134,101-200,1
NCT02846116,0-50,1
NCT01618591,201-500,1
NCT02703051,51-100,1
NCT01557868,101-200,1
NCT03068949,101-200,1
NCT01207167,1001-10000,1
NCT01334541,501-1000,1
NCT00672074,101-200,1
NCT02296164,201-500,1
NCT00378131,51-100,1
NCT00267358,0-50,1
NCT01724619,0-50,1
NCT01524146,101-200,1
NCT02858973,0-50,1
NCT02723617,51-100,1
NCT03276247,10000plus,1
NCT00183872,0-50,1
NCT00342771,1001-10000,1
NCT02877147,10000plus,1
NCT04419883,51-100,1
NCT02287688,101-200,1
NCT02873013,10000plus,1
NCT01492517,0-50,1
NCT04274153,101-200,1
NCT03820414,51-100,1
NCT00832871,0-50,1
NCT00320970,0-50,1
NCT01378780,501-1000,1
NCT00116428,101-200,1
NCT00786786,501-1000,1
NCT02323438,101-200,1
NCT00128375,501-1000,1
NCT02963935,201-500,1
NCT01634126,1001-10000,1
NCT02142712,0-50,1
NCT02060513,1001-10000,1
NCT02195544,51-100,1
NCT03588364,0-50,1
NCT03293654,101-200,1
NCT03593356,501-1000,1
NCT02555527,10000plus,1
NCT00715026,0-50,1
NCT00785304,51-100,1
NCT04540081,10000plus,1
NCT01582802,201-500,1
NCT03866434,0-50,1
NCT01847560,10000plus,1
NCT02596399,0-50,1
NCT01555554,101-200,1
NCT01725087,1001-10000,1
NCT04049162,51-100,1
NCT04337762,10000plus,1
NCT04559698,51-100,1
NCT03512301,501-1000,1
NCT00606658,0-50,1
NCT01336361,201-500,1
NCT00065988,501-1000,1
NCT00722124,101-200,1
NCT01809639,0-50,1
NCT04407195,1001-10000,1
NCT01927276,0-50,1
NCT04504019,501-1000,1
NCT02964481,51-100,1
NCT02443090,101-200,1
NCT00001853,1001-10000,1
NCT01273220,10000plus,1
NCT03334175,0-50,1
NCT03338803,10000plus,1
NCT00632346,101-200,1
NCT03756025,0-50,1
NCT00585104,0-50,1
NCT01640171,51-100,1
NCT02610374,51-100,1
NCT02188329,10000plus,1
NCT02918435,1001-10000,1
NCT01596998,0-50,1
NCT01489644,51-100,1
NCT04604145,501-1000,1
NCT02556112,101-200,1
NCT01329679,0-50,1
NCT01043510,51-100,1
NCT01574677,0-50,1
NCT03814096,0-50,1
NCT00889772,201-500,1
NCT01205776,1001-10000,1
NCT01363037,0-50,1
NCT04550455,0-50,1
NCT02550886,0-50,1
NCT01966718,0-50,1
NCT01490658,51-100,1
NCT03659656,51-100,1
NCT04335812,101-200,1
NCT03575468,101-200,1
NCT00662415,0-50,1
NCT00555750,0-50,1
NCT02239627,0-50,1
NCT04459455,201-500,1
NCT01913353,201-500,1
NCT04047121,1001-10000,1
NCT03789721,501-1000,1
NCT01904500,0-50,1
NCT03536676,501-1000,1
NCT01381016,0-50,1
NCT03621826,1001-10000,1
NCT02005198,51-100,1
NCT03264131,0-50,1
NCT00432510,0-50,1
NCT03921294,0-50,1
NCT00976833,201-500,1
NCT00973674,0-50,1
NCT02835235,0-50,1
NCT04003454,10000plus,1
NCT01865123,101-200,1
NCT01487811,0-50,1
NCT02159092,0-50,1
NCT03096418,0-50,1
NCT01401244,0-50,1
NCT03947593,10000plus,1
NCT00822263,101-200,1
NCT00012701,1001-10000,1
NCT02568202,201-500,1
NCT02239926,0-50,1
NCT01782898,51-100,1
NCT00342927,1001-10000,1
NCT00833963,0-50,1
NCT00936000,0-50,1
NCT01605773,51-100,1
NCT02742532,51-100,1
NCT00211614,0-50,1
NCT03224416,101-200,1
NCT01950572,501-1000,1
NCT04201028,51-100,1
NCT00384579,0-50,1
NCT00384371,0-50,1
NCT00301444,0-50,1
NCT00245882,101-200,1
NCT00160472,101-200,1
NCT04417673,501-1000,1
NCT01632995,501-1000,1
NCT01125553,0-50,1
NCT00783497,201-500,1
NCT02672735,51-100,1
NCT03642847,101-200,1
NCT01846312,0-50,1
NCT01682902,0-50,1
NCT00873223,0-50,1
NCT00104455,51-100,1
NCT00218127,101-200,1
NCT01464099,0-50,1
NCT01121276,51-100,1
NCT03336567,0-50,1
NCT03711916,0-50,1
NCT03520426,0-50,1
NCT02098603,51-100,1
NCT01473953,0-50,1
NCT01198587,51-100,1
NCT00124696,0-50,1
NCT00580749,0-50,1
NCT03248141,0-50,1
NCT01511393,1001-10000,1
NCT01497600,0-50,1
NCT03511937,201-500,1
NCT03529214,1001-10000,1
NCT04073940,0-50,1
NCT01511185,0-50,1
NCT02186626,0-50,1
NCT01262339,0-50,1
NCT03642691,0-50,1
NCT03054597,0-50,1
NCT04349072,51-100,1
NCT03095807,0-50,1
NCT01781949,10000plus,1
NCT03763591,0-50,1
NCT03015207,51-100,1
NCT01569841,0-50,1
NCT01772602,10000plus,1
NCT00841165,0-50,1
NCT00931476,51-100,1
NCT01988532,201-500,1
NCT04136951,1001-10000,1
NCT03576755,0-50,1
NCT00519402,0-50,1
NCT01111201,0-50,1
NCT02915237,0-50,1
NCT00620282,0-50,1
NCT00095446,501-1000,1
NCT00264901,1001-10000,1
NCT01691378,0-50,1
NCT02870231,101-200,1
NCT02300844,51-100,1
NCT02639832,201-500,1
NCT02995915,0-50,1
NCT01576601,51-100,1
NCT00626379,1001-10000,1
NCT00056589,0-50,1
NCT01228058,1001-10000,1
NCT01900834,51-100,1
NCT01423383,10000plus,1
NCT03851744,0-50,1
NCT02568306,51-100,1
NCT01561950,51-100,1
NCT00137670,10000plus,1
NCT01563445,0-50,1
NCT01329939,0-50,1
NCT04526002,51-100,1
NCT00531661,501-1000,1
NCT02015156,101-200,1
NCT00101751,1001-10000,1
NCT03377569,0-50,1
NCT02958085,51-100,1
NCT01846858,0-50,1
NCT02047084,0-50,1
NCT01018238,0-50,1
NCT01321944,501-1000,1
NCT00494052,101-200,1
NCT02015546,51-100,1
NCT02056639,0-50,1
NCT00681200,101-200,1
NCT01932996,201-500,1
NCT03131544,0-50,1
NCT01075165,0-50,1
NCT00871468,51-100,1
NCT04478110,501-1000,1
NCT00065130,0-50,1
NCT01561937,101-200,1
NCT02269514,0-50,1
NCT01603342,0-50,1
NCT03775668,0-50,1
NCT00995410,201-500,1
NCT01436240,101-200,1
NCT03979209,0-50,1
NCT02586597,0-50,1
NCT04063709,51-100,1
NCT01943084,0-50,1
NCT00591448,0-50,1
NCT00333268,201-500,1
NCT00333203,201-500,1
NCT01520038,0-50,1
NCT03570320,0-50,1
NCT03542435,0-50,1
NCT03403621,0-50,1
NCT03973177,0-50,1
NCT02235961,101-200,1
NCT00995917,0-50,1
NCT00127699,201-500,1
NCT04146545,201-500,1
NCT03301298,0-50,1
NCT01561352,0-50,1
NCT01293604,51-100,1
NCT02415621,0-50,1
NCT00325533,1001-10000,1
NCT00833716,51-100,1
NCT01809288,101-200,1
NCT00797095,10000plus,1
NCT00097461,201-500,1
NCT02676635,101-200,1
NCT02997345,1001-10000,1
NCT00852904,1001-10000,1
NCT01516255,51-100,1
NCT01704768,1001-10000,1
NCT00889616,101-200,1
NCT01150279,1001-10000,1
NCT03105973,0-50,1
NCT03791580,51-100,1
NCT01349725,0-50,1
NCT00415415,1001-10000,1
NCT01554644,0-50,1
NCT00350337,51-100,1
NCT02922127,0-50,1
NCT03825783,0-50,1
NCT01953016,501-1000,1
NCT00296088,501-1000,1
NCT03272048,51-100,1
NCT03775954,101-200,1
NCT01099605,0-50,1
NCT01088178,0-50,1
NCT00967915,51-100,1
NCT00814905,201-500,1
NCT00573599,51-100,1
NCT00417001,201-500,1
NCT00416364,0-50,1
NCT02779231,201-500,1
NCT00620334,0-50,1
NCT02608853,1001-10000,1
NCT01617109,201-500,1
NCT00037219,101-200,1
NCT01268189,0-50,1
NCT00855153,0-50,1
NCT00464386,0-50,1
NCT00356837,201-500,1
NCT00137319,0-50,1
NCT00137254,0-50,1
NCT00137215,0-50,1
NCT00137202,0-50,1
NCT00137163,0-50,1
NCT02856802,101-200,1
NCT01317784,1001-10000,1
NCT00888745,51-100,1
NCT02873299,0-50,1
NCT02341079,0-50,1
NCT02115919,0-50,1
NCT01790477,101-200,1
NCT01591408,51-100,1
NCT00402129,0-50,1
NCT00142636,101-200,1
NCT01502345,0-50,1
NCT02682667,201-500,1
NCT03257436,501-1000,1
NCT01830712,0-50,1
NCT01402973,0-50,1
NCT01295684,51-100,1
NCT01293617,51-100,1
NCT01283672,0-50,1
NCT00942695,0-50,1
NCT00942656,101-200,1
NCT00942513,0-50,1
NCT00668447,51-100,1
NCT00659672,0-50,1
NCT01406366,0-50,1
NCT00366301,201-500,1
NCT03480854,501-1000,1
NCT00361673,1001-10000,1
NCT03126331,0-50,1
NCT01339390,1001-10000,1
NCT00269555,51-100,1
NCT02651714,101-200,1
NCT03149510,51-100,1
NCT01881503,0-50,1
NCT03118297,51-100,1
NCT00417573,0-50,1
NCT02116205,101-200,1
NCT02579057,0-50,1
NCT00753480,51-100,1
NCT02392364,0-50,1
NCT00000418,201-500,1
NCT01813227,51-100,1
NCT01591655,201-500,1
NCT00118898,1001-10000,1
NCT01149759,0-50,1
NCT01545232,501-1000,1
NCT01545570,51-100,1
NCT02052544,101-200,1
NCT03018119,0-50,1
NCT02115724,201-500,1
NCT01050959,0-50,1
NCT02248688,0-50,1
NCT03385057,0-50,1
NCT03985449,0-50,1
NCT00549991,1001-10000,1
NCT00380445,0-50,1
NCT00368732,1001-10000,1
NCT01924936,101-200,1
NCT00037206,0-50,1
NCT03265912,0-50,1
NCT00703508,51-100,1
NCT03407443,101-200,1
NCT02544035,501-1000,1
NCT00071175,1001-10000,1
NCT01888068,51-100,1
NCT02863081,0-50,1
NCT04359082,0-50,1
NCT03524690,0-50,1
NCT03372928,0-50,1
NCT03250234,0-50,1
NCT02731066,0-50,1
NCT02057094,51-100,1
NCT01100905,0-50,1
NCT00356707,10000plus,1
NCT04242173,0-50,1
NCT03596203,0-50,1
NCT00218517,0-50,1
NCT03764683,51-100,1
NCT00613600,0-50,1
NCT00277667,0-50,1
NCT00528814,501-1000,1
NCT02836418,0-50,1
NCT00344136,1001-10000,1
NCT00377702,10000plus,1
NCT00610480,0-50,1
NCT04303676,501-1000,1
NCT00127296,51-100,1
NCT00239915,0-50,1
NCT03153202,0-50,1
NCT00714168,201-500,1
NCT03506984,0-50,1
NCT00668941,101-200,1
NCT01505049,201-500,1
NCT00313001,201-500,1
NCT02748889,0-50,1
NCT04545333,501-1000,1
NCT01226862,501-1000,1
NCT00454415,10000plus,1
NCT03352219,201-500,1
NCT03480217,1001-10000,1
NCT03072511,0-50,1
NCT00278772,51-100,1
NCT01188473,0-50,1
NCT03009019,501-1000,1
NCT00929071,0-50,1
NCT01044108,101-200,1
NCT01617915,0-50,1
NCT02838368,501-1000,1
NCT03006276,501-1000,1
NCT00790803,0-50,1
NCT00710619,51-100,1
NCT04279392,0-50,1
NCT01327963,0-50,1
NCT00296101,201-500,1
NCT04571697,10000plus,1
NCT03005639,0-50,1
NCT00377208,201-500,1
NCT00160979,101-200,1
NCT02056652,101-200,1
NCT01999322,0-50,1
NCT04140695,101-200,1
NCT03568331,201-500,1
NCT00599014,201-500,1
NCT01532986,201-500,1
NCT03501992,1001-10000,1
NCT02557152,201-500,1
NCT00819013,51-100,1
NCT03833284,0-50,1
NCT03252951,201-500,1
NCT00542672,501-1000,1
NCT03311646,0-50,1
NCT03865303,10000plus,1
NCT04461184,0-50,1
NCT03711630,0-50,1
NCT02408029,201-500,1
NCT02050113,201-500,1
NCT00669045,10000plus,1
NCT01705288,101-200,1
NCT03964974,51-100,1
NCT00373009,1001-10000,1
NCT01750294,0-50,1
NCT02550366,0-50,1
NCT02698670,501-1000,1
NCT03323008,0-50,1
NCT02233192,0-50,1
NCT00282126,51-100,1
NCT02500836,501-1000,1
NCT01903291,201-500,1
NCT00895635,101-200,1
NCT04177472,101-200,1
NCT00578994,201-500,1
NCT01318772,0-50,1
NCT02349893,0-50,1
NCT01011634,0-50,1
NCT01699022,0-50,1
NCT02352259,0-50,1
NCT02291133,0-50,1
NCT01321892,51-100,1
NCT02161458,51-100,1
NCT00134927,501-1000,1
NCT00665665,101-200,1
NCT01589523,0-50,1
NCT02741284,101-200,1
NCT03973489,51-100,1
NCT04498481,0-50,1
NCT03269721,201-500,1
NCT03199794,0-50,1
NCT01354613,0-50,1
NCT01511640,0-50,1
NCT00954681,0-50,1
NCT03978234,0-50,1
NCT03342196,0-50,1
NCT03055429,201-500,1
NCT03922061,0-50,1
NCT00415558,0-50,1
NCT02572505,0-50,1
NCT02147418,0-50,1
NCT01630551,0-50,1
NCT01064011,0-50,1
NCT00563901,10000plus,1
NCT00827632,201-500,1
NCT01118585,201-500,1
NCT03341078,51-100,1
NCT01110538,1001-10000,1
NCT00379652,1001-10000,1
NCT00729560,0-50,1
NCT00142792,101-200,1
NCT03999099,0-50,1
NCT01050205,201-500,1
NCT01982149,0-50,1
NCT02859142,101-200,1
NCT00916539,51-100,1
NCT00797953,101-200,1
NCT01987115,51-100,1
NCT04275297,51-100,1
NCT03982602,0-50,1
NCT04326036,0-50,1
NCT03490188,101-200,1
NCT02323399,51-100,1
NCT02056340,101-200,1
NCT03429413,1001-10000,1
NCT02043574,51-100,1
NCT01438307,0-50,1
NCT03266939,0-50,1
NCT00225862,101-200,1
NCT03492229,51-100,1
NCT00204048,10000plus,1
NCT00661128,1001-10000,1
NCT00133198,201-500,1
NCT01585571,51-100,1
NCT04358900,101-200,1
NCT04598828,0-50,1
NCT00294060,1001-10000,1
NCT00338741,0-50,1
NCT01876667,101-200,1
NCT02516332,101-200,1
NCT03963375,0-50,1
NCT03844412,201-500,1
NCT02455011,51-100,1
NCT01716130,201-500,1
NCT03246126,0-50,1
NCT04371419,10000plus,1
NCT00363857,201-500,1
NCT04372108,1001-10000,1
NCT03400345,51-100,1
NCT03722589,501-1000,1
NCT01175122,0-50,1
NCT00307957,51-100,1
NCT00097838,51-100,1
NCT00123825,0-50,1
NCT01973153,51-100,1
NCT02069782,1001-10000,1
NCT03327831,0-50,1
NCT01517945,201-500,1
NCT03377621,0-50,1
NCT01009905,10000plus,1
NCT03877497,51-100,1
NCT00525083,0-50,1
NCT03411278,0-50,1
NCT00592371,201-500,1
NCT04211545,0-50,1
NCT02167386,201-500,1
NCT00007735,201-500,1
NCT01403428,0-50,1
NCT04256265,0-50,1
NCT01350336,201-500,1
NCT02364570,0-50,1
NCT01164644,0-50,1
NCT03597516,501-1000,1
NCT00218179,101-200,1
NCT02283918,201-500,1
NCT00865358,0-50,1
NCT00740337,51-100,1
