NCTId,Attribute,Value
NCT00005059,Drug,1
NCT00005064,Drug,1
NCT00005065,Drug,1
NCT00005065,Procedure,1
NCT00005065,Radiation,1
NCT00005066,Drug,1
NCT00005067,Drug,1
NCT00005072,Biological,1
NCT00005080,Drug,1
NCT00005085,Drug,1
NCT00005086,Drug,1
NCT00005087,Biological,1
NCT00005087,Drug,1
NCT00005087,Procedure,1
NCT00005087,Radiation,1
NCT00005089,Biological,1
NCT00005089,Drug,1
NCT00005089,Radiation,1
NCT00005090,Biological,1
NCT00005090,Drug,1
NCT00005090,Procedure,1
NCT00005092,Drug,1
NCT00005092,Procedure,1
NCT00005092,Radiation,1
NCT00005094,Drug,1
NCT00005094,Other,1
NCT00005095,Other,1
NCT00005095,Procedure,1
NCT00005096,Drug,1
NCT00005097,Drug,1
NCT00005113,Drug,1
NCT00005398,Other,1
NCT00005520,Drug,1
NCT00005576,Biological,1
NCT00005576,Drug,1
NCT00005577,Drug,1
NCT00005578,Biological,1
NCT00005578,Drug,1
NCT00005578,Radiation,1
NCT00005585,Drug,1
NCT00005592,Biological,1
NCT00005592,Radiation,1
NCT00005594,Drug,1
NCT00005596,Drug,1
NCT00005597,Drug,1
NCT00005601,Biological,1
NCT00005601,Drug,1
NCT00005602,Drug,1
NCT00005602,Radiation,1
NCT00005604,Biological,1
NCT00005604,Other,1
NCT00005610,Biological,1
NCT00005613,Drug,1
NCT00005615,Biological,1
NCT00005615,Radiation,1
NCT00005617,Biological,1
NCT00005617,Procedure,1
NCT00005622,Drug,1
NCT00005622,Radiation,1
NCT00005624,Drug,1
NCT00005626,Drug,1
NCT00005629,Biological,1
NCT00005632,Biological,1
NCT00005639,Drug,1
NCT00005640,Procedure,1
NCT00005640,Radiation,1
NCT00005646,Drug,1
NCT00005655,Biological,1
NCT00005669,Drug,1
NCT00005675,Drug,1
NCT00005713,Behavioral,1
NCT00005739,Behavioral,1
NCT00005772,Device,1
NCT00005773,Drug,1
NCT00005774,Drug,1
NCT00005775,Drug,1
NCT00005776,Drug,1
NCT00005777,Drug,1
NCT00005777,Procedure,1
NCT00005780,Biological,1
NCT00005780,Drug,1
NCT00005786,Drug,1
NCT00005786,Other,1
NCT00005792,Drug,1
NCT00005792,Procedure,1
NCT00005793,Drug,1
NCT00005796,Biological,1
NCT00005796,Drug,1
NCT00005796,Procedure,1
NCT00005797,Drug,1
NCT00005797,Radiation,1
NCT00005798,Drug,1
NCT00005799,Biological,1
NCT00005799,Drug,1
NCT00005799,Other,1
NCT00005799,Procedure,1
NCT00005799,Radiation,1
NCT00005800,Biological,1
NCT00005800,Drug,1
NCT00005800,Procedure,1
NCT00005803,Biological,1
NCT00005803,Drug,1
NCT00005803,Other,1
NCT00005803,Procedure,1
NCT00005803,Radiation,1
NCT00005807,Drug,1
NCT00005808,Drug,1
NCT00005808,Other,1
NCT00005808,Procedure,1
NCT00005810,Biological,1
NCT00005810,Drug,1
NCT00005811,Drug,1
NCT00005811,Other,1
NCT00005812,Drug,1
NCT00005817,Drug,1
NCT00005817,Other,1
NCT00005818,Drug,1
NCT00005818,Other,1
NCT00005820,Drug,1
NCT00005828,DietarySupplement,1
NCT00005830,Drug,1
NCT00005830,Radiation,1
NCT00005831,Biological,1
NCT00005831,Drug,1
NCT00005831,Other,1
NCT00005832,Drug,1
NCT00005833,Drug,1
NCT00005834,Biological,1
NCT00005834,Drug,1
NCT00005838,Drug,1
NCT00005838,Other,1
NCT00005838,Radiation,1
NCT00005840,Drug,1
NCT00005840,Radiation,1
NCT00005842,Biological,1
NCT00005842,Drug,1
NCT00005843,Drug,1
NCT00005845,Drug,1
NCT00005845,Other,1
NCT00005849,Drug,1
NCT00005850,Drug,1
NCT00005851,Biological,1
NCT00005851,Drug,1
NCT00005851,Other,1
NCT00005851,Procedure,1
NCT00005851,Radiation,1
NCT00005856,Drug,1
NCT00005856,Other,1
NCT00005858,Biological,1
NCT00005862,Drug,1
NCT00005866,Drug,1
NCT00005866,Procedure,1
NCT00005866,Radiation,1
NCT00005879,Drug,1
NCT00005881,Other,1
NCT00005901,Drug,1
NCT00005906,Drug,1
NCT00005908,Drug,1
NCT00005922,Behavioral,1
NCT00005922,Drug,1
NCT00005922,Other,1
NCT00005937,Drug,1
NCT00005940,Drug,1
NCT00005940,Other,1
NCT00005940,Procedure,1
NCT00005940,Radiation,1
NCT00005942,Drug,1
NCT00005942,Other,1
NCT00005945,Drug,1
NCT00005945,Radiation,1
NCT00005947,Biological,1
NCT00005949,Biological,1
NCT00005949,Other,1
NCT00005950,Drug,1
NCT00005961,Drug,1
NCT00005963,Drug,1
NCT00005964,Biological,1
NCT00005964,Drug,1
NCT00005967,Drug,1
NCT00005970,Biological,1
NCT00005970,Drug,1
NCT00005970,Other,1
NCT00005972,Drug,1
NCT00005973,Drug,1
NCT00005973,Other,1
NCT00005976,Drug,1
NCT00005977,Biological,1
NCT00005977,Drug,1
NCT00005982,Drug,1
NCT00005982,Other,1
NCT00005984,Drug,1
NCT00005984,Procedure,1
NCT00005988,Drug,1
NCT00005988,Procedure,1
NCT00005988,Radiation,1
NCT00006001,Drug,1
NCT00006002,Drug,1
NCT00006003,Drug,1
NCT00006003,Other,1
NCT00006006,Biological,1
NCT00006006,Drug,1
NCT00006007,Drug,1
NCT00006010,Drug,1
NCT00006011,Biological,1
NCT00006011,Drug,1
NCT00006012,Biological,1
NCT00006012,Drug,1
NCT00006012,Radiation,1
NCT00006014,Drug,1
NCT00006015,Biological,1
NCT00006015,Drug,1
NCT00006016,Drug,1
NCT00006016,Other,1
NCT00006017,Drug,1
NCT00006024,Drug,1
NCT00006029,Drug,1
NCT00006031,Procedure,1
NCT00006034,Biological,1
NCT00006034,Drug,1
NCT00006047,Drug,1
NCT00006079,Drug,1
NCT00006079,Other,1
NCT00006081,Drug,1
NCT00006083,Drug,1
NCT00006083,Other,1
NCT00006089,Biological,1
NCT00006089,Other,1
NCT00006092,Drug,1
NCT00006094,Drug,1
NCT00006094,Radiation,1
NCT00006095,Drug,1
NCT00006101,Drug,1
NCT00006102,Drug,1
NCT00006105,Drug,1
NCT00006105,Procedure,1
NCT00006107,Drug,1
NCT00006107,Procedure,1
NCT00006107,Radiation,1
NCT00006110,Biological,1
NCT00006110,Drug,1
NCT00006110,Procedure,1
NCT00006124,Drug,1
NCT00006125,Drug,1
NCT00006151,Behavioral,1
NCT00006156,Drug,1
NCT00006156,Other,1
NCT00006164,Drug,1
NCT00006170,Behavioral,1
NCT00006170,Drug,1
NCT00006172,Device,1
NCT00006178,Drug,1
NCT00006184,Biological,1
NCT00006184,Drug,1
NCT00006205,Drug,1
NCT00006213,Drug,1
NCT00006213,Other,1
NCT00006214,Drug,1
NCT00006214,Other,1
NCT00006220,Drug,1
NCT00006221,Drug,1
NCT00006222,Drug,1
NCT00006226,Drug,1
NCT00006226,Other,1
NCT00006227,Drug,1
NCT00006228,Biological,1
NCT00006228,Other,1
NCT00006229,Drug,1
NCT00006237,Biological,1
NCT00006237,Drug,1
NCT00006242,Drug,1
NCT00006242,Other,1
NCT00006243,Biological,1
NCT00006243,Other,1
NCT00006244,Biological,1
NCT00006244,Drug,1
NCT00006244,Procedure,1
NCT00006251,Biological,1
NCT00006251,Drug,1
NCT00006251,Other,1
NCT00006251,Procedure,1
NCT00006251,Radiation,1
NCT00006252,Biological,1
NCT00006252,Drug,1
NCT00006253,Behavioral,1
NCT00006265,Biological,1
NCT00006265,Drug,1
NCT00006289,Drug,1
NCT00006294,Drug,1
NCT00006341,Other,1
NCT00006348,Drug,1
NCT00006348,Other,1
NCT00006349,DietarySupplement,1
NCT00006349,Drug,1
NCT00006349,Other,1
NCT00006359,Drug,1
NCT00006359,Radiation,1
NCT00006363,Biological,1
NCT00006363,Drug,1
NCT00006363,Other,1
NCT00006363,Procedure,1
NCT00006364,Drug,1
NCT00006364,Other,1
NCT00006365,Radiation,1
NCT00006371,Drug,1
NCT00006373,Drug,1
NCT00006373,Procedure,1
NCT00006386,Drug,1
NCT00006386,Radiation,1
NCT00006388,Drug,1
NCT00006388,Radiation,1
NCT00006389,Drug,1
NCT00006389,Other,1
NCT00006392,Drug,1
NCT00006392,Other,1
NCT00006398,Drug,1
NCT00006400,Drug,1
NCT00006401,Drug,1
NCT00006401,Other,1
NCT00006411,Other,1
NCT00006436,Biological,1
NCT00006436,Drug,1
NCT00006441,Drug,1
NCT00006461,Drug,1
NCT00006461,Procedure,1
NCT00006461,Radiation,1
NCT00006462,Drug,1
NCT00006463,Drug,1
NCT00006467,Drug,1
NCT00006469,Drug,1
NCT00006469,Procedure,1
NCT00006469,Radiation,1
NCT00006471,Drug,1
NCT00006472,Drug,1
NCT00006472,Procedure,1
NCT00006472,Radiation,1
NCT00006473,Drug,1
NCT00006483,Biological,1
NCT00006486,Drug,1
NCT00006486,Other,1
NCT00006487,Drug,1
NCT00006487,Radiation,1
NCT00006489,Behavioral,1
NCT00006489,Drug,1
NCT00006501,Procedure,1
NCT00006505,Drug,1
NCT00006517,Device,1
NCT00006604,Drug,1
NCT00006695,Drug,1
NCT00006695,Procedure,1
NCT00006695,Radiation,1
NCT00006708,Biological,1
NCT00006708,Drug,1
NCT00006721,Biological,1
NCT00006721,Drug,1
NCT00006721,Radiation,1
NCT00006734,Biological,1
NCT00006734,Drug,1
NCT00006734,Procedure,1
NCT00006734,Radiation,1
NCT00006747,Drug,1
NCT00006747,Procedure,1
NCT00006760,Biological,1
NCT00006760,Drug,1
NCT00006773,Drug,1
NCT00006890,Drug,1
NCT00006916,Biological,1
NCT00006916,Device,1
NCT00006916,Radiation,1
NCT00006929,Drug,1
NCT00006929,Other,1
NCT00006942,Drug,1
NCT00006942,Other,1
NCT00006994,DietarySupplement,1
NCT00006994,Drug,1
NCT00006994,Radiation,1
NCT00007007,Procedure,1
NCT00007020,Drug,1
NCT00007150,Procedure,1
NCT00007267,Behavioral,1
NCT00007345,Drug,1
NCT00007358,Drug,1
NCT00007475,Drug,1
NCT00007475,Procedure,1
NCT00007501,Biological,1
NCT00007605,Drug,1
NCT00007631,Drug,1
NCT00007631,Other,1
NCT00007644,Procedure,1
NCT00007657,Procedure,1
NCT00007683,Drug,1
NCT00007761,Behavioral,1
NCT00007774,Drug,1
NCT00007787,Biological,1
NCT00007787,Drug,1
NCT00007813,Biological,1
NCT00007813,Drug,1
NCT00007813,Procedure,1
NCT00007852,Biological,1
NCT00007852,Drug,1
NCT00007852,Procedure,1
NCT00007878,Drug,1
NCT00007878,Other,1
NCT00007904,Biological,1
NCT00007904,Drug,1
NCT00007904,Procedure,1
NCT00007904,Radiation,1
NCT00007917,Drug,1
NCT00008177,Drug,1
NCT00008177,Other,1
NCT00008177,Procedure,1
NCT00008177,Radiation,1
NCT00008216,Procedure,1
NCT00008320,Drug,1
NCT00008333,Drug,1
NCT00008346,DiagnosticTest,1
NCT00008385,Drug,1
NCT00008385,Other,1
NCT00008411,Drug,1
NCT00008450,Drug,1
NCT00008450,Other,1
NCT00008450,Procedure,1
NCT00008450,Radiation,1
NCT00008697,Drug,1
NCT00009217,Drug,1
NCT00009620,Drug,1
NCT00009646,Drug,1
NCT00009698,Biological,1
NCT00009737,Drug,1
NCT00009789,Radiation,1
NCT00009867,Drug,1
NCT00009893,Drug,1
NCT00009906,Drug,1
NCT00009919,Drug,1
NCT00009945,Drug,1
NCT00009958,Biological,1
NCT00009958,Other,1
NCT00009971,Drug,1
NCT00009984,Drug,1
NCT00010192,Biological,1
NCT00010192,Other,1
NCT00010205,Drug,1
NCT00010205,Other,1
NCT00010218,Drug,1
NCT00010257,Drug,1
NCT00010335,Device,1
NCT00010335,Procedure,1
NCT00010374,Device,1
NCT00010439,Drug,1
NCT00010608,Behavioral,1
NCT00010803,Drug,1
NCT00011193,Behavioral,1
NCT00011362,Drug,1
NCT00011414,Drug,1
NCT00011531,Procedure,1
NCT00011570,Device,1
NCT00011583,Device,1
NCT00011713,Other,1
NCT00011986,Drug,1
NCT00011986,Procedure,1
NCT00011999,Drug,1
NCT00011999,Procedure,1
NCT00011999,Radiation,1
NCT00012012,Drug,1
NCT00012012,Radiation,1
NCT00012025,Drug,1
NCT00012064,Biological,1
NCT00012116,Drug,1
NCT00012181,Drug,1
NCT00012181,Other,1
NCT00012194,Drug,1
NCT00012194,Other,1
NCT00012220,Drug,1
NCT00012259,Drug,1
NCT00012298,Biological,1
NCT00012350,Drug,1
NCT00012363,Drug,1
NCT00012376,Biological,1
NCT00012376,Drug,1
NCT00012376,Other,1
NCT00012597,Procedure,1
NCT00012610,Procedure,1
NCT00012636,Procedure,1
NCT00012662,Behavioral,1
NCT00012688,Drug,1
NCT00012688,Procedure,1
NCT00012714,Behavioral,1
NCT00012727,Procedure,1
NCT00012740,Behavioral,1
NCT00012753,Procedure,1
NCT00012766,Behavioral,1
NCT00012779,Behavioral,1
NCT00012792,Behavioral,1
NCT00012805,Procedure,1
NCT00012818,Behavioral,1
NCT00012844,Device,1
NCT00012844,Procedure,1
NCT00012857,Drug,1
NCT00012870,Behavioral,1
NCT00012883,Behavioral,1
NCT00012896,Behavioral,1
NCT00012909,Behavioral,1
NCT00012922,Behavioral,1
NCT00012935,Behavioral,1
NCT00012948,Procedure,1
NCT00012974,Behavioral,1
NCT00012974,Procedure,1
NCT00012987,Behavioral,1
NCT00013000,Behavioral,1
NCT00013013,Procedure,1
NCT00013026,Behavioral,1
NCT00013039,Behavioral,1
NCT00013052,Behavioral,1
NCT00013078,Procedure,1
NCT00013091,Behavioral,1
NCT00013117,Behavioral,1
NCT00013130,Behavioral,1
NCT00013143,Behavioral,1
NCT00013156,Procedure,1
NCT00013169,Behavioral,1
NCT00013182,Behavioral,1
NCT00013195,Behavioral,1
NCT00013208,Behavioral,1
NCT00013221,Behavioral,1
NCT00013234,Procedure,1
NCT00013247,Behavioral,1
NCT00013260,Procedure,1
NCT00013390,Procedure,1
NCT00013481,Procedure,1
NCT00013533,Procedure,1
NCT00013611,Drug,1
NCT00014079,Genetic,1
NCT00014131,Biological,1
NCT00014144,Drug,1
NCT00014170,Drug,1
NCT00014170,Other,1
NCT00014170,Procedure,1
NCT00014196,Drug,1
NCT00014196,Radiation,1
NCT00014222,Biological,1
NCT00014222,Drug,1
NCT00014235,Drug,1
NCT00014235,Other,1
NCT00014235,Procedure,1
NCT00014235,Radiation,1
NCT00014378,Drug,1
NCT00014495,Biological,1
NCT00014495,Drug,1
NCT00014495,Radiation,1
NCT00014534,Biological,1
NCT00014534,Drug,1
NCT00014560,Biological,1
NCT00014911,Drug,1
NCT00014911,Procedure,1
NCT00015210,Behavioral,1
NCT00015210,Drug,1
NCT00015340,Drug,1
NCT00015457,Drug,1
NCT00015821,Drug,1
NCT00015821,Other,1
NCT00015834,Drug,1
NCT00015873,Drug,1
NCT00015912,Biological,1
NCT00015912,Drug,1
NCT00015912,Other,1
NCT00015938,Biological,1
NCT00015938,Drug,1
NCT00015964,Drug,1
NCT00015977,Biological,1
NCT00015990,Drug,1
NCT00015990,Other,1
NCT00016016,Drug,1
NCT00016016,Other,1
NCT00016094,Biological,1
NCT00016094,Other,1
NCT00016107,Biological,1
NCT00016107,Drug,1
NCT00016107,Other,1
NCT00016146,Biological,1
NCT00016276,Biological,1
NCT00016276,Drug,1
NCT00016276,Other,1
NCT00016276,Procedure,1
NCT00016276,Radiation,1
NCT00016289,Biological,1
NCT00016302,Drug,1
NCT00016302,Other,1
NCT00016302,Radiation,1
NCT00016315,Drug,1
NCT00016315,Radiation,1
NCT00016328,Drug,1
NCT00016328,Other,1
NCT00016354,Drug,1
NCT00016367,Biological,1
NCT00016367,Drug,1
NCT00016406,Biological,1
NCT00016406,Drug,1
NCT00016406,Procedure,1
NCT00016432,Drug,1
NCT00016523,Drug,1
NCT00016718,Drug,1
NCT00016835,Procedure,1
NCT00016913,Drug,1
NCT00016913,Radiation,1
NCT00016952,Drug,1
NCT00016978,Drug,1
NCT00017004,Biological,1
NCT00017004,Drug,1
NCT00017004,Radiation,1
NCT00017121,Biological,1
NCT00017147,Drug,1
NCT00017147,Radiation,1
NCT00017173,Biological,1
NCT00017173,Drug,1
NCT00017173,Procedure,1
NCT00017173,Radiation,1
NCT00017186,Drug,1
NCT00017238,Drug,1
NCT00017238,Other,1
NCT00017251,Biological,1
NCT00017251,Drug,1
NCT00017251,Other,1
NCT00017316,Drug,1
NCT00017368,Biological,1
NCT00017368,Drug,1
NCT00017368,Procedure,1
NCT00017368,Radiation,1
NCT00017381,Biological,1
NCT00017381,Drug,1
NCT00017381,Procedure,1
NCT00017381,Radiation,1
NCT00017394,Biological,1
NCT00017394,Drug,1
NCT00017394,Other,1
NCT00017472,Biological,1
NCT00017472,Other,1
NCT00017563,Drug,1
NCT00017563,Procedure,1
NCT00017953,Behavioral,1
NCT00018031,Drug,1
NCT00018057,Behavioral,1
NCT00018096,Biological,1
NCT00018148,Drug,1
NCT00018174,Behavioral,1
NCT00018174,Drug,1
NCT00018200,Drug,1
NCT00018356,Drug,1
NCT00018356,Procedure,1
NCT00018616,Behavioral,1
NCT00018655,Behavioral,1
NCT00018694,Drug,1
NCT00018824,Drug,1
NCT00018902,Behavioral,1
NCT00018902,Drug,1
NCT00019604,Procedure,1
NCT00019604,Radiation,1
NCT00019682,Biological,1
NCT00019682,Drug,1
NCT00019682,Other,1
NCT00019708,Drug,1
NCT00019747,Drug,1
NCT00019747,Other,1
NCT00019747,Procedure,1
NCT00020566,Biological,1
NCT00020566,Drug,1
NCT00020566,Procedure,1
NCT00020566,Radiation,1
NCT00020670,Biological,1
NCT00020683,Drug,1
NCT00020683,Other,1
NCT00020709,Drug,1
NCT00020709,Other,1
NCT00020709,Radiation,1
NCT00020722,Biological,1
NCT00020722,Drug,1
NCT00020722,Procedure,1
NCT00020735,Drug,1
NCT00020735,Procedure,1
NCT00020761,Drug,1
NCT00020787,Biological,1
NCT00020787,Drug,1
NCT00020878,Drug,1
NCT00020943,Biological,1
NCT00020943,Drug,1
NCT00020943,Procedure,1
NCT00021060,Biological,1
NCT00021060,Drug,1
NCT00021060,Other,1
NCT00021073,Drug,1
NCT00021099,Drug,1
NCT00021151,Biological,1
NCT00021216,Drug,1
NCT00021216,Other,1
NCT00021229,Drug,1
NCT00021229,Radiation,1
NCT00021242,Drug,1
NCT00021255,Drug,1
NCT00021398,Drug,1
NCT00021398,Procedure,1
NCT00021398,Radiation,1
NCT00021541,Drug,1
NCT00021541,Other,1
NCT00021814,Drug,1
NCT00021866,Behavioral,1
NCT00022087,DietarySupplement,1
NCT00022087,Drug,1
NCT00022113,Drug,1
NCT00022113,Other,1
NCT00022126,Drug,1
NCT00022126,Procedure,1
NCT00022126,Radiation,1
NCT00022139,Drug,1
NCT00022139,Procedure,1
NCT00022139,Radiation,1
NCT00022152,Drug,1
NCT00022334,Biological,1
NCT00022399,Drug,1
NCT00022412,DietarySupplement,1
NCT00022412,Procedure,1
NCT00022477,Drug,1
NCT00022490,Drug,1
NCT00022529,Biological,1
NCT00022529,Drug,1
NCT00022529,Other,1
NCT00022542,Drug,1
NCT00022555,Drug,1
NCT00022581,Drug,1
NCT00022581,Other,1
NCT00022633,Drug,1
NCT00022646,Drug,1
NCT00022659,Biological,1
NCT00022659,Other,1
NCT00022672,Drug,1
NCT00022698,Drug,1
NCT00022711,Drug,1
NCT00022737,Biological,1
NCT00022737,Drug,1
NCT00022737,Procedure,1
NCT00022737,Radiation,1
NCT00022776,Procedure,1
NCT00022854,Procedure,1
NCT00022971,Biological,1
NCT00023205,Behavioral,1
NCT00023231,Drug,1
NCT00023244,Drug,1
NCT00023283,Drug,1
NCT00023309,Drug,1
NCT00023322,Drug,1
NCT00023374,Drug,1
NCT00023452,Drug,1
NCT00023504,Biological,1
NCT00023543,Behavioral,1
NCT00023595,Drug,1
NCT00023595,Procedure,1
NCT00023634,Biological,1
NCT00023647,Biological,1
NCT00023673,Drug,1
NCT00023673,Radiation,1
NCT00023686,Procedure,1
NCT00023686,Radiation,1
NCT00023712,Drug,1
NCT00023712,Other,1
NCT00023751,Drug,1
NCT00023751,Procedure,1
NCT00023751,Radiation,1
NCT00023764,Drug,1
NCT00023920,Biological,1
NCT00023920,Drug,1
NCT00023933,Drug,1
NCT00023946,Drug,1
NCT00023946,Other,1
NCT00023959,Biological,1
NCT00023959,Drug,1
NCT00023959,Other,1
NCT00023959,Radiation,1
NCT00023998,Biological,1
NCT00023998,Drug,1
NCT00023998,Other,1
NCT00023998,Procedure,1
NCT00023998,Radiation,1
NCT00024011,Drug,1
NCT00024011,Other,1
NCT00024024,Drug,1
NCT00024089,Drug,1
NCT00024102,Drug,1
NCT00024154,Biological,1
NCT00024154,Drug,1
NCT00024154,Other,1
NCT00024167,Drug,1
NCT00024167,Radiation,1
NCT00024206,Drug,1
NCT00024206,Other,1
NCT00024258,Drug,1
NCT00024466,Biological,1
NCT00024466,Procedure,1
NCT00024518,Drug,1
NCT00024518,Other,1
NCT00025025,Other,1
NCT00025038,Biological,1
NCT00025038,Drug,1
NCT00025038,Other,1
NCT00025038,Procedure,1
NCT00025038,Radiation,1
NCT00025155,Drug,1
NCT00025207,Drug,1
NCT00025207,Other,1
NCT00025220,Drug,1
NCT00025220,Other,1
NCT00025233,Biological,1
NCT00025233,Other,1
NCT00025246,Drug,1
NCT00025246,Other,1
NCT00025259,Biological,1
NCT00025259,Drug,1
NCT00025259,Radiation,1
NCT00025337,Biological,1
NCT00025337,Drug,1
NCT00025363,Biological,1
NCT00025363,Drug,1
NCT00025363,Other,1
NCT00025376,Drug,1
NCT00025376,Procedure,1
NCT00025389,Biological,1
NCT00025389,Drug,1
NCT00025389,Procedure,1
NCT00025415,Drug,1
NCT00025415,Other,1
NCT00025467,Drug,1
NCT00025467,Other,1
NCT00025506,Drug,1
NCT00025506,Other,1
NCT00025584,Drug,1
NCT00025584,Other,1
NCT00025662,Drug,1
NCT00025675,Drug,1
NCT00025883,Drug,1
NCT00026091,Drug,1
NCT00026091,Other,1
NCT00026104,Drug,1
NCT00026104,Radiation,1
NCT00026117,Drug,1
NCT00026117,Other,1
NCT00026130,Drug,1
NCT00026130,Radiation,1
NCT00026143,Biological,1
NCT00026143,Other,1
NCT00026169,Drug,1
NCT00026169,Other,1
NCT00026182,Biological,1
NCT00026182,Other,1
NCT00026182,Procedure,1
NCT00026195,Drug,1
NCT00026208,Drug,1
NCT00026208,Radiation,1
NCT00026221,Biological,1
NCT00026234,Drug,1
NCT00026247,Procedure,1
NCT00026299,Drug,1
NCT00026312,Biological,1
NCT00026312,Drug,1
NCT00026312,Other,1
NCT00026338,Drug,1
NCT00026364,Drug,1
NCT00026377,Drug,1
NCT00026377,Radiation,1
NCT00026403,Drug,1
NCT00026403,Radiation,1
NCT00026494,Drug,1
NCT00026559,Device,1
NCT00026637,Behavioral,1
NCT00026637,Drug,1
NCT00027053,Drug,1
NCT00027066,Drug,1
NCT00027170,Device,1
NCT00027300,Drug,1
NCT00027378,Drug,1
NCT00027417,Drug,1
NCT00027417,Procedure,1
NCT00027534,Biological,1
NCT00027560,Biological,1
NCT00027560,Drug,1
NCT00027560,Procedure,1
NCT00027573,Biological,1
NCT00027573,Drug,1
NCT00027573,Procedure,1
NCT00027586,Drug,1
NCT00027599,Biological,1
NCT00027599,Procedure,1
NCT00027690,Drug,1
NCT00027690,Other,1
NCT00027703,Biological,1
NCT00027703,Drug,1
NCT00027703,Other,1
NCT00027807,Biological,1
NCT00027820,Drug,1
NCT00027820,Procedure,1
NCT00027820,Radiation,1
NCT00027846,Biological,1
NCT00027846,Drug,1
NCT00027846,Procedure,1
NCT00027846,Radiation,1
NCT00027872,Drug,1
NCT00027872,Other,1
NCT00027885,Biological,1
NCT00027885,Drug,1
NCT00027885,Procedure,1
NCT00027885,Radiation,1
NCT00027898,Drug,1
NCT00027898,Other,1
NCT00027963,Drug,1
NCT00027963,Other,1
NCT00027976,Drug,1
NCT00028002,Drug,1
NCT00028002,Procedure,1
NCT00028028,Drug,1
NCT00028028,Other,1
NCT00028093,Drug,1
NCT00028145,Behavioral,1
NCT00028262,Drug,1
NCT00028496,Biological,1
NCT00028522,Drug,1
NCT00028535,Biological,1
NCT00028535,Drug,1
NCT00028548,Drug,1
NCT00028561,Drug,1
NCT00028561,Other,1
NCT00028574,Drug,1
NCT00028574,Other,1
NCT00028587,Drug,1
NCT00028587,Other,1
NCT00028600,Biological,1
NCT00028600,Drug,1
NCT00028665,Biological,1
NCT00028665,Drug,1
NCT00028665,Procedure,1
NCT00028665,Radiation,1
NCT00028730,Biological,1
NCT00028730,Drug,1
NCT00028730,Procedure,1
NCT00028730,Radiation,1
NCT00028769,Drug,1
NCT00028782,Drug,1
NCT00028782,Other,1
NCT00028782,Procedure,1
NCT00028795,Drug,1
NCT00028795,Procedure,1
NCT00028795,Radiation,1
NCT00028821,Drug,1
NCT00028821,Other,1
NCT00028834,Biological,1
NCT00028834,Drug,1
NCT00028834,Other,1
NCT00028925,Biological,1
NCT00028925,Drug,1
NCT00028925,Radiation,1
NCT00028990,Drug,1
NCT00029003,Drug,1
NCT00029003,Other,1
NCT00029107,Drug,1
NCT00029146,Drug,1
NCT00029146,Procedure,1
NCT00029159,Drug,1
NCT00029159,Other,1
NCT00029172,Other,1
NCT00029198,Procedure,1
NCT00029536,Biological,1
NCT00029536,Other,1
NCT00029913,Other,1
NCT00030147,Drug,1
NCT00030225,Biological,1
NCT00030225,Other,1
NCT00030238,Drug,1
NCT00030264,Drug,1
NCT00030303,Biological,1
NCT00030368,Drug,1
NCT00030368,Other,1
NCT00030381,Drug,1
NCT00030381,Other,1
NCT00030394,Drug,1
NCT00030394,Other,1
NCT00030407,Drug,1
NCT00030420,Drug,1
NCT00030498,Drug,1
NCT00030498,Other,1
NCT00030615,Drug,1
NCT00030615,Other,1
NCT00030628,Procedure,1
NCT00030628,Radiation,1
NCT00030654,Drug,1
NCT00030667,Drug,1
NCT00030667,Other,1
NCT00030693,Biological,1
NCT00030693,Other,1
NCT00030693,Procedure,1
NCT00030823,Biological,1
NCT00030914,Drug,1
NCT00030966,Drug,1
NCT00030992,Drug,1
NCT00031096,Drug,1
NCT00031122,Other,1
NCT00031278,Drug,1
NCT00031395,Drug,1
NCT00031395,Other,1
NCT00031434,Drug,1
NCT00031447,Drug,1
NCT00031460,Drug,1
NCT00031486,Drug,1
NCT00031499,Drug,1
NCT00031512,Drug,1
NCT00031551,Drug,1
NCT00031564,Biological,1
NCT00031590,Drug,1
NCT00031590,Radiation,1
NCT00031629,Biological,1
NCT00031629,Drug,1
NCT00031655,Biological,1
NCT00031655,Drug,1
NCT00031655,Other,1
NCT00031655,Procedure,1
NCT00031655,Radiation,1
NCT00031681,Drug,1
NCT00031681,Other,1
NCT00031694,Drug,1
NCT00031707,DietarySupplement,1
NCT00031707,Drug,1
NCT00031707,Other,1
NCT00031720,DietarySupplement,1
NCT00031720,Drug,1
NCT00031720,Other,1
NCT00031746,DietarySupplement,1
NCT00031759,Drug,1
NCT00031759,Procedure,1
NCT00031772,Procedure,1
NCT00031837,Drug,1
NCT00031837,Procedure,1
NCT00031980,Drug,1
NCT00031993,Drug,1
NCT00031993,Other,1
NCT00032006,Radiation,1
NCT00032019,Biological,1
